organ,as_label,cell_label,cell_id,mean_cell_count,cell_count
VHFLargeIntestine,ascending colon,b cell,http://purl.obolibrary.org/obo/CL_0000236,208,416
VHFLargeIntestine,ascending colon,dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,299.5,599
VHFLargeIntestine,ascending colon,endothelial cell,http://purl.obolibrary.org/obo/CL_0000115,1259,2518
VHFLargeIntestine,ascending colon,endothelial cell of lymphatic vessel,http://purl.obolibrary.org/obo/CL_0002138,498.5,997
VHFLargeIntestine,ascending colon,enterocyte,http://purl.obolibrary.org/obo/CL_0000584,2651,5302
VHFLargeIntestine,ascending colon,enterocyte:cd57+,http://purl.obolibrary.org/obo/CL_4033092,1,1
VHFLargeIntestine,ascending colon,enterocyte:cd66+,http://purl.obolibrary.org/obo/CL_0000584,711.5,1423
VHFLargeIntestine,ascending colon,enterocyte:muc1+,http://purl.obolibrary.org/obo/CL_0000584,223.5,447
VHFLargeIntestine,ascending colon,goblet cell,http://purl.obolibrary.org/obo/CL_0000160,1876.5,3753
VHFLargeIntestine,ascending colon,interstitial cell of cajal,http://purl.obolibrary.org/obo/CL_0002088,262,524
VHFLargeIntestine,ascending colon,lymphocyte:cd7+,http://purl.obolibrary.org/obo/CL_0001028,30,60
VHFLargeIntestine,ascending colon,macrophage,http://purl.obolibrary.org/obo/CL_0000235,921,1842
VHFLargeIntestine,ascending colon,macrophage:inflammatory,http://purl.obolibrary.org/obo/CL_0000863,45.5,91
VHFLargeIntestine,ascending colon,muscle cell:smooth,http://purl.obolibrary.org/obo/CL_0000192,2291,4582
VHFLargeIntestine,ascending colon,natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,38.5,77
VHFLargeIntestine,ascending colon,neuroendocrine cell,http://purl.obolibrary.org/obo/CL_0000165,65,130
VHFLargeIntestine,ascending colon,neuron,http://purl.obolibrary.org/obo/CL_0000540,341,682
VHFLargeIntestine,ascending colon,neutrophil,http://purl.obolibrary.org/obo/CL_0000775,95.5,191
VHFLargeIntestine,ascending colon,paneth cell,http://purl.obolibrary.org/obo/CL_0000510,3,3
VHFLargeIntestine,ascending colon,plasma cell,http://purl.obolibrary.org/obo/CL_0000786,1369,2738
VHFLargeIntestine,ascending colon,stromal cell,http://purl.obolibrary.org/obo/CL_0000499,2168.5,4337
VHFLargeIntestine,ascending colon,t cell:cd4+,http://purl.obolibrary.org/obo/CL_0000624,876,1752
VHFLargeIntestine,ascending colon,t cell:cd8+ alpha-beta,http://purl.obolibrary.org/obo/CL_0000625,812.5,1625
VHFLargeIntestine,ascending colon,transit amplifying cell,http://purl.obolibrary.org/obo/CL_0009010,897.5,1795
VHFLargeIntestine,ascending colon,transit amplifying cell:proliferating,http://purl.obolibrary.org/obo/CL_0009010,904.5,1809
VHFLargeIntestine,caecum,b cell,http://purl.obolibrary.org/obo/CL_0000236,208,416
VHFLargeIntestine,caecum,dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,299.5,599
VHFLargeIntestine,caecum,endothelial cell,http://purl.obolibrary.org/obo/CL_0000115,1259,2518
VHFLargeIntestine,caecum,endothelial cell of lymphatic vessel,http://purl.obolibrary.org/obo/CL_0002138,498.5,997
VHFLargeIntestine,caecum,enterocyte,http://purl.obolibrary.org/obo/CL_0000584,2651,5302
VHFLargeIntestine,caecum,enterocyte:cd57+,http://purl.obolibrary.org/obo/CL_4033092,1,1
VHFLargeIntestine,caecum,enterocyte:cd66+,http://purl.obolibrary.org/obo/CL_0000584,711.5,1423
VHFLargeIntestine,caecum,enterocyte:muc1+,http://purl.obolibrary.org/obo/CL_0000584,223.5,447
VHFLargeIntestine,caecum,goblet cell,http://purl.obolibrary.org/obo/CL_0000160,1876.5,3753
VHFLargeIntestine,caecum,interstitial cell of cajal,http://purl.obolibrary.org/obo/CL_0002088,262,524
VHFLargeIntestine,caecum,lymphocyte:cd7+,http://purl.obolibrary.org/obo/CL_0001028,30,60
VHFLargeIntestine,caecum,macrophage,http://purl.obolibrary.org/obo/CL_0000235,921,1842
VHFLargeIntestine,caecum,macrophage:inflammatory,http://purl.obolibrary.org/obo/CL_0000863,45.5,91
VHFLargeIntestine,caecum,muscle cell:smooth,http://purl.obolibrary.org/obo/CL_0000192,2291,4582
VHFLargeIntestine,caecum,natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,38.5,77
VHFLargeIntestine,caecum,neuroendocrine cell,http://purl.obolibrary.org/obo/CL_0000165,65,130
VHFLargeIntestine,caecum,neuron,http://purl.obolibrary.org/obo/CL_0000540,341,682
VHFLargeIntestine,caecum,neutrophil,http://purl.obolibrary.org/obo/CL_0000775,95.5,191
VHFLargeIntestine,caecum,paneth cell,http://purl.obolibrary.org/obo/CL_0000510,3,3
VHFLargeIntestine,caecum,plasma cell,http://purl.obolibrary.org/obo/CL_0000786,1369,2738
VHFLargeIntestine,caecum,stromal cell,http://purl.obolibrary.org/obo/CL_0000499,2168.5,4337
VHFLargeIntestine,caecum,t cell:cd4+,http://purl.obolibrary.org/obo/CL_0000624,876,1752
VHFLargeIntestine,caecum,t cell:cd8+ alpha-beta,http://purl.obolibrary.org/obo/CL_0000625,812.5,1625
VHFLargeIntestine,caecum,transit amplifying cell,http://purl.obolibrary.org/obo/CL_0009010,897.5,1795
VHFLargeIntestine,caecum,transit amplifying cell:proliferating,http://purl.obolibrary.org/obo/CL_0009010,904.5,1809
