sample,rui_location,organ,organId,tool,modality,cell_id,cell_label,cell_count,percentage_of_total
http://purl.org/ccf/1.5/omap-1#Donor1_TissueBlock1,http://purl.org/ccf/1.5/70c2341b-2506-4b86-99bb-8e65f5015137,mesenteric lymph node,UBERON:0002509,popv,sc_bulk,http://purl.obolibrary.org/obo/CL_0000236,B cell,1884.517896,0.4535748321331516
http://purl.org/ccf/1.5/omap-1#Donor1_TissueBlock1,http://purl.org/ccf/1.5/70c2341b-2506-4b86-99bb-8e65f5015137,mesenteric lymph node,UBERON:0002509,popv,sc_bulk,http://purl.obolibrary.org/obo/CL_0000084,T cell,562.053444,0.135277726496135
http://purl.org/ccf/1.5/omap-1#Donor1_TissueBlock1,http://purl.org/ccf/1.5/70c2341b-2506-4b86-99bb-8e65f5015137,mesenteric lymph node,UBERON:0002509,popv,sc_bulk,http://purl.obolibrary.org/obo/CL_0001050,"effector CD8-positive, alpha-beta T cell",501.05988,0.1205975021208592
http://purl.org/ccf/1.5/omap-1#Donor1_TissueBlock1,http://purl.org/ccf/1.5/70c2341b-2506-4b86-99bb-8e65f5015137,mesenteric lymph node,UBERON:0002509,popv,sc_bulk,http://purl.obolibrary.org/obo/CL_0001044,"effector CD4-positive, alpha-beta T cell",496.8608960000001,0.119586870453751
http://purl.org/ccf/1.5/omap-1#Donor1_TissueBlock1,http://purl.org/ccf/1.5/70c2341b-2506-4b86-99bb-8e65f5015137,mesenteric lymph node,UBERON:0002509,popv,sc_bulk,http://purl.obolibrary.org/obo/CL_0001065,innate lymphoid cell,358.509044,0.08628768121314599
http://purl.org/ccf/1.5/omap-1#Donor1_TissueBlock1,http://purl.org/ccf/1.5/70c2341b-2506-4b86-99bb-8e65f5015137,mesenteric lymph node,UBERON:0002509,popv,sc_bulk,http://purl.obolibrary.org/obo/CL_0000921,type I NK T cell,255.077684,0.06139332396194611
http://purl.org/ccf/1.5/omap-1#Donor1_TissueBlock1,http://purl.org/ccf/1.5/70c2341b-2506-4b86-99bb-8e65f5015137,mesenteric lymph node,UBERON:0002509,popv,sc_bulk,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,35.798864,0.00861624278751743
http://purl.org/ccf/1.5/omap-1#Donor1_TissueBlock1,http://purl.org/ccf/1.5/70c2341b-2506-4b86-99bb-8e65f5015137,mesenteric lymph node,UBERON:0002509,popv,sc_bulk,http://purl.obolibrary.org/obo/CL_0000814,mature NK T cell,28.59164,0.006881573446947782
http://purl.org/ccf/1.5/omap-1#Donor1_TissueBlock1,http://purl.org/ccf/1.5/70c2341b-2506-4b86-99bb-8e65f5015137,mesenteric lymph node,UBERON:0002509,popv,sc_bulk,http://purl.obolibrary.org/obo/CL_0000815,regulatory T cell,24.031004,0.005783897636858043
http://purl.org/ccf/1.5/omap-1#Donor1_TissueBlock1,http://purl.org/ccf/1.5/70c2341b-2506-4b86-99bb-8e65f5015137,mesenteric lymph node,UBERON:0002509,popv,sc_bulk,http://purl.obolibrary.org/obo/CL_0000235,macrophage,3.200084,7.702116101910364E-4
