organ,as_label,cell_label,cell_id,mean_cell_count,cell_count
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Adip1,http://purl.obolibrary.org/obo/CL_0000136,33,792
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Adip2,http://purl.obolibrary.org/obo/CL_0000136,20.5,246
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Adipocyte,http://purl.obolibrary.org/obo/CL_0000136,20.16666666666666666667,726
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Arterial Endothelial,http://purl.obolibrary.org/obo/CL_1000413,84.33333333333333333333,3036
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Atrial Cardiomyocyte,http://purl.obolibrary.org/obo/CL_0002129,4,72
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,B,http://purl.obolibrary.org/obo/CL_0000236,21.3,1278
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,B_plasma,http://purl.obolibrary.org/obo/CL_0000786,5,120
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD14+Mo,http://purl.obolibrary.org/obo/CL_0002057,169.25,4062
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD16+Mo,http://purl.obolibrary.org/obo/CL_0002396,58.83333333333333333333,2118
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_Tfh,http://purl.obolibrary.org/obo/CL_0000492,5,60
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_Th1,http://purl.obolibrary.org/obo/CL_0000545,6,72
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_Th17,http://purl.obolibrary.org/obo/CL_0000899,1,12
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_Th2,http://purl.obolibrary.org/obo/CL_0000546,2,36
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_act,http://purl.obolibrary.org/obo/CL_0001043,14.8,444
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_naive,http://purl.obolibrary.org/obo/CL_0000895,34,1020
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_reg,http://purl.obolibrary.org/obo/CL_0000792,1.33333333333333333333,24
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD8+T_cytox,http://purl.obolibrary.org/obo/CL_0000794,3.25,78
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD8+T_em,http://purl.obolibrary.org/obo/CL_0000913,4.8,144
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD8+T_te,http://purl.obolibrary.org/obo/CL_0001050,13,234
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD8+T_trans,http://purl.obolibrary.org/obo/CL_0000625,8,288
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Capillary Endothelial,http://purl.obolibrary.org/obo/CL_0002144,1359.16666666666666666667,48930
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,DC,http://purl.obolibrary.org/obo/CL_0000451,15.2,456
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,EC1_cap,http://purl.obolibrary.org/obo/CL_0002144,219.33333333333333333333,3948
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,EC2_cap,http://purl.obolibrary.org/obo/CL_0002144,335,2010
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,EC3_cap,http://purl.obolibrary.org/obo/CL_0002144,2328.5,27942
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,EC4_immune,http://purl.obolibrary.org/obo/CL_0000115,139.66666666666666666667,5028
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,EC5_art,http://purl.obolibrary.org/obo/CL_1000413,322.16666666666666666667,11598
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,EC6_ven,http://purl.obolibrary.org/obo/CL_0002543,82.83333333333333333333,2982
