rui_location,organ,organ_label,as_label,as_id,intersection_volume,as_volume,tissue_block_volume,total_collision_percentage
http://purl.org/ccf/1.5/2b922426-d192-47fb-ba8e-1921ea21fe4c,VHMLeftKidney,left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/UBERON_0002189,11,119898.4423074725,11,13
http://purl.org/ccf/1.5/461a8adc-10d3-4518-8dd2-d2daccaa128b,VHFLeftKidney,left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/UBERON_0002189,9.0,132321.2564316727,10,12.600000000000003
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,VHFHeart,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,1017.225,73521.72645229718,7425,8.67
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,VHFHeart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,3549.1499999999996,229312.7801882646,7425,8.67
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,VHFHeart,heart,Posteromedial head of posterior papillary muscle of left ventricle,http://purl.org/sig/ont/fma/fma7267,631.125,4401.498768462402,7425,8.67
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,VHFHeart,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,5531.625,65894.53465930313,7425,8.67
http://purl.org/ccf/1.5/fdb0d1f7-94d5-4628-b345-dbe4975966fd,VHMHeart,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,1334.0700000000002,28091.8760666331,2430,8.463000000000001
http://purl.org/ccf/1.5/fdb0d1f7-94d5-4628-b345-dbe4975966fd,VHMHeart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,838.3499999999999,121604.2070274211,2430,8.463000000000001
http://purl.org/ccf/1.5/fdb0d1f7-94d5-4628-b345-dbe4975966fd,VHMHeart,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,765.45,73988.45321948585,2430,8.463000000000001
http://purl.org/ccf/1.5/9bd653dd-2309-4ecc-b4c8-e9f3de4bf8ca,VHMHeart,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,696.96,31346.0636820313,720,6.776
http://purl.org/ccf/1.5/760368bf-6b4c-4d92-aa2b-24e17fd947d3,VHMHeart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,2406.144,121604.2070274211,2496,6.748000000000001
