uuid	hubmap_id	created_by_user_displayname	created_by_user_email	created_timestamp	donor.hubmap_id	group_name	last_modified_timestamp	mapped_consortium	mapped_statusdata_access_level	origin_samples_unique_mapped_organs	published_timestamp	status
#												
c14b104f9e44511ddf82697bce0d1901	HBM734.LFLC.264	HuBMAP Process	hubmap@hubmapconsortium.org	1686252494588	HBM289.BLHF.363	University of California San Diego TMC	1699327534426	HuBMAP		['Kidney (Right)']	1692324157871	Published
e81c9c9753998b2ca69e8bceadf2409d	HBM762.RPDR.282	HuBMAP Process	hubmap@hubmapconsortium.org	1684852636061	HBM943.SCQQ.877	University of California San Diego TMC	1699323188095	HuBMAP		['Lung (Right)']	1691431234405	Published
0b590c9e3a62178da592e85572e2f1bf	HBM468.SSXX.967	HuBMAP Process	hubmap@hubmapconsortium.org	1683299130420	HBM943.SCQQ.877	University of California San Diego TMC	1699312076442	HuBMAP		['Lung (Right)']	1691431224726	Published
b0f51c557f05bcff69c9eed090c93b79	HBM727.DWPV.852	HuBMAP Process	hubmap@hubmapconsortium.org	1682809132726	HBM943.SCQQ.877	University of California San Diego TMC	1699311593359	HuBMAP		['Lung (Right)']	1691429206851	Published
615462a0e4aa133d8b19644c404e3eeb	HBM334.DWWF.436	HuBMAP Process	hubmap@hubmapconsortium.org	1686252397263	HBM289.BLHF.363	University of California San Diego TMC	1699327413576	HuBMAP		['Kidney (Right)']	1692324155031	Published
176edb4b0e16059522f6f087576fbeec	HBM975.WQQQ.853	HuBMAP Process	hubmap@hubmapconsortium.org	1690916209930	HBM943.SCQQ.877	University of California San Diego TMC	1699331527267	HuBMAP		['Lung (Right)']	1697047957805	Published
ca35382d67c90d4d9bca1ee16526b1d3	HBM967.LPHM.957	HuBMAP Process	hubmap@hubmapconsortium.org	1682949087191	HBM943.SCQQ.877	University of California San Diego TMC	1699311713907	HuBMAP		['Lung (Right)']	1691429203622	Published
2dac500177620d78ca174c2c1d36a6c8	HBM444.DXLZ.643	HuBMAP Process	hubmap@hubmapconsortium.org	1684422239638	HBM943.SCQQ.877	University of California San Diego TMC	1699319929013	HuBMAP		['Lung (Right)']	1691431226165	Published
4706e0339d507e7bd878458e2e9e7460	HBM254.SJWB.835	HuBMAP Process	hubmap@hubmapconsortium.org	1688734119543	HBM427.FLPM.955	EXT - Human Cell Atlas	1699318476844	Human Cell Atlas		['Liver']	1692820650752	Published
8df15cb20f5e127d102a73d0ec5682a0	HBM482.DKQF.747	HuBMAP Process	hubmap@hubmapconsortium.org	1682796406259	HBM943.SCQQ.877	University of California San Diego TMC	1699311472863	HuBMAP		['Lung (Right)']	1691429198683	Published
9305d53ae8c0dd565a088cd45f20e0c8	HBM864.CWHJ.963	HuBMAP Process	hubmap@hubmapconsortium.org	1682955454264	HBM943.SCQQ.877	University of California San Diego TMC	1699311834873	HuBMAP		['Lung (Right)']	1691431223324	Published
37ccf28cb5c06e8ba076f587ee4e50be	HBM929.VSJQ.633	HuBMAP Process	hubmap@hubmapconsortium.org	1684426318627	HBM943.SCQQ.877	University of California San Diego TMC	1699320532187	HuBMAP		['Lung (Right)']	1691431231650	Published
a39fed027b51d97f83cec90c63c44744	HBM456.GRCM.369	HuBMAP Process	hubmap@hubmapconsortium.org	1690915993133	HBM943.SCQQ.877	University of California San Diego TMC	1699331406731	HuBMAP		['Lung (Right)']	1697047953924	Published
171bd6114652ce2a1ff0e4757b5eaef9	HBM675.RVGB.258	HuBMAP Process	hubmap@hubmapconsortium.org	1684426387299	HBM943.SCQQ.877	University of California San Diego TMC	1699320653074	HuBMAP		['Lung (Right)']	1691431230350	Published
d0c1bd09443c301413f44f7108d20e08	HBM265.FQWZ.384	HuBMAP Process	hubmap@hubmapconsortium.org	1684424704527	HBM943.SCQQ.877	University of California San Diego TMC	1699320291010	HuBMAP		['Lung (Right)']	1691431233005	Published
224e01ccfc20977ee5a6a6a5b96aa7d7	HBM236.JPVT.769	HuBMAP Process	hubmap@hubmapconsortium.org	1683298841293	HBM893.NQHW.385	Stanford TMC	1699311955860	HuBMAP		['Heart']	1686062086570	Published
237b8f24c23821690519af862cf25a9f	HBM578.BDBP.672	HuBMAP Process	hubmap@hubmapconsortium.org	1684426564917	HBM943.SCQQ.877	University of California San Diego TMC	1699320773624	HuBMAP		['Lung (Right)']	1691431229104	Published
dd648e4648238b25a7d1062669ea89af	HBM948.GXMD.986	HuBMAP Process	hubmap@hubmapconsortium.org	1690983556056	HBM943.SCQQ.877	University of California San Diego TMC	1699331768836	HuBMAP		['Lung (Right)']	1697047960991	Published
0804a7a9e430e6adfbc56f339d787211	HBM688.RPFC.258	HuBMAP Process	hubmap@hubmapconsortium.org	1686252570179	HBM289.BLHF.363	University of California San Diego TMC	1699327654960	HuBMAP		['Kidney (Right)']	1692324159000	Published
9b99c75de2347b9567e33065108488e8	HBM449.QGGL.994	HuBMAP Process	hubmap@hubmapconsortium.org	1684345087400	HBM584.TVKC.257	University of California San Diego TMC	1699319082939	HuBMAP		['Kidney (Left)']	1691431217357	Published
