uuid	hubmap_id	created_by_user_displayname	created_by_user_email	created_timestamp	donor.hubmap_id	group_name	last_modified_timestamp	mapped_consortium	mapped_statusdata_access_level	origin_samples_unique_mapped_organs	published_timestamp	status
#												
6efd19dc32f820a0e6be6a34973359b6	HBM964.BVWP.737	HuBMAP Process	hubmap@hubmapconsortium.org	1679710440900	HBM485.KRGM.628	University of California San Diego TMC	1699302283587	HuBMAP		['Kidney (Left)']	1692213988121	Published
3152ddcb811d362113ebb119602f2cd4	HBM887.DDJL.589	HuBMAP Process	hubmap@hubmapconsortium.org	1680195728642	HBM943.SCQQ.877	University of California San Diego TMC	1699303372209	HuBMAP		['Lung (Right)']	1691431221853	Published
35e9bf0f58152ceb6f4d01052ac8867d	HBM342.CMHT.948	HuBMAP Process	hubmap@hubmapconsortium.org	1682629821022	HBM492.JRZX.537	California Institute of Technology TMC	1699309176117	HuBMAP		['Heart']	1686062093903	Published
57054da2dbe87b93f1adb78444086963	HBM892.JLFV.844	HuBMAP Process	hubmap@hubmapconsortium.org	1679705932050	HBM277.DBXJ.256	University of California San Diego TMC	1699301920730	HuBMAP		['Kidney (Left)']	1692213983616	Published
149e1be22a4961f9c6240480710836a3	HBM528.DMSV.294	HuBMAP Process	hubmap@hubmapconsortium.org	1682621075443	HBM464.FJWN.992	University of California San Diego TMC	1699308934234	HuBMAP		['Kidney (Right)']	1687807032416	Published
12de9dcdb62640f1687b832f69648a55	HBM936.MHTZ.834	HuBMAP Process	hubmap@hubmapconsortium.org	1679713335176	HBM485.KRGM.628	University of California San Diego TMC	1699302404147	HuBMAP		['Kidney (Left)']	1691431220474	Published
52ec5e111357f8fdd4ab2a3c5790cf4e	HBM674.FLVW.576	HuBMAP Process	hubmap@hubmapconsortium.org	1679719459791	HBM833.LBTG.876	University of California San Diego TMC	1699303009062	HuBMAP		['Kidney (Right)']	1692213996467	Published
17f67cb15e59f65e640d85d2f3866cde	HBM385.LQVK.975	HuBMAP Process	hubmap@hubmapconsortium.org	1682641673941	HBM896.VZXP.254	California Institute of Technology TMC	1699309417670	HuBMAP		['Heart']	1686062095683	Published
377df3da484d29fdde20ec020a76ba1b	HBM969.PBMH.689	HuBMAP Process	hubmap@hubmapconsortium.org	1679719063164	HBM477.DBJN.952	University of California San Diego TMC	1699302766810	HuBMAP		['Kidney (Right)']	1692213993153	Published
6c4582697caa32064baebc97cade18ef	HBM563.FFQJ.764	HuBMAP Process	hubmap@hubmapconsortium.org	1679713573256	HBM984.MHHN.738	University of California San Diego TMC	1699302524784	HuBMAP		['Kidney (Left)']	1692213989820	Published
08c1aa2e74700e1170fc9218ae255992	HBM648.DKQK.874	HuBMAP Process	hubmap@hubmapconsortium.org	1679717413067	HBM796.VGTX.823	University of California San Diego TMC	1699302645796	HuBMAP		['Kidney (Left)']	1692213991537	Published
fbb43e7c05d88c8700af94a32cb4e21d	HBM782.HVML.355	HuBMAP Process	hubmap@hubmapconsortium.org	1679710064410	HBM485.KRGM.628	University of California San Diego TMC	1699302163068	HuBMAP		['Kidney (Left)']	1692213986584	Published
ec7ebe15feec075a0299979b0350dd3a	HBM975.MVDK.648	HuBMAP Process	hubmap@hubmapconsortium.org	1679720744490	HBM375.PJSC.682	University of California San Diego TMC	1699303129648	HuBMAP		['Kidney (Right)']	1692213998001	Published
007f3dfaaa287d5c7c227651f61a9c5b	HBM927.DZCV.762	HuBMAP Process	hubmap@hubmapconsortium.org	1682626256061	HBM427.KCLS.937	California Institute of Technology TMC	1699309055234	HuBMAP		['Heart']	1686062097244	Published
e010f7505632d7b6eeda25b349383149	HBM933.JFFT.692	HuBMAP Process	hubmap@hubmapconsortium.org	1679721134759	HBM289.BLHF.363	University of California San Diego TMC	1699303251135	HuBMAP		['Kidney (Right)']	1692213982072	Published
fb94e862fe33f171de6e07d2d207d0de	HBM485.VKSZ.779	HuBMAP Process	hubmap@hubmapconsortium.org	1679719452100	HBM833.LBTG.876	University of California San Diego TMC	1699302888177	HuBMAP		['Kidney (Right)']	1692213994820	Published
7d70a4deb9e2f0592f0c56e20ca91169	HBM852.VXGN.375	HuBMAP Process	hubmap@hubmapconsortium.org	1682636317724	HBM796.ZVVX.764	California Institute of Technology TMC	1699309296810	HuBMAP		['Heart']	1686062098961	Published
fbfdd102ecd60d7cf9d3da8c3d83a5c4	HBM745.FJML.722	HuBMAP Process	hubmap@hubmapconsortium.org	1679706760956	HBM584.TVKC.257	University of California San Diego TMC	1699302042122	HuBMAP		['Kidney (Left)']	1692213985153	Published
