uuid	hubmap_id	created_by_user_displayname	created_by_user_email	created_timestamp	donor.hubmap_id	group_name	last_modified_timestamp	mapped_consortium	mapped_statusdata_access_level	origin_samples_unique_mapped_organs	published_timestamp	status
#												
c616de3ce57804ede2dd519a1c8addf2	HBM982.THGM.772	HuBMAP Process	hubmap@hubmapconsortium.org	1682642783944	HBM985.MBDB.567	California Institute of Technology TMC	1699309538616	HuBMAP		['Heart']	1686062102094	Published
2639e9e8488edddde275491cdbaae662	HBM675.VBDH.688	HuBMAP Process	hubmap@hubmapconsortium.org	1682780710430	HBM289.BLHF.363	University of California San Diego TMC	1699310990045	HuBMAP		['Kidney (Right)']	1691429213481	Published
22684b9011fc5aea5cb3f89670a461e8	HBM599.GNJN.777	HuBMAP Process	hubmap@hubmapconsortium.org	1682647113490	HBM349.DLJD.259	California Institute of Technology TMC	1699309659907	HuBMAP		['Heart']	1686062100636	Published
d87b2121ee1a5777c29a69307f806328	HBM539.GJNB.784	HuBMAP Process	hubmap@hubmapconsortium.org	1682787456868	HBM477.DBJN.952	University of California San Diego TMC	1699311110686	HuBMAP		['Kidney (Right)']	1691429211601	Published
e7bdf34c4da9f1d880f2615226e9713d	HBM437.LCSH.956	HuBMAP Process	hubmap@hubmapconsortium.org	1682701877592	HBM584.TVKC.257	University of California San Diego TMC	1699310023227	HuBMAP		['Kidney (Left)']	1691429201907	Published
254801a318687281ba3e473569d89a45	HBM456.XDCK.572	HuBMAP Process	hubmap@hubmapconsortium.org	1682732141951	HBM584.TVKC.257	University of California San Diego TMC	1699310385060	HuBMAP		['Kidney (Left)']	1691429215183	Published
044b28971204366347e7ed0b7ef0c279	HBM976.MRWH.263	HuBMAP Process	hubmap@hubmapconsortium.org	1682712609533	HBM485.KRGM.628	University of California San Diego TMC	1699310143859	HuBMAP		['Kidney (Left)']	1691429200249	Published
949827f25f423d54663f09596351795d	HBM938.GBST.823	HuBMAP Process	hubmap@hubmapconsortium.org	1682701874028	HBM485.KRGM.628	University of California San Diego TMC	1699309901919	HuBMAP		['Kidney (Left)']	1691429210051	Published
58167d0f778284d5b95af782bd8132da	HBM832.WTNH.257	HuBMAP Process	hubmap@hubmapconsortium.org	1682718510390	HBM943.SCQQ.877	University of California San Diego TMC	1699310264401	HuBMAP		['Lung (Right)']	1691429208475	Published
4b5dc6d04aa30a6eb0b224a7ab7d03b3	HBM253.ZBGF.863	HuBMAP Process	hubmap@hubmapconsortium.org	1682745882432	HBM277.DBXJ.256	University of California San Diego TMC	1699310748082	HuBMAP		['Kidney (Left)']	1691429191751	Published
ccbad4ffd323265937b842ea36ada4ad	HBM823.CNRW.484	HuBMAP Process	hubmap@hubmapconsortium.org	1682689333499	HBM289.BLHF.363	University of California San Diego TMC	1699309780431	HuBMAP		['Kidney (Right)']	1691429205313	Published
56742ee7dcbe8b03d964f519009db12d	HBM874.JPGB.398	HuBMAP Process	hubmap@hubmapconsortium.org	1682793486509	HBM464.FJWN.992	University of California San Diego TMC	1699311351834	HuBMAP		['Kidney (Right)']	1691429197020	Published
4369a119a9c06ea304003a5c3cb3a2e0	HBM582.CXXZ.438	HuBMAP Process	hubmap@hubmapconsortium.org	1682738551032	HBM943.SCQQ.877	University of California San Diego TMC	1699310505610	HuBMAP		['Lung (Right)']	1697047959313	Published
7f1e932a91a86ef58ed61ee19c175c18	HBM694.NXCN.368	HuBMAP Process	hubmap@hubmapconsortium.org	1682761841660	HBM277.DBXJ.256	University of California San Diego TMC	1699310869052	HuBMAP		['Kidney (Left)']	1691429195363	Published
dbe24793ebc30c47e241150cccf4b0d1	HBM787.XCSX.733	HuBMAP Process	hubmap@hubmapconsortium.org	1682787558540	HBM464.FJWN.992	University of California San Diego TMC	1699311231249	HuBMAP		['Kidney (Right)']	1691429193584	Published
f3a05f31c6ea4e2315bc66ff468a5a0a	HBM573.JGLL.575	HuBMAP Process	hubmap@hubmapconsortium.org	1682740433501	HBM477.DBJN.952	University of California San Diego TMC	1699310626938	HuBMAP		['Kidney (Right)']	1691429188282	Published
