uuid	hubmap_id	created_by_user_displayname	created_by_user_email	created_timestamp	donor.hubmap_id	group_name	last_modified_timestamp	mapped_consortium	mapped_statusdata_access_level	origin_samples_unique_mapped_organs	published_timestamp	status
#												
b95f34761c252ebbd1e482cd9afae73f	HBM373.HCFG.722	HuBMAP Process	hubmap@hubmapconsortium.org	1679501748904	HBM984.MHHN.738	University of California San Diego TMC	1699297685434	HuBMAP		['Kidney (Left)']	1681089819589	Published
3c1b10bc912c60c9afc36b7423695236	HBM467.RQDN.922	HuBMAP Process	hubmap@hubmapconsortium.org	1679508117588	HBM692.FRHS.655	University of California San Diego TMC	1699298772968	HuBMAP		['Kidney (Left)']	1681089825316	Published
1dc16eb0270ff73291dd45b6a96aa3c0	HBM626.PHCW.834	HuBMAP Process	hubmap@hubmapconsortium.org	1679505541768	HBM735.BNLK.837	University of California San Diego TMC	1699298531451	HuBMAP		['Kidney (Left)']	1681089823443	Published
5a5ca03fa623602d9a859224aa40ace4	HBM796.PCWD.863	HuBMAP Process	hubmap@hubmapconsortium.org	1679501711641	HBM383.HMFP.349	University of California San Diego TMC	1699297564919	HuBMAP		['Kidney (Left)']	1681089818978	Published
898138b7f45a67c574e9955fb400e9be	HBM247.HLXR.494	HuBMAP Process	hubmap@hubmapconsortium.org	1679501773777	HBM275.NCXJ.869	University of California San Diego TMC	1699297806075	HuBMAP		['Kidney (Left)']	1681089820131	Published
e5f7a14d93659bd0b8dc2819ffa9bc4b	HBM979.VMDC.365	HuBMAP Process	hubmap@hubmapconsortium.org	1679503341458	HBM984.MHHN.738	University of California San Diego TMC	1699298048294	HuBMAP		['Kidney (Left)']	1681089821339	Published
f220c9e7bcaea3a87162cbe61287ea4d	HBM937.TWRN.355	HuBMAP Process	hubmap@hubmapconsortium.org	1679506812918	HBM984.MHHN.738	University of California San Diego TMC	1699298651988	HuBMAP		['Kidney (Left)']	1681089824815	Published
b05c21f9c94ce1a22a9694cd0fe0291e	HBM628.QKGB.497	HuBMAP Process	hubmap@hubmapconsortium.org	1679511659173	HBM692.FRHS.655	University of California San Diego TMC	1699299137864	HuBMAP		['Kidney (Left)']	1681089826959	Published
8cdb42ed1194255c74c8462b99bbd7ef	HBM444.PWKX.639	HuBMAP Process	hubmap@hubmapconsortium.org	1679501837989	HBM735.BNLK.837	University of California San Diego TMC	1699297927132	HuBMAP		['Kidney (Left)']	1681089820654	Published
4b62d9d2c248323ce029859f953fdc57	HBM928.THDD.545	HuBMAP Process	hubmap@hubmapconsortium.org	1679513228351	HBM825.GBHD.667	University of California San Diego TMC	1699299379987	HuBMAP		['Kidney (Right)']	1681089828013	Published
c81b0dc9d16eb825a7d6bce6e1b3678f	HBM363.NTWP.766	HuBMAP Process	hubmap@hubmapconsortium.org	1679517504468	HBM867.BLQJ.787	University of California San Diego TMC	1699299501043	HuBMAP		['Kidney (Right)']	1681089828488	Published
62efbe0a6abd0bcf53ab9ab29e7cd73f	HBM699.XBTD.684	HuBMAP Process	hubmap@hubmapconsortium.org	1679503766100	HBM994.SGLP.263	University of California San Diego TMC	1699298289749	HuBMAP		['Kidney (Left)']	1681089822717	Published
5ee240959c96b49d960702755478b9fc	HBM976.LDTR.982	HuBMAP Process	hubmap@hubmapconsortium.org	1679501682027	HBM383.HMFP.349	University of California San Diego TMC	1699297444067	HuBMAP		['Kidney (Left)']	1681089818483	Published
7c9e07c96d144536525b1f889acee14d	HBM845.SFMK.942	HuBMAP Process	hubmap@hubmapconsortium.org	1679511256769	HBM275.NCXJ.869	University of California San Diego TMC	1699299014534	HuBMAP		['Kidney (Left)']	1681089826358	Published
018a905cdbdff684760859f594d3fd77	HBM793.JDRF.289	HuBMAP Process	hubmap@hubmapconsortium.org	1679512276878	HBM377.WFTZ.879	University of California San Diego TMC	1699299258917	HuBMAP		['Kidney (Right)']	1681089827482	Published
8d631eee88855ac59155edca2a3bc1ca	HBM894.DMKD.525	HuBMAP Process	hubmap@hubmapconsortium.org	1679505541689	HBM984.MHHN.738	University of California San Diego TMC	1699298410248	HuBMAP		['Kidney (Left)']	1681089824161	Published
6e1db473492095ccc2f1393d7259b9c0	HBM573.JMXM.823	HuBMAP Process	hubmap@hubmapconsortium.org	1679503635727	HBM939.TVDQ.296	University of California San Diego TMC	1699298168768	HuBMAP		['Kidney (Left)']	1681089821988	Published
fae9a1f2e7abefca2203765a3c7a5ba1	HBM593.CLXN.573	HuBMAP Process	hubmap@hubmapconsortium.org	1679508201867	HBM994.SGLP.263	University of California San Diego TMC	1699298893655	HuBMAP		['Kidney (Left)']	1681089825827	Published
