organ,as_label,cell_label,cell_id,mean_cell_count,cell_count
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Adip1,http://purl.obolibrary.org/obo/CL_0000136,6.66666666666666666667,120
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Adip2,http://purl.obolibrary.org/obo/CL_0000136,20.5,246
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Adipocyte,http://purl.obolibrary.org/obo/CL_0000136,20.5,738
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Arterial Endothelial,http://purl.obolibrary.org/obo/CL_1000413,85.16666666666666666667,3066
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Atrial Cardiomyocyte,http://purl.obolibrary.org/obo/CL_0002129,3.66666666666666666667,66
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,B,http://purl.obolibrary.org/obo/CL_0000236,16.66666666666666666667,900
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,B_plasma,http://purl.obolibrary.org/obo/CL_0000786,1.33333333333333333333,24
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD14+Mo,http://purl.obolibrary.org/obo/CL_0002057,3.33333333333333333333,60
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD16+Mo,http://purl.obolibrary.org/obo/CL_0002396,15.4,462
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_Tfh,http://purl.obolibrary.org/obo/CL_0000492,1,6
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_Th1,http://purl.obolibrary.org/obo/CL_0000545,1,6
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_Th17,http://purl.obolibrary.org/obo/CL_0000899,1,6
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_Th2,http://purl.obolibrary.org/obo/CL_0000546,1,12
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_act,http://purl.obolibrary.org/obo/CL_0001043,4.25,102
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_naive,http://purl.obolibrary.org/obo/CL_0000895,8.5,204
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_reg,http://purl.obolibrary.org/obo/CL_0000792,1,12
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD8+T_cytox,http://purl.obolibrary.org/obo/CL_0000794,1.5,36
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD8+T_em,http://purl.obolibrary.org/obo/CL_0000913,3,72
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD8+T_te,http://purl.obolibrary.org/obo/CL_0001050,3.5,42
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,CD8+T_trans,http://purl.obolibrary.org/obo/CL_0000625,7.4,222
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Capillary Endothelial,http://purl.obolibrary.org/obo/CL_0002144,1361.66666666666666666667,49020
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,DC,http://purl.obolibrary.org/obo/CL_0000451,7,168
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,EC1_cap,http://purl.obolibrary.org/obo/CL_0002144,219.33333333333333333333,3948
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,EC2_cap,http://purl.obolibrary.org/obo/CL_0002144,336,2016
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,EC3_cap,http://purl.obolibrary.org/obo/CL_0002144,210,1260
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,EC4_immune,http://purl.obolibrary.org/obo/CL_0000115,13.2,396
