organId,organ,sex,modality,as1_label,as2_label,cosine_sim,as1_dataset_count,as2_dataset_count
UBERON:0000059,large intestine,Male,spatial,ascending colon,transverse colon,0.9816842926384989,18,17
UBERON:0000059,large intestine,Female,sc_bulk,caecum,transverse colon,0.857874124866316,5,17
UBERON:0000059,large intestine,Female,spatial,caecum,transverse colon,0.879770365196477,5,17
UBERON:0000059,large intestine,Male,sc_bulk,rectum,descending colon,0.8872728557545791,13,19
UBERON:0000059,large intestine,Male,spatial,rectum,descending colon,0.9849517112197309,13,19
UBERON:0000059,large intestine,Female,sc_bulk,ascending colon,descending colon,0.8638549322047777,18,19
UBERON:0000059,large intestine,Male,sc_bulk,ascending colon,descending colon,0.9764041466811242,18,19
UBERON:0000059,large intestine,Female,spatial,ascending colon,descending colon,0.922481222625644,18,19
UBERON:0000059,large intestine,Male,spatial,ascending colon,descending colon,0.9906216712240895,18,19
UBERON:0000059,large intestine,Female,sc_bulk,transverse colon,descending colon,0.532114803840980065,17,19
UBERON:0000059,large intestine,Female,spatial,transverse colon,descending colon,0.7094714167030884,17,19
UBERON:0000059,large intestine,Male,spatial,transverse colon,descending colon,0.9675243919754691,17,19
UBERON:0000059,large intestine,Male,sc_bulk,transverse colon,descending colon,0.90914547691101315,17,19
UBERON:0000059,large intestine,Female,sc_bulk,caecum,descending colon,0.8638549322047776,5,19
UBERON:0000059,large intestine,Female,spatial,caecum,descending colon,0.9224812226256441,5,19
UBERON:0004538,left kidney,Male,sc_bulk,renal papilla,kidney pyramid,0.3568704502614363,6,113
UBERON:0004539,right kidney,Male,sc_bulk,renal papilla,kidney pyramid,0.3568704502614363,6,113
UBERON:0004539,right kidney,Male,sc_bulk,renal papilla,outer cortex of kidney,0.5055162234447902,6,151
UBERON:0004538,left kidney,Male,sc_bulk,renal papilla,outer cortex of kidney,0.5055162234447902,6,151
UBERON:0004539,right kidney,Male,sc_bulk,kidney capsule,outer cortex of kidney,0.5008795873782453,8,151
UBERON:0004538,left kidney,Male,sc_bulk,kidney capsule,outer cortex of kidney,0.5008795873782453,8,151
UBERON:0004539,right kidney,Female,sc_bulk,kidney capsule,outer cortex of kidney,0.8589156031500489,8,151
