organ,organ_id,as_label,as_volume,rui_location_one_as_count,rui_location_count,rui_locations_with_ct,rui_locations_no_ct,ct_not_in_hra,ct_in_hra,ct_from_hra_only,experimental_ct_count,ct_labels_from_experimental_data,predicted_cells_per_ct
VHFHeart,UBERON:0000948,Posteromedial head of posterior papillary muscle of left ventricle,4401.498768462402,0,1,36,0,8,42,0,50,T; macrophage; Macrophage; LYVE1+IGF1+MP; LYVE1+TIMD4+MP; EC2_cap; Capillary Endothelial; EC1_cap; EC3_cap; Arterial Endothelial; EC5_art; Lymphatic Endothelial; EC8_ln; LYVE1+MP_cycling; T/NK_cycling; DC; CD8+T_te; SMC1_basic; EC6_ven; B_plasma; smooth muscle cell; Smooth Muscle; B; Mast; Endothelial; EC4_immune; PC1_vent; Pericyte; CD4+T_naive; CD8+T_cytox; Adip2; Adipocyte; CD4+T_Tfh; Venous Endothelial; NK; CD8+T_em; CD8+T_trans; FB1; Fibroblast; FB4_activated; Adip1; EC7_endocardial; Endocardial; NK_CD16hi; Ventricular Cardiomycoyte; fibroblast of cardiac tissue; NC1_glial; CD14+Mo; CD4+T_act; CD4+T_reg; Atrial Cardiomyocyte; vCM3_stressed; vCM1; vCM2; aCM5; FB3; FB5; Neut; cardiac endothelial cell; hepatocyte; cardiac muscle cell; NC2_glial_NGF+; aCM1; aCM2; Neuronal; ILC; Monocyte/cDC; gdT; SAN_P_cell; MAIT-like; CD4+T_Th2; NK_CD56hi; Mesothelial; CD4+T_Th1; CD4+T_Th17; CD16+Mo,391.875
VHFHeart,UBERON:0000948,heart left ventricle,229312.7801882646,102,8,139,0,9,43,23,52,T; macrophage; LYVE1+IGF1+MP; Macrophage; LYVE1+TIMD4+MP; LYVE1+MP_cycling; T/NK_cycling; DC; CD8+T_te; SMC1_basic; EC6_ven; B_plasma; Mast; Smooth Muscle; smooth muscle cell; EC1_cap; Capillary Endothelial; EC3_cap; EC2_cap; Arterial Endothelial; EC5_art; Lymphatic Endothelial; EC8_ln; PC1_vent; PC3_str; Pericyte; PC4_CMC-like; PC2_atria; Venous Endothelial; CD4+T_Tfh; NK; CD8+T_em; CD8+T_trans; EC4_immune; Endothelial; EC10_CMC-like; EC9_FB-like; CD4+T_naive; SAN_P_cell; Mesothelial; Meso; Neuronal; gdT; MAIT-like; Monocyte/cDC; CD8+T_cytox; Adip2; Adipocyte; Adip1; Adip3; EC7_endocardial; Endocardial; cardiac endothelial cell; hepatocyte; cardiac muscle cell; Fibroblast; FB1; FB2; FB4_activated; FB5; FB3; Neut; B; ILC; CD4+T_Th1; CD16+Mo; CD4+T_Th17; aCM1; Atrial Cardiomyocyte; aCM3; aCM2; aCM4; aCM5; CD14+Mo; fibroblast of cardiac tissue; Ventricular Cardiomycoyte; vCM2; vCM1; vCM3_stressed; vCM4; NC1_glial; NC2_glial_NGF+; NK_CD16hi; CD4+T_act; AVN_P_cell; Purkinje_cell; CD4+T_reg; CD4+T_Th2; NK_CD56hi,478.73018356794735409812
VHFHeart,UBERON:0000948,heart right ventricle,78714.75572486871,49,3,86,0,9,42,22,51,T; NK; Venous Endothelial; Neut; FB1; Fibroblast; FB4_activated; FB3; FB5; B_plasma; EC1_cap; Capillary Endothelial; EC2_cap; EC3_cap; Arterial Endothelial; EC5_art; Lymphatic Endothelial; EC8_ln; PC1_vent; Pericyte; PC3_str; PC2_atria; CD4+T_Tfh; CD8+T_te; SMC1_basic; EC6_ven; smooth muscle cell; Smooth Muscle; LYVE1+TIMD4+MP; macrophage; Macrophage; LYVE1+IGF1+MP; MoMP; LYVE1+MP_cycling; CD8+T_trans; T/NK_cycling; DC; CD4+T_Th1; CD4+T_Th17; CD16+Mo; CD4+T_act; aCM1; Atrial Cardiomyocyte; aCM2; aCM5; vCM1; Ventricular Cardiomycoyte; vCM3_stressed; vCM2; vCM4; CD14+Mo; fibroblast of cardiac tissue; NK_CD16hi; NC1_glial; NC2_glial_NGF+; CD4+T_reg; B; Mast; Endothelial; EC4_immune; EC10_CMC-like; CD4+T_naive; CD8+T_cytox; AVN_P_cell; CD8+T_em; Adip2; Adipocyte; Adip1; EC7_endocardial; Endocardial; cardiac endothelial cell; hepatocyte; Neuronal; cardiac muscle cell; ILC; gdT; SAN_P_cell; MAIT-like; Monocyte/cDC; NK_CD56hi; Mesothelial; Meso; CD4+T_Th2,392.43107095827126913196
VHFHeart,UBERON:0000948,interventricular septum,65894.53465930313,0,2,37,0,8,42,19,50,EC6_ven; B_plasma; smooth muscle cell; Smooth Muscle; Adipocyte; Adip1; Adip2; EC7_endocardial; Endocardial; NK; CD8+T_em; CD8+T_trans; Neut; B; Mast; Endothelial; EC4_immune; CD4+T_naive; CD8+T_cytox; FB1; Fibroblast; FB4_activated; FB3; FB5; T; macrophage; Macrophage; LYVE1+IGF1+MP; LYVE1+TIMD4+MP; LYVE1+MP_cycling; T/NK_cycling; DC; Arterial Endothelial; EC5_art; Lymphatic Endothelial; EC8_ln; gdT; SAN_P_cell; MAIT-like; CD4+T_Th17; CD16+Mo; NC1_glial; NC2_glial_NGF+; cardiac endothelial cell; hepatocyte; Neuronal; cardiac muscle cell; ILC; Monocyte/cDC; CD4+T_Th2; NK_CD56hi; vCM1; Ventricular Cardiomycoyte; vCM3_stressed; vCM2; CD14+Mo; fibroblast of cardiac tissue; NK_CD16hi; CD4+T_reg; CD4+T_act; aCM1; Atrial Cardiomyocyte; aCM5; aCM2; CD8+T_te; SMC1_basic; PC1_vent; Pericyte; CD4+T_Tfh; Venous Endothelial; EC1_cap; Capillary Endothelial; EC2_cap; EC3_cap; Mesothelial; CD4+T_Th1,445.85415037425985923361
VHFHeart,UBERON:0000948,left cardiac atrium,18115.96846829785,49,1,49,0,8,40,22,48,T; Macrophage; LYVE1+IGF1+MP; macrophage; LYVE1+TIMD4+MP; T/NK_cycling; DC; Lymphatic Endothelial; EC8_ln; Pericyte; PC1_vent; PC2_atria; CD4+T_Tfh; Venous Endothelial; NK; CD8+T_te; EC6_ven; Capillary Endothelial; EC1_cap; EC3_cap; EC2_cap; Arterial Endothelial; EC5_art; SMC2_art; SMC1_basic; B_plasma; Smooth Muscle; smooth muscle cell; CD8+T_trans; Fibroblast; FB2; FB3; FB1; Neut; B; Mast; Endothelial; EC4_immune; EC10_CMC-like; CD4+T_naive; CD8+T_cytox; CD8+T_em; Adipocyte; Adip1; Adip2; CD4+T_Th1; CD16+Mo; Purkinje_cell; Ventricular Cardiomycoyte; vCM1; vCM2; vCM4; fibroblast of cardiac tissue; Atrial Cardiomyocyte; aCM1; aCM3; aCM4; CD14+Mo; NC1_glial; CD4+T_act; NK_CD16hi; CD4+T_reg; Endocardial; EC7_endocardial; hepatocyte; cardiac endothelial cell; cardiac muscle cell; Neuronal; MAIT-like; ILC; Monocyte/cDC; NK_CD56hi; CD4+T_Th2; Mesothelial; Meso,218.99961494031574894109
VHFHeart,UBERON:0000948,right cardiac atrium,33225.9013445354,36,1,36,0,9,38,26,47,CD8+T_em; B; CD8+T_te; SMC1_basic; SMC2_art; EC6_ven; B_plasma; Smooth Muscle; smooth muscle cell; CD4+T_reg; CD8+T_trans; FB2; FB3; Fibroblast; FB4_activated; Mast; CD4+T_naive; CD8+T_cytox; Adipocyte; Adip2; Adip1; EC7_endocardial; Endocardial; cardiac endothelial cell; hepatocyte; cardiac muscle cell; Neuronal; ILC; Monocyte/cDC; aCM3; Atrial Cardiomyocyte; aCM2; aCM1; vCM1; Ventricular Cardiomycoyte; vCM4; vCM3_stressed; NC2_glial_NGF+; NC1_glial; CD4+T_act; NK_CD16hi; CD14+Mo; fibroblast of cardiac tissue; AVN_P_cell; EC1_cap; Capillary Endothelial; EC2_cap; EC8_ln; Lymphatic Endothelial; PC4_CMC-like; Pericyte; PC2_atria; CD4+T_Tfh; Venous Endothelial; T/NK_cycling; DC; T; LYVE1+TIMD4+MP; Macrophage; LYVE1+IGF1+MP; macrophage; MoMP; EC4_immune; EC10_CMC-like; Endothelial; Mesothelial; Meso; CD4+T_Th1; CD16+Mo; MAIT-like; CD4+T_Th2; NK_CD56hi; EC5_art; Arterial Endothelial; NK,149.30810041407867494824
VHFLargeIntestine,UBERON:0000059,ascending colon,46838.66491802995,0,2,2,0,150,17,37,167,"Activated CD4 T; IgM plasma cell; FCRL4+ Memory B; M/X cells (MLN/GHRL+); gdT; cycling neuroblast; Th17; Immature B; ENCC/glia Progenitor; LYVE1+ Macrophage; Memory B; Transitional Stromal 3 (C3+); Branch A3 (IPAN/IN); CLP; Glia 3 (BCAN+); LEC2 (MADCAM1+); EC cells (TAC1+); TRGV4 gdT; Lymphatic; CD8+ T; NK; Enterocyte; MUC1+ Enterocyte; TA; CD66+ Enterocyte; Paneth; Smooth muscle; M1 Macrophage; Goblet; Neuroendocrine; CD57+ Enterocyte; DC; M2 Macrophage; B; Neutrophil; Endothelial; Cycling TA; Plasma; CD4+ T cell; Stroma; ICC; CD7+ Immune; CLC+ Mast cell; Branch A1 (iMN); Branch A4 (IN); CX3CR1+ CD8 Tmem; Megakaryocyte; LEC4 (STAB2+); Fetal venous EC; NK cell; Proximal progenitor; MAIT cell; L cells (PYY+); Branch A2 (IPAN/IN); Lymphoid DC; SELL+ CD8 T; IgG plasma cell; Pre-B; SMC (PLPP2+); Cycling B cell; D cells (SST+); LEC6 (ADAMTS4+); CD8 Tmem; Stem cells; Germ; Stromal 2 (CH25H+); Contractile pericyte (PLN+); MMP9+ Inflammatory macrophage; myofibroblast; RBC; Mesothelium (RGS5+); Pro-B; Tuft; Macrophages; NK T cell; BEST4+ epithelial; Fetal arterial EC; Tfh; Glia 2 (ELN+); Mesothelium (PRG4+); Branch B3 (IPAN); TRGV2 gdT; Adult Glia; Mature arterial EC; plasma cell; arterial capillary; Monocytes; FDC; DZ GC cell; EC cells (NPW+); SELL+ CD4 T; SMC (PART1/CAPN3+); Neuroblast; Progenitor (NEUROG3+); large intestine goblet cell; gut endothelial cell; intestinal enteroendocrine cell; Mature venous EC; I cells (CCK+); TRDV2/TRGV9 gdT; K cells (GIP+); Branch B2 (eMN); STAT1+ Naive B; T reticular; Mesothelium; ILC3; LEC5 (CLDN11+); Th1; Immature pericyte; myofibroblast (RSPO2+); GC B cell; ILC2; Treg; Differentiating glia; venous capillary; LEC3 (ADGRG3+); Naive B; cycling EC; β cells (INS+); Cycling plasma cell; Mesoderm 1 (HAND1+); LEC1 (ACKR4+); Goblet cell; Activated T; Branch B1 (eMN); mLTo; Microfold cell; CLDN10+ cells; mLN Stroma (FMO2+); cDC1; BEST2+ Goblet cell; cDC2; ILCP; Stromal 3 (KCNN3+); LTi-like NCR- ILC3; LTi-like NCR+ ILC3; Stromal 4 (MMP1+); Pericyte; MPO+ mono-neutrophil; pDC; LZ GC cell; Activated CD8 T; Glia 1 (DHH+); Stromal 2 (NPY+); Stromal 3 (C7+); IgA plasma cell; Stromal 1 (CCL11+); Distal progenitor; Colonocyte; EECs; angiogenic pericyte; N cells (NTS+); cycling ENCC/glia; TRGV5/7 gdT; Mesoderm 2 (ZEB2+); Mast cell; Nerve; CD4-positive, alpha-beta T cell; CD8-positive, alpha-beta T cell; neutrophil; B cell; enterocyte of epithelium of large intestine; mast cell; monocyte; paneth cell of colon; transit amplifying cell of colon; intestinal tuft cell; fibroblast",151.36862064532716287441
VHFLargeIntestine,UBERON:0000059,caecum,31765.15370754535,0,2,2,0,150,17,36,167,"Glia 3 (BCAN+); Pericyte; Branch A3 (IPAN/IN); CLP; ILC2; Tfh; LEC4 (STAB2+); Distal progenitor; K cells (GIP+); LEC1 (ACKR4+); IgA plasma cell; LYVE1+ Macrophage; Branch B3 (IPAN); NK T cell; Branch B1 (eMN); Pre-B; MMP9+ Inflammatory macrophage; Cycling B cell; Mesoderm 1 (HAND1+); myofibroblast (RSPO2+); Mature venous EC; Stromal 1 (CCL11+); Branch A1 (iMN); Macrophages; CD8 Tmem; myofibroblast; Proximal progenitor; Stromal 2 (NPY+); Stromal 3 (C7+); Mature arterial EC; SMC (PART1/CAPN3+); Memory B; Activated CD8 T; Glia 2 (ELN+); L cells (PYY+); mLTo; BEST4+ epithelial; LEC3 (ADGRG3+); Stromal 3 (KCNN3+); Mesothelium (RGS5+); Immature pericyte; Lymphoid DC; SELL+ CD4 T; TRGV4 gdT; angiogenic pericyte; EC cells (TAC1+); SELL+ CD8 T; cycling ENCC/glia; DZ GC cell; Neuroblast; Enterocyte; Fetal arterial EC; FCRL4+ Memory B; LTi-like NCR- ILC3; LTi-like NCR+ ILC3; MPO+ mono-neutrophil; pDC; FDC; T reticular; ILC3; Treg; Paneth; Stromal 4 (MMP1+); MAIT cell; Monocytes; Fetal venous EC; mLN Stroma (FMO2+); TRDV2/TRGV9 gdT; Th1; Germ; cDC1; CLDN10+ cells; cDC2; Pro-B; GC B cell; Activated CD4 T; Naive B; Stromal 2 (CH25H+); I cells (CCK+); Glia 1 (DHH+); Differentiating glia; Megakaryocyte; D cells (SST+); Immature B; LEC5 (CLDN11+); M/X cells (MLN/GHRL+); LEC2 (MADCAM1+); β cells (INS+); venous capillary; IgM plasma cell; RBC; Th17; ENCC/glia Progenitor; EC cells (NPW+); CLC+ Mast cell; Stem cells; Goblet cell; Cycling plasma cell; STAT1+ Naive B; Colonocyte; SMC (PLPP2+); arterial capillary; Mast cell; Nerve; CD4-positive, alpha-beta T cell; CD8-positive, alpha-beta T cell; fibroblast; neutrophil; B cell; enterocyte of epithelium of large intestine; mast cell; monocyte; paneth cell of colon; transit amplifying cell of colon; intestinal tuft cell; Lymphatic; CD8+ T; TRGV2 gdT; Adult Glia; plasma cell; Stroma; ICC; CD7+ Immune; cycling neuroblast; gdT; N cells (NTS+); Microfold cell; BEST2+ Goblet cell; Transitional Stromal 3 (C3+); Mesoderm 2 (ZEB2+); CX3CR1+ CD8 Tmem; LZ GC cell; gut endothelial cell; large intestine goblet cell; intestinal enteroendocrine cell; NK; MUC1+ Enterocyte; TA; CD66+ Enterocyte; Smooth muscle; M1 Macrophage; Goblet; Neuroendocrine; CD57+ Enterocyte; DC; M2 Macrophage; B; Neutrophil; Endothelial; Cycling TA; Plasma; CD4+ T cell; Activated T; EECs; Branch A2 (IPAN/IN); IgG plasma cell; Tuft; NK cell; TRGV5/7 gdT; Mesothelium; Branch B2 (eMN); Contractile pericyte (PLN+); ILCP; Branch A4 (IN); LEC6 (ADAMTS4+); cycling EC; Progenitor (NEUROG3+); Mesothelium (PRG4+)",151.35951641672722468124
VHFLargeIntestine,UBERON:0000059,descending colon,140721.8643302251,3,3,3,0,149,17,37,166,"fibroblast; neutrophil; plasma cell; arterial capillary; Mast cell; Nerve; CD4-positive, alpha-beta T cell; CD8-positive, alpha-beta T cell; CLP; FDC; mLN Stroma (FMO2+); SELL+ CD8 T; Treg; CX3CR1+ CD8 Tmem; LEC5 (CLDN11+); cDC2; Stromal 4 (MMP1+); MMP9+ Inflammatory macrophage; EC cells (TAC1+); Activated CD8 T; Branch B3 (IPAN); Th17; Th1; B cell; enterocyte of epithelium of large intestine; mast cell; monocyte; paneth cell of colon; transit amplifying cell of colon; intestinal tuft cell; Lymphatic; CD8+ T; cycling ENCC/glia; T reticular; cycling neuroblast; Paneth; CLC+ Mast cell; LEC3 (ADGRG3+); Immature B; Branch B2 (eMN); Neuroblast; Branch A1 (iMN); Branch A3 (IPAN/IN); TRGV5/7 gdT; Naive B; Activated CD4 T; ENCC/glia Progenitor; Mesothelium; Monocytes; large intestine goblet cell; gut endothelial cell; intestinal enteroendocrine cell; CD57+ Enterocyte; DC; M2 Macrophage; B; Neutrophil; Endothelial; Cycling TA; Plasma; CD4+ T cell; Stroma; ICC; CD7+ Immune; Goblet cell; NK T cell; Colonocyte; LYVE1+ Macrophage; myofibroblast (RSPO2+); Microfold cell; Cycling plasma cell; MAIT cell; Transitional Stromal 3 (C3+); Proximal progenitor; LEC4 (STAB2+); Activated T; Adult Glia; I cells (CCK+); Stromal 3 (C7+); D cells (SST+); EECs; mLTo; Stem cells; RBC; Stromal 2 (NPY+); Cycling B cell; BEST4+ epithelial; Contractile pericyte (PLN+); Tfh; Fetal venous EC; cDC1; cycling EC; ILC2; Pro-B; Memory B; Branch A2 (IPAN/IN); Lymphoid DC; Branch A4 (IN); LEC6 (ADAMTS4+); Progenitor (NEUROG3+); myofibroblast; IgA plasma cell; Mature arterial EC; Mature venous EC; pDC; TA; TRGV4 gdT; K cells (GIP+); LTi-like NCR- ILC3; LTi-like NCR+ ILC3; angiogenic pericyte; SMC (PART1/CAPN3+); Megakaryocyte; TRDV2/TRGV9 gdT; ILCP; Tuft; Branch B1 (eMN); Stromal 3 (KCNN3+); DZ GC cell; FCRL4+ Memory B; NK cell; Glia 3 (BCAN+); L cells (PYY+); Stromal 1 (CCL11+); Pericyte; Enterocyte; TRGV2 gdT; STAT1+ Naive B; IgG plasma cell; Glia 2 (ELN+); Differentiating glia; Germ; Stromal 2 (CH25H+); Fetal arterial EC; Mesoderm 1 (HAND1+); Mesothelium (RGS5+); LEC1 (ACKR4+); CD8 Tmem; ILC3; N cells (NTS+); Pre-B; Distal progenitor; Macrophages; EC cells (NPW+); CLDN10+ cells; Glia 1 (DHH+); Immature pericyte; SMC (PLPP2+); LZ GC cell; BEST2+ Goblet cell; SELL+ CD4 T; MPO+ mono-neutrophil; M1 Macrophage; Goblet; Neuroendocrine; NK; MUC1+ Enterocyte; CD66+ Enterocyte; Smooth muscle; venous capillary; LEC2 (MADCAM1+); β cells (INS+); Mesothelium (PRG4+); Mesoderm 2 (ZEB2+); GC B cell; M/X cells (MLN/GHRL+); cycling stromal",193.86247350520037462414
VHFLargeIntestine,UBERON:0000059,sigmoid colon,30343.709589328162,3,3,3,0,146,17,37,163,"plasma cell; arterial capillary; Mast cell; Nerve; monocyte; paneth cell of colon; transit amplifying cell of colon; intestinal tuft cell; CD4-positive, alpha-beta T cell; CD8-positive, alpha-beta T cell; fibroblast; neutrophil; B cell; enterocyte of epithelium of large intestine; mast cell; Lymphatic; CD8+ T; Monocytes; EC cells (TAC1+); SELL+ CD8 T; Stromal 1 (CCL11+); Memory B; Stromal 4 (MMP1+); TRGV4 gdT; MPO+ mono-neutrophil; Stromal 3 (C7+); TRGV2 gdT; D cells (SST+); T reticular; Th1; Glia 1 (DHH+); cycling EC; TA; Activated CD4 T; BEST4+ epithelial; LEC3 (ADGRG3+); Stromal 2 (NPY+); Pericyte; Stem cells; MAIT cell; Enterocyte; Progenitor (NEUROG3+); CD8 Tmem; Treg; CLC+ Mast cell; FCRL4+ Memory B; cycling neuroblast; Fetal arterial EC; Mesothelium (PRG4+); ILC3; Branch B3 (IPAN); Immature pericyte; Neuroblast; ICC; Differentiating glia; ENCC/glia Progenitor; mLN Stroma (FMO2+); pDC; GC B cell; IgA plasma cell; ILCP; Mesoderm 1 (HAND1+); LEC2 (MADCAM1+); CX3CR1+ CD8 Tmem; N cells (NTS+); FDC; Activated CD8 T; SELL+ CD4 T; venous capillary; Pro-B; large intestine goblet cell; LEC5 (CLDN11+); Glia 3 (BCAN+); cDC1; Mesothelium; Lymphoid DC; CLDN10+ cells; LZ GC cell; Th17; EC cells (NPW+); Mature venous EC; TRGV5/7 gdT; MMP9+ Inflammatory macrophage; Macrophages; cycling ENCC/glia; ILC2; Proximal progenitor; Branch B2 (eMN); Transitional Stromal 3 (C3+); TRDV2/TRGV9 gdT; Mesothelium (RGS5+); LEC6 (ADAMTS4+); Goblet cell; Microfold cell; Stromal 3 (KCNN3+); Cycling B cell; Naive B; IgG plasma cell; Glia 2 (ELN+); Tuft; myofibroblast; SMC (PART1/CAPN3+); Activated T; Tfh; DZ GC cell; K cells (GIP+); NK T cell; Megakaryocyte; RBC; BEST2+ Goblet cell; LYVE1+ Macrophage; Fetal venous EC; LEC1 (ACKR4+); CLP; Paneth; Stromal 2 (CH25H+); I cells (CCK+); LTi-like NCR- ILC3; Colonocyte; Mature arterial EC; Branch A2 (IPAN/IN); Pre-B; Branch A1 (iMN); angiogenic pericyte; intestinal enteroendocrine cell; gut endothelial cell; NK; MUC1+ Enterocyte; CD66+ Enterocyte; Smooth muscle; M1 Macrophage; Goblet; Neuroendocrine; CD57+ Enterocyte; DC; M2 Macrophage; B; Neutrophil; Endothelial; Cycling TA; Plasma; CD4+ T cell; Stroma; CD7+ Immune; cDC2; Immature B; Germ; mLTo; Branch A3 (IPAN/IN); L cells (PYY+); NK cell; M/X cells (MLN/GHRL+); Branch A4 (IN); Adult Glia; Branch B1 (eMN); Contractile pericyte (PLN+); SMC (PLPP2+); Distal progenitor; STAT1+ Naive B; Cycling plasma cell; LEC4 (STAB2+); EECs; myofibroblast (RSPO2+)",136.14506136762127410871
