sex,donor,consortium_name
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/367d95c0-0eb0-4dae-8276-9407239421ee#H18.30.001_Donor,Allen Institute for Brain Science
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/367d95c0-0eb0-4dae-8276-9407239421ee#H200.1023_Donor,Allen Institute for Brain Science
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-S070,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0c3f148e-02ff-4c81-8946-29beaaf5fa59#P9_Epcam-CD235ab-CD45-,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/2f4c738f-e2f3-4553-9db2-0582a38ea4dc#F49b7_donor,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/2f4c738f-e2f3-4553-9db2-0582a38ea4dc#IMR90.4_donor,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/2f75d249-1bec-459b-bf2b-b86221097ced#Donor_05,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/3472f32d-4a33-48e2-aad5-666d4631bf4c#Donor3,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/348da6dc-5bf6-435d-adc5-37747b9ae38a#LGS1,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/367d95c0-0eb0-4dae-8276-9407239421ee#H18.30.001,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/436154da-bcf1-4130-9c8b-120ff9a888f2#1132,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/436154da-bcf1-4130-9c8b-120ff9a888f2#HC-546,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/44531dd9-1388-4416-a117-af0a99de2294#C41,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#337C,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#356C,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed#nCoV%206,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/51544e44-293b-4c2b-8c26-560678423380#HPAP022,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/60358420-6055-411d-ba4f-e8ac80682a2e#ABN,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/63d03351-06be-478e-a0db-f7a653b6b19b#sanes2022_Hu0220,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/6f6d381a-7701-4781-935c-db10d30de293#homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_05,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/74e10dc4-cbb2-4605-a189-8a1cd8e44d8c#H04,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/7651ac1a-f947-463a-9223-a9e408a41989#S1102,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/7681c7d7-0168-4892-a547-6f02a6430ace#390c,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/793fdaec-5067-428a-a9db-ecefe135c945#F29,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/83ed3be8-4cb9-43e6-9aaa-3fbbf5d1bd3a#D1,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#S00109,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/8f126edf-5405-4731-8374-b5ce11f53e82#S00112,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/939769a8-d8d2-4d01-abfc-55699893fd49#109829,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/93eebe82-d8c3-41bc-a906-63b5b5f24a9d#Aged2,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/9b02383a-9358-4f0f-9795-a891ec523bcc#control_3,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b1a879f6-5638-48d3-8f64-f6592c1b1561#F45,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/bf325905-5e8e-42e3-933d-9a9053e9af80#CONTROL9,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1#693_694,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/de13e3e2-23b6-40ed-a413-e9e12d7d3910#F22,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e2c257e7-6f79-487c-b81c-39451cd4ab3c#6_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C51ctr,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10#C52ctr,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#DP2,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0#AA220907,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0#HGR0000079,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/f7cecffa-00b4-4560-a29a-8ad626b8ee08#PD43948,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/00109df5-7810-4542-8db5-2288c46e0424#K562,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/00109df5-7810-4542-8db5-2288c46e0424#MCF7,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0a77d4c0-d5d0-40f0-aa1a-5e1429bcbd7e#R229,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0a77d4c0-d5d0-40f0-aa1a-5e1429bcbd7e#R239,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/10bf5c50-8d85-4c5f-94b4-22c1363d9f31#donor%201,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/10bf5c50-8d85-4c5f-94b4-22c1363d9f31#donor%202,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/13d1c580-4b17-4b2e-85c4-75b36917413f#F17,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/16c1e722-96ae-4bf6-b408-cd7f8918484f#CO28,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/1b014f39-f202-45ae-bb7d-9286bddd8d8b#13379,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/2902f08c-f83c-470e-a541-e463e25e5058#pat7,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/2902f08c-f83c-470e-a541-e463e25e5058#pat9,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/33d19f34-87f5-455b-8ca5-9023a2e5453d#N10,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/33d19f34-87f5-455b-8ca5-9023a2e5453d#N8,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/3a2af25b-2338-4266-aad3-aa8d07473f50#BCP3,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/4195ab4c-20bd-4cd3-8b3d-65601277e731#P01,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/4195ab4c-20bd-4cd3-8b3d-65601277e731#P02,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/48259aa8-f168-4bf5-b797-af8e88da6637#HBCA_Donor_50,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/48259aa8-f168-4bf5-b797-af8e88da6637#HBCA_Donor_54,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/62ef75e4-cbea-454e-a0ce-998ec40223d3#A29,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/661a402a-2a5a-4c71-9b05-b346c57bc451#F81,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/661a402a-2a5a-4c71-9b05-b346c57bc451#F86,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/6b701826-37bb-4356-9792-ff41fc4c3161#donor-GOLD,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/6ff3401b-d72c-4940-a00c-3f0792397082#101CV0ng,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/6ff3401b-d72c-4940-a00c-3f0792397082#16E0F2ng,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/73f82ac8-15cc-4fcd-87f8-5683723fce7f#S4,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/91c8e321-566f-4f9d-b89e-3a164be654d5#13019,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/99f1515b-46a2-4bc4-94c3-f62659dc1eb4#Human-BRCA1-B,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/99f1515b-46a2-4bc4-94c3-f62659dc1eb4#Human-BRCA1-C,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a9254216-6cd8-4186-b32c-349363777584#D3_mother,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b0f0b447-ac37-45b0-b1bf-5c0b7d871120#3322,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H5,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b953c942-f5d8-434f-9da7-e726ba7c1481#Subject6,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc#cov01,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc#cov02,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/c9706a92-0e5f-46c1-96d8-20e42467f287#D2,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/c9706a92-0e5f-46c1-96d8-20e42467f287#pooled%20%5BD9%2CD7%2CD8%2CD10%2CD6%5D,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/cae8bad0-39e9-4771-85a7-822b0e06de9f#manaab_H48,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ced320a1-29f3-47c1-a735-513c7084d508#SG_HEL_H09a,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/d36ca85c-3e8b-444c-ba3e-a645040c6185#D1_3041,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ddfad306-714d-4cc0-9985-d9072820c530#C-8829,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/ddfad306-714d-4cc0-9985-d9072820c530#C-8937,CxG
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/fc77d2ae-247d-44d7-aa24-3f4859254c2c#donor_1,CxG
Female,https://doi.org/10.1126/science.abl4290#GTEX-13N11,GTEx
Female,https://doi.org/10.1126/science.abl4290#GTEX-15EOM,GTEx
Female,https://doi.org/10.1126/science.abl4290#GTEX-1CAMS,GTEx
Female,https://doi.org/10.1126/science.abl4290#GTEX-1ICG6,GTEx
Female,https://doi.org/10.1126/science.abl4290#GTEX-1MCC2,GTEx
Female,https://doi.org/10.1126/science.abl4290#GTEX-1R9PN,GTEx
Female,https://gtexportal.org/home/tissue/Artery_Coronary#FDonors,GTEx
Female,https://gtexportal.org/home/tissue/Breast#FDonors,GTEx
Female,https://gtexportal.org/home/tissue/Colon_Sigmoid#FDonors,GTEx
Female,https://gtexportal.org/home/tissue/Heart_Atrial_Appendage#FDonors,GTEx
Female,https://gtexportal.org/home/tissue/Heart_Left_Ventricle#FDonors,GTEx
Female,https://gtexportal.org/home/tissue/Kidney_Cortex#FDonors,GTEx
Female,https://gtexportal.org/home/tissue/Liver#FDonors,GTEx
Female,https://gtexportal.org/home/tissue/Lung#FDonors,GTEx
Female,https://gtexportal.org/home/tissue/Ovary#FDonors,GTEx
Female,https://gtexportal.org/home/tissue/Pancreas#FDonors,GTEx
Female,https://gtexportal.org/home/tissue/Skin_Not_Sun_Exposed_Suprapubic#FDonors,GTEx
Female,https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#FDonors,GTEx
Female,https://gtexportal.org/home/tissue/Small_Intestine_Terminal_Ileum#FDonors,GTEx
Female,https://gtexportal.org/home/tissue/Spleen#FDonors,GTEx
Female,https://gtexportal.org/home/tissue/Uterus#FDonors,GTEx
Female,https://doi.org/10.1126/science.abl4290#GTEX-145ME,GTEx
Female,https://doi.org/10.1126/science.abl4290#GTEX-15SB6,GTEx
Female,https://doi.org/10.1126/science.abl4290#GTEX-16BQI,GTEx
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1_Donor,HCA
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11_Donor,HCA
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4_Donor,HCA
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5_Donor,HCA
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H5_Donor,HCA
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H6_Donor,HCA
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H7_Donor,HCA
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#343B_Donor,HCA
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#356C_Donor,HCA
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#390C_Donor,HCA
Female,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1221_Donor,HCA
Female,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1600_Donor,HCA
Female,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1708_Donor,HCA
Female,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1723_Donor,HCA
Female,http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc_Donor,HCA
Female,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_Donor,HCA
Female,http://purl.org/ccf/1.5/2156f837-2ab2-4305-8e7f-8084249e91cd_Donor,HCA
Female,http://purl.org/ccf/1.5/53b083ab-cb70-4096-b385-85590ddc370c_Donor,HCA
Female,http://purl.org/ccf/1.5/9abfed4e-2fde-4d80-a8aa-7439a106d895_Donor,HCA
Female,http://purl.org/ccf/1.5/9f2c1d5d-2ad4-4a7a-ad95-622c7328b554_Donor,HCA
Female,http://purl.org/ccf/1.5/omap-1#Donor1,HRA
Female,https://entity.api.hubmapconsortium.org/entities/2a88141ee11dfe080c01db3620a35a39,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/36736633f87c9c5b8a1f50371e7a7052,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/4086dd53a9e443f4ab57207ce77402d2,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/4587eeb6aa513811a85d0cc32d1866dd,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/56d58e095b39bace799a08131d331a99,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/5c4208e2f2715c56ee8dc82b5f1b90c0,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/63108adadd97a60ea7bdc84498384069,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/6433ea8557d7d519929be3215bcac59f,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/75a37c969806232516451da0d3688a2c,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/7b12f4f595083d2cba794e78e5c929f1,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/9a365990ee2f87e6ae69a8240b4b3d4c,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/9d0274af06926c405696a533c2fbaeb9,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/a276b9cd65d962676cdf691011ca8f78,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/a9c2ea2bd3106f142edf420dc02cdddd,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/b5b8b8272d214725072b616b5ca199d7,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/b8f375d33daa5228782abd838d851b8d,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/be425f8a2963dda1d3a7a0c79de5e466,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/d386672d8d067ee117a086710cfbde5a,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/d5d47e3cd48e28a932ea33d58f6feb00,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/dfd0352b60504b321899f738c860e3fc,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/e3d3717ad581030c03bed6641d76e088,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/e4e4ab805cb51f2c7f3f1f7010220598,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/e742ac485a0614e4114a26886ed0b444,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/f0aa7e5d01c0d40f0b284cbf85eb8d03,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/f8d963cab6bd10e2a4b8184ea8197fc1,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/ff043e8a4b6d7b21620ad9f0978238d0,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/ff831c86a141380f572fa9a2ba7cae52,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/03544b68f2015a8ffaeaf3d7bba8b455,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/06ce4ac9632a3f861913b51a9b1ad06d,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/07bf8cd878cb1cb3883c43c28acba466,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/171fc88db789ff330b0d7a420b642a23,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/1dcde05aea3509b2cf89a41ceb3d700f,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/29acab642ac8c208b8b08ccc2b5f78db,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/2bc97ff609a8775454bc2c9a276b70a2,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/2fbcffe20abbb7b7d8efe3437e9d2811,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/332a4331efa6b01784d6044f62bbc1a4,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/01d8b1a59c0326441167d8375c4437ec,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/05e756d2a9efc484e8a16238114b97ea,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/0739c6eb8d0d51bfd244e3d5afb00aab,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/142d18f0a749d3d02d8b1addbca15589,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/14aa5da0100e072b560ae411c9b8de06,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/1628b6f7eb615862322d6274a6bc9fa0,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/17ca4161891a617a8b49b942edf93272,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/3ad74c9d10ccf828672b2ba990f915a8,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/3c3c49c7d38960fc1f8275dcf4e412f9,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/41d52d2ee8b93b9c352acd69434a6f4b,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/44be1ce06db790c05bc5a1d763420919,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/46f5a22e8aa0ca64f295a66463e73341,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/493583cea487875f4964ae6dd3431762,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/4cdbccaf4ab1871e7c049dd50585eb65,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/4fd86bb6db7349c82d7bd50af5504a66,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/6a3500763db1f3c39e5d6051e80e65eb,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/6be77aaf694a4c2bc541346b9adfdb86,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/710ccddb75bf16cb46fbdd8e882c3a71,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/763601015186b44f6c6bf48ff1d3d217,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/866a78fd1ac8d4db740ebbb49a205b8d,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/89637b7467883c4689f55c645a095420,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/9425aac9f557431786cfffbd6af985a4,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/96a667104f92a38f5d4f97c38d94e738,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/a523307d64ecee4c3cae5e59cf68c7d1,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/a7335d585e467ca66f49d6c3a96b3480,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/a767eb82765b1a96a69e6fe28b6a387d,HuBMAP
Female,https://entity.api.hubmapconsortium.org/entities/a9175b3b41ef3cb88afa0cb1fff0f4e7,HuBMAP
