sex,dataset,organ,cell_count,in_atlas,has_cell_summary,has_extraction_site,has_publication,in_high_quality_portal,portal,study_paper,doi,lead_author
Female,http://purl.org/ccf/GTEX-13N11-5002-SM-H5JDV,Heart,,false,false,true,false,true,GTEx,,,
Male,http://purl.org/ccf/GTEX-15RIE-5015-SM-H8L6X,Heart,,false,false,true,false,true,GTEx,,,
Female,http://purl.org/ccf/GTEX-1ICG6-5003-SM-GHS9A,Heart,,false,false,true,false,true,GTEx,,,
Female,https://doi.org/10.1126/science.abl4290#GTEX-13N11-5002,Heart,,false,false,true,true,true,GTEx,Single-nucleus cross-tissue molecular reference maps toward understanding disease gene function,10.1126/science.abl4294,
Female,https://doi.org/10.1126/science.abl4290#GTEX-13N11-5002-SM-H5JDV,Heart,37,true,true,true,true,true,GTEx,Single-nucleus cross-tissue molecular reference maps toward understanding disease gene function,https://doi.org/10.1126/science.abl4290,G��kcen Eraslan
Male,https://doi.org/10.1126/science.abl4290#GTEX-15RIE-5015,Heart,,false,false,true,true,true,GTEx,Single-nucleus cross-tissue molecular reference maps toward understanding disease gene function,10.1126/science.abl4296,
Male,https://doi.org/10.1126/science.abl4290#GTEX-15RIE-5015-SM-H8L6X,Heart,19,true,true,true,true,true,GTEx,Single-nucleus cross-tissue molecular reference maps toward understanding disease gene function,https://doi.org/10.1126/science.abl4290,G��kcen Eraslan
Female,https://doi.org/10.1126/science.abl4290#GTEX-1ICG6-5003,Heart,,false,false,true,true,true,GTEx,Single-nucleus cross-tissue molecular reference maps toward understanding disease gene function,10.1126/science.abl4295,
Female,https://doi.org/10.1126/science.abl4290#GTEX-1ICG6-5003-SM-GHS9A,Heart,19,true,true,true,true,true,GTEx,Single-nucleus cross-tissue molecular reference maps toward understanding disease gene function,https://doi.org/10.1126/science.abl4290,G��kcen Eraslan
Female,https://gtexportal.org/home/tissue/Artery_Coronary#FDonors_TissueBlock1_TissueBlock1_Dataset1,Heart,,false,false,true,false,true,GTEx,,,
