sample,sample_type,label,description,link,extraction_site,x_dimension,y_dimension,z_dimension,creator,creator_first_name,creator_last_name,as_id,unique_cell_type_count
https://entity.api.hubmapconsortium.org/entities/1b03bee1f9dc106b25b6120b237ad99a,Tissue Block,"Registered 2/16/2022, Yiing Lin, TMC-CalTech","10 x 16 x 10 millimeter, 10 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/1b03bee1f9dc106b25b6120b237ad99a,http://purl.org/ccf/1.5/794bdabf-3a8f-4fe3-8bd4-8e0e7182ea4d,10,16,10,Andreas Bueckle,Andreas,Bueckle,,0
https://entity.api.hubmapconsortium.org/entities/2dbbe0a335c233801e860414d9b974a9,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 12 millimeter, 12 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/2dbbe0a335c233801e860414d9b974a9,http://purl.org/ccf/1.5/bc516774-fcd9-4022-bc5b-6afd4369dd24,10,10,12,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/37646b6f78075c99f09af04142ac39f4,Tissue Block,"Registered 2/17/2022, daniel cotter, TMC-Stanford","3 x 30 x 15 millimeter, 15 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/37646b6f78075c99f09af04142ac39f4,http://purl.org/ccf/1.5/69d8165e-dce4-4144-9985-8a8f8ae21b4c,3,30,15,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/3d742332ef8ca26f34f7ee5b9da3381c,Tissue Block,"Registered 2/16/2022, daniel Cotter, TMC-Stanford","20 x 50 x 5 millimeter, 1 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/3d742332ef8ca26f34f7ee5b9da3381c,http://purl.org/ccf/1.5/6cc00882-7403-4eca-8f50-03eebfc8c873,20,50,5,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/46a4eaa8de7078fa4037c08cbc83ec95,Tissue Block,"Registered 9/28/2022, Marda Jorgensen, TMC-Florida","13 x 20 x 13 millimeter, 13 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/46a4eaa8de7078fa4037c08cbc83ec95,http://purl.org/ccf/1.5/740eebf8-3de5-48d9-b63a-09eb75dd8f9b,13,20,13,Marda Jorgensen,Marda,Jorgensen,,0
https://entity.api.hubmapconsortium.org/entities/6563fb50b78d550893e1eb7a38a4ea04,Tissue Block,"Registered 10/19/2021, daniel cotter, TMC-Stanford","20 x 50 x 5 millimeter, 1 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/6563fb50b78d550893e1eb7a38a4ea04,http://purl.org/ccf/1.5/c7ed4142-ddad-4cf5-b83b-dd431927bad5,20,50,5,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/8332815c55f72e2aec5610dcb4eab9d7,Tissue Block,"Registered 2/16/2022, daniel Cotter, TMC-Stanford","3 x 30 x 15 millimeter, 15 millimeter, 0 Sections",https://portal.hubmapconsortium.org/browse/sample/8332815c55f72e2aec5610dcb4eab9d7,http://purl.org/ccf/1.5/84f689bc-1b04-4464-a5fa-0af5880203e9,3,30,15,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/84ee6955a5ddab4aee0f467609e96c2f,Tissue Block,"Registered 2/24/2022, daniel cotter, TMC-Stanford","3 x 30 x 15 millimeter, 15 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/84ee6955a5ddab4aee0f467609e96c2f,http://purl.org/ccf/1.5/a315cf4f-12d6-4e6c-9ee9-c6a06838716a,3,30,15,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/8be6856befaf18068b9e9fc7e3da1dea,Tissue Block,"Registered 2/18/2022, Yiing Lin, TMC-Stanford","3 x 30 x 15 millimeter, 7.5 millimeter, 2 Sections",https://portal.hubmapconsortium.org/browse/sample/8be6856befaf18068b9e9fc7e3da1dea,http://purl.org/ccf/1.5/c951bee1-57cf-4eeb-98da-cdbf46517199,3,30,15,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/8d2acd5b31c953a5507da41df918ec2e,Tissue Block,"Registered 10/19/2021, daniel cotter, TMC-Stanford","20 x 50 x 5 millimeter, 1 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/8d2acd5b31c953a5507da41df918ec2e,http://purl.org/ccf/1.5/fc556dba-cfb0-490d-913b-d76717762142,20,50,5,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/a85a325cfed5d998289565eba4f4028c,Tissue Block,"Registered 6/8/2022, Diane Salamon, TMC-UCSD","4 x 3 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/a85a325cfed5d998289565eba4f4028c,http://purl.org/ccf/1.5/a441638e-859b-4695-87fc-26c76e79da0e,4,3,2,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/af309417792d635f8ffbe55e6a1147e6,Tissue Block,"Registered 2/16/2022, Yiing Lin, TMC-Stanford","10 x 25 x 10 millimeter, 5 millimeter, 2 Sections",https://portal.hubmapconsortium.org/browse/sample/af309417792d635f8ffbe55e6a1147e6,http://purl.org/ccf/1.5/84c18d99-3bcd-4cba-a70c-2e70bc24d88f,10,25,10,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/b6f4ccbaeed5944f509474b04aa0210d,Tissue Block,"Registered 2/18/2022, Nico Pierson, TMC-CalTech","3 x 30 x 15 millimeter, 15 millimeter, 0 Sections",https://portal.hubmapconsortium.org/browse/sample/b6f4ccbaeed5944f509474b04aa0210d,http://purl.org/ccf/1.5/c5445f44-4f9d-47e4-9509-a96470f2ec26,3,30,15,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/b8304e1f4c94f2f8659a6f46719ac792,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 10 millimeter, 10 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/b8304e1f4c94f2f8659a6f46719ac792,http://purl.org/ccf/1.5/f2a0eb6b-7729-40ac-baad-a9f3f0b64e91,10,10,10,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/bf7db5748c79ce21ff2fbdea95643a0e,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 12 millimeter, 12 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/bf7db5748c79ce21ff2fbdea95643a0e,http://purl.org/ccf/1.5/6ac1278c-a82d-4f1d-aa17-5c52d9f31dc2,10,10,12,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/c1f0cc0152231ce6276475b3ea800aab,Tissue Block,"Registered 6/29/2023, Yiing Lin, TMC-CalTech","10 x 16 x 10 millimeter, 10 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/c1f0cc0152231ce6276475b3ea800aab,http://purl.org/ccf/1.5/cf097162-7c4b-4118-a19a-cc9805b8f467,10,16,10,Andreas Bueckle,Andreas,Bueckle,,0
https://entity.api.hubmapconsortium.org/entities/ca56e9953739a00c2e5b1979a7831d2d,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 12 millimeter, 12 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/ca56e9953739a00c2e5b1979a7831d2d,http://purl.org/ccf/1.5/82e800f8-4771-43df-999e-85dfb7be684c,10,10,12,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/cbd2aa0f95af49579a3802b0ce155c1e,Tissue Block,"Registered 2/16/2022, Yiing Lin, TMC-Stanford","10 x 25 x 10 millimeter, 5 millimeter, 2 Sections",https://portal.hubmapconsortium.org/browse/sample/cbd2aa0f95af49579a3802b0ce155c1e,http://purl.org/ccf/1.5/ced621c0-d58c-47e2-9179-6bc89d94964e,10,25,10,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/cc2fae3cc7d376805a2854a442d1320a,Tissue Block,"Registered 2/16/2022, Yiing Lin, TMC-Stanford","10 x 25 x 10 millimeter, 5 millimeter, 2 Sections",https://portal.hubmapconsortium.org/browse/sample/cc2fae3cc7d376805a2854a442d1320a,http://purl.org/ccf/1.5/ecc25c9b-4d98-4aad-8774-d5308e44125b,10,25,10,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/e1e1c07203b6c09477e8bbaef8dd48bb,Tissue Block,"Registered 2/16/2022, daniel Cotter, TMC-Stanford","3 x 30 x 15 millimeter, 15 millimeter, 0 Sections",https://portal.hubmapconsortium.org/browse/sample/e1e1c07203b6c09477e8bbaef8dd48bb,http://purl.org/ccf/1.5/f50553aa-d022-4115-aab5-58f588244820,3,30,15,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/e43867e45f2036c91a538b07f765ff7d,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","20 x 10 x 12 millimeter, 12 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/e43867e45f2036c91a538b07f765ff7d,http://purl.org/ccf/1.5/61d8f7d6-9097-4de0-9d46-4e41de2f2f4f,20,10,12,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/e78d2ae31c19988a948ccda59e7f4b06,Tissue Block,"Registered 2/16/2022, Yiing Lin, TMC-CalTech","10 x 25 x 10 millimeter, 10 millimeter, 0 Sections",https://portal.hubmapconsortium.org/browse/sample/e78d2ae31c19988a948ccda59e7f4b06,http://purl.org/ccf/1.5/5eff99f7-705e-4dee-aed7-e478b8dbf64a,10,25,10,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/e80cd8fab25ec8e9cb41e3872e2129c7,Tissue Block,"Registered 2/16/2022, daniel Cotter, TMC-Stanford","3 x 30 x 15 millimeter, 15 millimeter, 0 Sections",https://portal.hubmapconsortium.org/browse/sample/e80cd8fab25ec8e9cb41e3872e2129c7,http://purl.org/ccf/1.5/b077aef9-808e-48b1-8d2d-15aab54d0a86,3,30,15,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/ecca7757c924f2380669a15555d35a5d,Tissue Block,"Registered 2/16/2022, daniel cotter, TMC-Stanford","3 x 30 x 15 millimeter, 15 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/ecca7757c924f2380669a15555d35a5d,http://purl.org/ccf/1.5/947065d0-1c18-4065-b094-84dc09bd21bb,3,30,15,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/eeda1db47240d5ef91ad1023e65a6ec4,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 12 millimeter, 12 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/eeda1db47240d5ef91ad1023e65a6ec4,http://purl.org/ccf/1.5/977bfe5b-6761-4145-a554-1e89fd2bf209,10,10,12,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/f1ac23ea89f1364febce7b6435e2f49c,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 10 millimeter, 10 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/f1ac23ea89f1364febce7b6435e2f49c,http://purl.org/ccf/1.5/8d3c5c93-9ec3-42c6-8d21-47c694ac5f23,10,10,10,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/f61c2bb9fdb631b4e110e8aa214dc774,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 12 millimeter, 12 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/f61c2bb9fdb631b4e110e8aa214dc774,http://purl.org/ccf/1.5/9850edfd-89f1-4a67-8c09-307192086c31,10,10,12,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/fae3b22bf30dd4ed42b85a03224ca4a1,Tissue Block,"Registered 2/16/2022, Yiing Lin, TMC-CalTech","10 x 25 x 10 millimeter, 10 millimeter, 0 Sections",https://portal.hubmapconsortium.org/browse/sample/fae3b22bf30dd4ed42b85a03224ca4a1,http://purl.org/ccf/1.5/89ff4ab2-c958-4bdc-b1e4-fd45b485cb85,10,25,10,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/fba9c5e0758d0edd70b2661df94cbaa9,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 10 millimeter, 10 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/fba9c5e0758d0edd70b2661df94cbaa9,http://purl.org/ccf/1.5/6af30778-5444-4431-8617-2419778ad873,10,10,10,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/fe80275c62a586010d5093d980f80c34,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 12 millimeter, 12 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/fe80275c62a586010d5093d980f80c34,http://purl.org/ccf/1.5/c7265539-ebc3-4a1e-8930-c6347344e707,10,10,12,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/ff70986a4cf46640b165e38a536aed4f,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 12 millimeter, 12 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/ff70986a4cf46640b165e38a536aed4f,http://purl.org/ccf/1.5/69658d04-5cec-4b57-92d0-20f69927840c,10,10,12,Hunter Hakimian,Hunter,Hakimian,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D088_Donor_TissueBlock1,Tissue Block,"Registered 3/24/2023, Allen Wang, NHLBI/LungMap","5 x 5 x 3 millimeter, 3 millimeter",https://data-browser.lungmap.net/explore/projects/20037472-ea1d-4ddb-9cd3-56a11a6f0f76,http://purl.org/ccf/1.5/6acd66b8-2659-4626-bef9-a80f135489ad,5,5,3,Allen Wang,Allen,Wang,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D139_Donor_TissueBlock1,Tissue Block,"Registered 3/24/2023, Allen Wang, NHLBI/LungMap","5 x 5 x 3 millimeter, 3 millimeter",https://data-browser.lungmap.net/explore/projects/20037472-ea1d-4ddb-9cd3-56a11a6f0f76,http://purl.org/ccf/1.5/6acd66b8-2659-4626-bef9-a80f135489ad,5,5,3,Allen Wang,Allen,Wang,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D231_Donor_TissueBlock1,Tissue Block,"Registered 3/24/2023, Allen Wang, NHLBI/LungMap","5 x 5 x 3 millimeter, 3 millimeter",https://data-browser.lungmap.net/explore/projects/20037472-ea1d-4ddb-9cd3-56a11a6f0f76,http://purl.org/ccf/1.5/6acd66b8-2659-4626-bef9-a80f135489ad,5,5,3,Allen Wang,Allen,Wang,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$apex%20of%20heart_Block,Tissue Block,"Registered 10/15/2021, Michela Noseda, Broad Institute","15 x 24 x 24 millimeter, 24 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/9abfed4e-2fde-4d80-a8aa-7439a106d895,15,24,24,Michela Noseda,Michela,Noseda,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart_Block,Tissue Block,"Registered 10/15/2021, Michela Noseda, Broad Institute","15 x 24 x 24 millimeter, 24 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/9abfed4e-2fde-4d80-a8aa-7439a106d895,15,24,24,Michela Noseda,Michela,Noseda,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$apex%20of%20heart_Block,Tissue Block,"Registered 10/15/2021, Michela Noseda, Broad Institute","15 x 24 x 24 millimeter, 24 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/9abfed4e-2fde-4d80-a8aa-7439a106d895,15,24,24,Michela Noseda,Michela,Noseda,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D5$apex%20of%20heart_Block,Tissue Block,"Registered 10/15/2021, Michela Noseda, Broad Institute","15 x 24 x 24 millimeter, 24 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/9abfed4e-2fde-4d80-a8aa-7439a106d895,15,24,24,Michela Noseda,Michela,Noseda,,0
