sex,tool,organ,as_label,cell_label,cell_id,mean_cell_count,cell_count
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,B cell,http://purl.obolibrary.org/obo/CL_0000236,20.83333333333333333333,750
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Schwann cell,http://purl.obolibrary.org/obo/CL_0002573,49.66666666666666666667,1788
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,T cell,http://purl.obolibrary.org/obo/CL_0000084,75.16666666666666666667,2706
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,capillary endothelial cell,http://purl.obolibrary.org/obo/CL_0002144,1361.66666666666666666667,49020
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,endocardial cell,http://purl.obolibrary.org/obo/CL_0002350,10.6,318
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,endothelial cell,http://purl.obolibrary.org/obo/CL_0000115,1.5,18
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,endothelial cell of artery,http://purl.obolibrary.org/obo/CL_1000413,85.16666666666666666667,3066
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,endothelial cell of lymphatic vessel,http://purl.obolibrary.org/obo/CL_0002138,9.2,276
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,endothelial cell of venule,http://purl.obolibrary.org/obo/CL_1000414,63.5,2286
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,fat cell,http://purl.obolibrary.org/obo/CL_0000136,20.5,738
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,kidney interstitial fibroblast,http://purl.obolibrary.org/obo/CL_0000057,999.66666666666666666667,35988
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,macrophage,http://purl.obolibrary.org/obo/CL_0000235,116.16666666666666666667,4182
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,mast cell,http://purl.obolibrary.org/obo/CL_0000097,33,1188
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,mesothelial cell,http://purl.obolibrary.org/obo/CL_0000077,23,138
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,myeloid cell,http://purl.obolibrary.org/obo/CL_0000763,291,10476
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,164.8,4944
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,pericyte,http://purl.obolibrary.org/obo/CL_0000669,987.5,35550
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,regular atrial cardiac myocyte,http://purl.obolibrary.org/obo/CL_0002129,3.66666666666666666667,66
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,regular ventricular cardiac myocyte,http://purl.obolibrary.org/obo/CL_0002131,2355,84780
Female,azimuth,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,smooth muscle cell,http://purl.obolibrary.org/obo/CL_0000192,173.66666666666666666667,6252
Female,azimuth,VHFHeart,heart left ventricle,B cell,http://purl.obolibrary.org/obo/CL_0000236,136.98076923076923076923,14246
Female,azimuth,VHFHeart,heart left ventricle,Schwann cell,http://purl.obolibrary.org/obo/CL_0002573,51.98581560283687943262,7330
Female,azimuth,VHFHeart,heart left ventricle,T cell,http://purl.obolibrary.org/obo/CL_0000084,75.46808510638297872340,10641
Female,azimuth,VHFHeart,heart left ventricle,capillary endothelial cell,http://purl.obolibrary.org/obo/CL_0002144,1128.09219858156028368794,159061
Female,azimuth,VHFHeart,heart left ventricle,endocardial cell,http://purl.obolibrary.org/obo/CL_0002350,41.36046511627906976744,3557
Female,azimuth,VHFHeart,heart left ventricle,endothelial cell,http://purl.obolibrary.org/obo/CL_0000115,2,62
Female,azimuth,VHFHeart,heart left ventricle,endothelial cell of artery,http://purl.obolibrary.org/obo/CL_1000413,89.20567375886524822695,12578
Female,azimuth,VHFHeart,heart left ventricle,endothelial cell of lymphatic vessel,http://purl.obolibrary.org/obo/CL_0002138,14.76033057851239669421,1786
Female,azimuth,VHFHeart,heart left ventricle,endothelial cell of venule,http://purl.obolibrary.org/obo/CL_1000414,103.37588652482269503546,14576
Female,azimuth,VHFHeart,heart left ventricle,fat cell,http://purl.obolibrary.org/obo/CL_0000136,47.14925373134328358209,6318
Female,azimuth,VHFHeart,heart left ventricle,innate lymphoid cell,http://purl.obolibrary.org/obo/CL_0001065,1.4,14
