organ,organ_id,as_label,as_volume,rui_location_one_as_count,rui_location_count,rui_locations_with_ct,rui_locations_no_ct,ct_not_in_hra,ct_in_hra,ct_from_hra_only,experimental_ct_count,ct_labels_from_experimental_data,predicted_cells_per_ct
VHFHeart,UBERON:0000948,Posteromedial head of posterior papillary muscle of left ventricle,4401.498768462402,0,1,36,0,8,42,0,50,Fibroblast; FB5; FB1; Lymphatic Endothelial; FB4_activated; FB3; Mast; B; EC8_ln; Arterial Endothelial; EC5_art; macrophage; Macrophage; LYVE1+TIMD4+MP; LYVE1+IGF1+MP; LYVE1+MP_cycling; smooth muscle cell; Smooth Muscle; Venous Endothelial; Monocyte/cDC; Neuronal; DC; EC4_immune; Endothelial; B_plasma; SMC1_basic; EC6_ven; CD4+T_Tfh; CD16+Mo; gdT; NK; CD4+T_Th1; NK_CD56hi; MAIT-like; ILC; Neut; T/NK_cycling; Mesothelial; CD4+T_Th17; SAN_P_cell; vCM2; NC1_glial; aCM5; CD4+T_act; vCM1; NK_CD16hi; fibroblast of cardiac tissue; Ventricular Cardiomycoyte; CD4+T_reg; CD14+Mo; Atrial Cardiomyocyte; vCM3_stressed; NC2_glial_NGF+; aCM1; aCM2; cardiac muscle cell; CD8+T_te; hepatocyte; CD4+T_naive; CD8+T_trans; CD4+T_Th2; cardiac endothelial cell; CD8+T_cytox; CD8+T_em; PC1_vent; Pericyte; T; Adip1; Adipocyte; Adip2; Endocardial; EC7_endocardial; Capillary Endothelial; EC2_cap; EC3_cap; EC1_cap,391.875
VHFHeart,UBERON:0000948,heart left ventricle,229312.7801882646,102,8,139,0,10,43,23,53,Smooth Muscle; smooth muscle cell; Monocyte/cDC; CD8+T_trans; cardiac muscle cell; CD8+T_te; hepatocyte; CD4+T_naive; CD8+T_cytox; CD8+T_em; B; AVN_bundle_cell; DC; EC4_immune; EC9_FB-like; EC10_CMC-like; Endothelial; B_plasma; Venous Endothelial; Neuronal; Mast; Pericyte; PC1_vent; PC3_str; PC2_atria; PC4_CMC-like; T; CD4+T_Th2; cardiac endothelial cell; Lymphatic Endothelial; EC8_ln; FB1; Fibroblast; FB3; FB4_activated; FB5; FB2; Adip1; Adipocyte; Adip2; Adip3; Endocardial; EC7_endocardial; LYVE1+TIMD4+MP; macrophage; Macrophage; LYVE1+IGF1+MP; LYVE1+MP_cycling; EC5_art; Arterial Endothelial; Capillary Endothelial; EC2_cap; EC3_cap; EC1_cap; EC6_ven; CD4+T_Tfh; CD16+Mo; gdT; NK; CD4+T_Th1; SMC1_basic; NK_CD56hi; MAIT-like; ILC; Neut; T/NK_cycling; Mesothelial; Meso; CD4+T_Th17; SAN_P_cell; vCM2; vCM1; Ventricular Cardiomycoyte; vCM4; vCM3_stressed; NC1_glial; NC2_glial_NGF+; aCM5; Atrial Cardiomyocyte; aCM3; aCM2; aCM4; aCM1; CD4+T_act; NK_CD16hi; CD14+Mo; fibroblast of cardiac tissue; CD4+T_reg; Purkinje_cell; AVN_P_cell,478.12876785096605228048
VHFHeart,UBERON:0000948,heart right ventricle,78714.75572486871,49,3,86,0,9,42,22,51,CD8+T_trans; CD4+T_Th2; cardiac endothelial cell; cardiac muscle cell; CD8+T_te; hepatocyte; CD4+T_naive; B; Lymphatic Endothelial; EC8_ln; FB1; Fibroblast; FB3; FB4_activated; FB5; CD8+T_cytox; PC1_vent; Pericyte; PC2_atria; PC3_str; T; Adipocyte; Adip1; Adip2; Endocardial; EC7_endocardial; Mast; CD8+T_em; macrophage; Macrophage; LYVE1+IGF1+MP; LYVE1+TIMD4+MP; MoMP; LYVE1+MP_cycling; Arterial Endothelial; EC5_art; smooth muscle cell; Smooth Muscle; Venous Endothelial; Monocyte/cDC; Neuronal; NC1_glial; NC2_glial_NGF+; vCM2; vCM1; Ventricular Cardiomycoyte; vCM4; vCM3_stressed; aCM5; aCM1; Atrial Cardiomyocyte; aCM2; CD14+Mo; NK_CD16hi; CD4+T_act; fibroblast of cardiac tissue; CD4+T_reg; CD4+T_Th17; SAN_P_cell; Capillary Endothelial; EC3_cap; EC2_cap; EC1_cap; B_plasma; EC10_CMC-like; EC4_immune; Endothelial; DC; EC6_ven; CD4+T_Tfh; SMC1_basic; AVN_P_cell; NK; CD4+T_Th1; NK_CD56hi; MAIT-like; ILC; Neut; T/NK_cycling; Mesothelial; Meso; CD16+Mo; gdT,393.09761925355706439476
VHFHeart,UBERON:0000948,interventricular septum,65894.53465930313,0,2,37,0,8,42,19,50,B; Lymphatic Endothelial; EC8_ln; FB1; Fibroblast; FB3; FB4_activated; FB5; Mast; CD8+T_cytox; CD8+T_em; hepatocyte; CD4+T_naive; CD4+T_Th2; cardiac endothelial cell; cardiac muscle cell; CD8+T_te; T; Adipocyte; Adip1; Adip2; CD8+T_trans; Neuronal; DC; Neut; T/NK_cycling; Mesothelial; CD4+T_Th17; SAN_P_cell; vCM2; vCM1; Ventricular Cardiomycoyte; vCM3_stressed; NC1_glial; NC2_glial_NGF+; aCM5; Atrial Cardiomyocyte; aCM1; aCM2; CD4+T_act; NK_CD16hi; fibroblast of cardiac tissue; CD4+T_reg; CD14+Mo; EC4_immune; Endothelial; B_plasma; SMC1_basic; EC6_ven; CD4+T_Tfh; CD16+Mo; gdT; NK; CD4+T_Th1; NK_CD56hi; MAIT-like; ILC; Venous Endothelial; Monocyte/cDC; PC1_vent; Pericyte; Endocardial; EC7_endocardial; Capillary Endothelial; EC1_cap; EC2_cap; EC3_cap; Arterial Endothelial; EC5_art; macrophage; Macrophage; LYVE1+TIMD4+MP; LYVE1+IGF1+MP; LYVE1+MP_cycling; smooth muscle cell; Smooth Muscle,445.87065690984247570104
VHFHeart,UBERON:0000948,left cardiac atrium,18115.96846829785,49,1,49,0,8,40,22,48,CD8+T_trans; CD4+T_Th2; cardiac endothelial cell; cardiac muscle cell; CD8+T_te; hepatocyte; CD4+T_naive; EC6_ven; CD4+T_Tfh; CD16+Mo; NK; CD4+T_Th1; NK_CD56hi; Neuronal; DC; EC10_CMC-like; Endothelial; EC4_immune; B_plasma; SMC1_basic; SMC2_art; CD8+T_cytox; CD8+T_em; B; Lymphatic Endothelial; EC8_ln; Pericyte; PC1_vent; PC2_atria; T; Adipocyte; Adip1; Adip2; Endocardial; EC7_endocardial; EC1_cap; Capillary Endothelial; EC2_cap; EC3_cap; EC5_art; Arterial Endothelial; Macrophage; LYVE1+IGF1+MP; macrophage; LYVE1+TIMD4+MP; Smooth Muscle; smooth muscle cell; Venous Endothelial; Monocyte/cDC; Fibroblast; FB2; FB3; FB1; Mast; MAIT-like; Purkinje_cell; ILC; Neut; T/NK_cycling; Mesothelial; Meso; NC1_glial; CD4+T_act; CD14+Mo; NK_CD16hi; fibroblast of cardiac tissue; vCM4; Ventricular Cardiomycoyte; vCM1; vCM2; Atrial Cardiomyocyte; aCM1; aCM3; aCM4; CD4+T_reg,219.01232190989603388525
VHFHeart,UBERON:0000948,right cardiac atrium,33225.9013445354,36,1,36,0,9,38,26,47,Monocyte/cDC; Neuronal; DC; EC10_CMC-like; Endothelial; EC4_immune; B_plasma; SMC1_basic; SMC2_art; EC6_ven; CD4+T_Tfh; CD16+Mo; Venous Endothelial; Arterial Endothelial; EC5_art; Endocardial; EC7_endocardial; Macrophage; LYVE1+TIMD4+MP; macrophage; MoMP; LYVE1+IGF1+MP; Smooth Muscle; smooth muscle cell; Capillary Endothelial; EC1_cap; EC2_cap; T/NK_cycling; Mesothelial; Meso; NK_CD16hi; CD4+T_act; CD4+T_reg; fibroblast of cardiac tissue; Ventricular Cardiomycoyte; vCM1; vCM4; vCM3_stressed; NC1_glial; NC2_glial_NGF+; AVN_P_cell; CD14+Mo; Atrial Cardiomyocyte; aCM3; aCM1; aCM2; NK; CD4+T_Th1; CD8+T_trans; CD4+T_Th2; cardiac endothelial cell; Mast; Fibroblast; FB2; FB4_activated; FB3; cardiac muscle cell; CD8+T_te; hepatocyte; CD4+T_naive; CD8+T_cytox; CD8+T_em; B; Lymphatic Endothelial; EC8_ln; NK_CD56hi; MAIT-like; ILC; Pericyte; PC2_atria; PC4_CMC-like; T; Adipocyte; Adip1; Adip2,148.81867423265411400567
VHFLargeIntestine,UBERON:0000059,ascending colon,46838.66491802995,0,2,2,0,150,18,37,168,"Macrophages; Stromal 2 (NPY+); NK cell; Th1; DZ GC cell; Paneth; Glia 3 (BCAN+); NK T cell; cycling EC; Branch B2 (eMN); Memory B; STAT1+ Naive B; Contractile pericyte (PLN+); SMC (PART1/CAPN3+); MAIT cell; TRGV4 gdT; Distal progenitor; Mature venous EC; Mature arterial EC; Naive B; SELL+ CD8 T; GC B cell; Treg; ENCC/glia Progenitor; LEC1 (ACKR4+); Cycling B cell; LTi-like NCR- ILC3; LTi-like NCR+ ILC3; Pericyte; Proximal progenitor; Immature pericyte; T reticular; cDC1; CX3CR1+ CD8 Tmem; cycling ENCC/glia; I cells (CCK+); Megakaryocyte; large intestine goblet cell; CD8-positive, alpha-beta T cell; B cell; fibroblast; mast cell; plasma cell; intestinal crypt stem cell of large intestine; neutrophil; monocyte; arterial capillary; Mast cell; CD4-positive, alpha-beta T cell; enterocyte of epithelium of large intestine; paneth cell of colon; transit amplifying cell of colon; intestinal tuft cell; Lymphatic; Nerve; CD8+ T; TA; BEST2+ Goblet cell; Stromal 1 (CCL11+); Colonocyte; cycling neuroblast; BEST4+ epithelial; Goblet cell; L cells (PYY+); Cycling plasma cell; Activated T; Glia 2 (ELN+); Stem cells; Enterocyte; TRGV2 gdT; Branch B1 (eMN); Tfh; Tuft; LYVE1+ Macrophage; Stromal 3 (KCNN3+); Transitional Stromal 3 (C3+); LEC5 (CLDN11+); Stromal 3 (C7+); Lymphoid DC; myofibroblast (RSPO2+); Microfold cell; SMC (PLPP2+); LEC4 (STAB2+); angiogenic pericyte; Mesothelium (RGS5+); Stromal 2 (CH25H+); venous capillary; Mesoderm 1 (HAND1+); LEC6 (ADAMTS4+); Fetal venous EC; Adult Glia; Branch A4 (IN); FDC; Monocytes; myofibroblast; EECs; IgG plasma cell; Branch A2 (IPAN/IN); IgM plasma cell; Th17; TRGV5/7 gdT; Mesothelium; intestinal enteroendocrine cell; Mesothelium (PRG4+); Glia 1 (DHH+); Stromal 4 (MMP1+); Differentiating glia; Immature B; M/X cells (MLN/GHRL+); IgA plasma cell; Branch A1 (iMN); SELL+ CD4 T; Neuroblast; Fetal arterial EC; ILC3; cDC2; Activated CD4 T; Mesoderm 2 (ZEB2+); LZ GC cell; N cells (NTS+); gut endothelial cell; NK; MUC1+ Enterocyte; CD66+ Enterocyte; Smooth muscle; M1 Macrophage; Goblet; Neuroendocrine; CD57+ Enterocyte; DC; M2 Macrophage; B; Neutrophil; Endothelial; Cycling TA; Plasma; CD4+ T cell; Stroma; ICC; CD7+ Immune; pDC; Germ; K cells (GIP+); Pro-B; RBC; Pre-B; Branch B3 (IPAN); FCRL4+ Memory B; CD8 Tmem; TRDV2/TRGV9 gdT; Branch A3 (IPAN/IN); D cells (SST+); LEC3 (ADGRG3+); CLC+ Mast cell; MMP9+ Inflammatory macrophage; Progenitor (NEUROG3+); CLP; mLTo; mLN Stroma (FMO2+); LEC2 (MADCAM1+); ILC2; CLDN10+ cells; MPO+ mono-neutrophil; EC cells (TAC1+); EC cells (NPW+); ILCP; Activated CD8 T; β cells (INS+); gdT",150.60204734484964811260
VHFLargeIntestine,UBERON:0000059,caecum,31765.15370754535,0,2,2,0,150,18,36,168,"fibroblast; mast cell; plasma cell; intestinal crypt stem cell of large intestine; neutrophil; monocyte; arterial capillary; Mast cell; CD4-positive, alpha-beta T cell; enterocyte of epithelium of large intestine; paneth cell of colon; transit amplifying cell of colon; intestinal tuft cell; Lymphatic; Nerve; CD8+ T; β cells (INS+); IgM plasma cell; CD8-positive, alpha-beta T cell; B cell; CD4+ T cell; Stroma; ICC; CD7+ Immune; Mesoderm 1 (HAND1+); Cycling plasma cell; SELL+ CD8 T; Transitional Stromal 3 (C3+); Stromal 3 (KCNN3+); SMC (PLPP2+); mLN Stroma (FMO2+); Tfh; LEC4 (STAB2+); cDC2; Branch B2 (eMN); Mature arterial EC; Progenitor (NEUROG3+); MMP9+ Inflammatory macrophage; Branch A3 (IPAN/IN); I cells (CCK+); Lymphoid DC; T reticular; Th17; Branch B3 (IPAN); Tuft; Glia 3 (BCAN+); Stem cells; ENCC/glia Progenitor; TA; Cycling B cell; BEST4+ epithelial; Pericyte; Branch A4 (IN); Branch A2 (IPAN/IN); CD8 Tmem; Mesothelium (RGS5+); Neuroblast; TRGV4 gdT; Fetal arterial EC; Monocytes; myofibroblast; Naive B; Activated T; Pre-B; Stromal 2 (CH25H+); Enterocyte; CLP; N cells (NTS+); CLDN10+ cells; cycling ENCC/glia; Glia 1 (DHH+); venous capillary; LTi-like NCR- ILC3; LTi-like NCR+ ILC3; Fetal venous EC; NK T cell; Mesothelium (PRG4+); MAIT cell; Germ; Activated CD8 T; ILC2; Memory B; BEST2+ Goblet cell; Megakaryocyte; LEC3 (ADGRG3+); ILC3; Immature pericyte; TRGV2 gdT; IgG plasma cell; CX3CR1+ CD8 Tmem; cycling neuroblast; Th1; TRDV2/TRGV9 gdT; ILCP; FDC; M/X cells (MLN/GHRL+); TRGV5/7 gdT; Distal progenitor; EC cells (TAC1+); gdT; pDC; gut endothelial cell; large intestine goblet cell; intestinal enteroendocrine cell; Stromal 1 (CCL11+); EC cells (NPW+); LEC6 (ADAMTS4+); LYVE1+ Macrophage; D cells (SST+); cycling EC; Pro-B; CLC+ Mast cell; Branch B1 (eMN); angiogenic pericyte; MPO+ mono-neutrophil; Stromal 4 (MMP1+); LEC5 (CLDN11+); IgA plasma cell; Macrophages; LEC1 (ACKR4+); Adult Glia; DZ GC cell; FCRL4+ Memory B; Mesothelium; Immature B; LEC2 (MADCAM1+); K cells (GIP+); RBC; Contractile pericyte (PLN+); SELL+ CD4 T; Proximal progenitor; Treg; mLTo; NK cell; Glia 2 (ELN+); cDC1; L cells (PYY+); Goblet cell; Stromal 3 (C7+); Colonocyte; myofibroblast (RSPO2+); Mature venous EC; Branch A1 (iMN); EECs; SMC (PART1/CAPN3+); Microfold cell; Neutrophil; Endothelial; Cycling TA; Plasma; GC B cell; Activated CD4 T; Differentiating glia; STAT1+ Naive B; Mesoderm 2 (ZEB2+); Paneth; LZ GC cell; Stromal 2 (NPY+); NK; MUC1+ Enterocyte; CD66+ Enterocyte; Smooth muscle; M1 Macrophage; Goblet; Neuroendocrine; CD57+ Enterocyte; DC; M2 Macrophage; B",150.59156967186164266456
VHFLargeIntestine,UBERON:0000059,descending colon,140721.8643302251,3,3,3,0,149,17,37,166,"M/X cells (MLN/GHRL+); cycling stromal; Activated CD4 T; enterocyte of epithelium of large intestine; paneth cell of colon; transit amplifying cell of colon; intestinal tuft cell; Lymphatic; Nerve; CD8+ T; Activated T; EECs; TRGV2 gdT; Branch B1 (eMN); Branch A4 (IN); Branch A2 (IPAN/IN); BEST2+ Goblet cell; Th1; cycling EC; Stromal 2 (CH25H+); Stromal 2 (NPY+); LEC1 (ACKR4+); Tfh; Stromal 1 (CCL11+); Tuft; myofibroblast; Transitional Stromal 3 (C3+); Mature arterial EC; NK cell; LEC5 (CLDN11+); Mesothelium (RGS5+); cDC2; Pericyte; Enterocyte; LEC4 (STAB2+); SMC (PLPP2+); cycling ENCC/glia; myofibroblast (RSPO2+); LEC6 (ADAMTS4+); Memory B; CLP; Branch B2 (eMN); Naive B; CD8-positive, alpha-beta T cell; B cell; fibroblast; mast cell; plasma cell; neutrophil; monocyte; arterial capillary; Mast cell; CD4-positive, alpha-beta T cell; Glia 1 (DHH+); Branch B3 (IPAN); Microfold cell; LEC3 (ADGRG3+); Stem cells; IgA plasma cell; SELL+ CD8 T; Cycling B cell; Macrophages; Colonocyte; Cycling plasma cell; NK T cell; L cells (PYY+); Proximal progenitor; Glia 2 (ELN+); Stromal 3 (C7+); Mature venous EC; Stromal 3 (KCNN3+); LYVE1+ Macrophage; STAT1+ Naive B; angiogenic pericyte; Adult Glia; SMC (PART1/CAPN3+); Glia 3 (BCAN+); Pre-B; Differentiating glia; D cells (SST+); I cells (CCK+); Fetal venous EC; cDC1; MAIT cell; ILC3; Paneth; BEST4+ epithelial; IgG plasma cell; ENCC/glia Progenitor; Treg; Lymphoid DC; mLTo; RBC; Monocytes; CLC+ Mast cell; Branch A1 (iMN); Pro-B; LTi-like NCR+ ILC3; LTi-like NCR- ILC3; TRGV4 gdT; mLN Stroma (FMO2+); CD8 Tmem; Branch A3 (IPAN/IN); Stromal 4 (MMP1+); venous capillary; large intestine goblet cell; gut endothelial cell; intestinal enteroendocrine cell; NK; MUC1+ Enterocyte; TA; CD66+ Enterocyte; Smooth muscle; M1 Macrophage; Goblet; Neuroendocrine; CD57+ Enterocyte; DC; M2 Macrophage; B; Neutrophil; Endothelial; Cycling TA; Plasma; CD4+ T cell; Stroma; ICC; CD7+ Immune; Progenitor (NEUROG3+); Megakaryocyte; N cells (NTS+); MMP9+ Inflammatory macrophage; Distal progenitor; GC B cell; cycling neuroblast; ILCP; Activated CD8 T; ILC2; TRDV2/TRGV9 gdT; Mesothelium; Fetal arterial EC; Immature pericyte; LEC2 (MADCAM1+); Th17; Neuroblast; DZ GC cell; T reticular; EC cells (NPW+); CLDN10+ cells; Germ; K cells (GIP+); Mesoderm 2 (ZEB2+); LZ GC cell; Mesothelium (PRG4+); TRGV5/7 gdT; Immature B; β cells (INS+); MPO+ mono-neutrophil; FCRL4+ Memory B; Contractile pericyte (PLN+); SELL+ CD4 T; Goblet cell; Mesoderm 1 (HAND1+); FDC; CX3CR1+ CD8 Tmem; EC cells (TAC1+); pDC",193.12912573673870333988
VHFLargeIntestine,UBERON:0000059,sigmoid colon,30343.709589328162,3,3,3,0,146,18,37,164,"IgA plasma cell; mLN Stroma (FMO2+); Mesothelium (RGS5+); BEST4+ epithelial; cDC2; Progenitor (NEUROG3+); MAIT cell; Colonocyte; Microfold cell; TA; BEST2+ Goblet cell; Cycling plasma cell; Goblet cell; Activated T; LEC1 (ACKR4+); Pro-B; pDC; Immature B; intestinal enteroendocrine cell; NK; MUC1+ Enterocyte; CD66+ Enterocyte; Smooth muscle; M1 Macrophage; Goblet; Neuroendocrine; CD57+ Enterocyte; Distal progenitor; LEC2 (MADCAM1+); Activated CD8 T; ICC; CD7+ Immune; FCRL4+ Memory B; DC; M2 Macrophage; B; Neutrophil; Endothelial; Cycling TA; Plasma; CD4+ T cell; Stroma; Branch B2 (eMN); ILC3; Mesothelium (PRG4+); Activated CD4 T; N cells (NTS+); CD8-positive, alpha-beta T cell; B cell; fibroblast; ILCP; Differentiating glia; TRDV2/TRGV9 gdT; M/X cells (MLN/GHRL+); large intestine goblet cell; gut endothelial cell; Tfh; Mesoderm 1 (HAND1+); SELL+ CD8 T; Stromal 3 (C7+); Transitional Stromal 3 (C3+); L cells (PYY+); myofibroblast (RSPO2+); D cells (SST+); LEC6 (ADAMTS4+); Macrophages; Paneth; IgG plasma cell; Mesothelium; TRGV2 gdT; SMC (PART1/CAPN3+); Mature venous EC; Tuft; Stem cells; TRGV4 gdT; MMP9+ Inflammatory macrophage; Stromal 3 (KCNN3+); Enterocyte; GC B cell; STAT1+ Naive B; Branch A2 (IPAN/IN); CLP; Memory B; cDC1; mLTo; SMC (PLPP2+); EC cells (TAC1+); Branch B3 (IPAN); Glia 3 (BCAN+); Stromal 1 (CCL11+); Monocytes; Adult Glia; Th17; LTi-like NCR- ILC3; angiogenic pericyte; Fetal venous EC; Branch A1 (iMN); T reticular; Lymphoid DC; SELL+ CD4 T; cycling EC; MPO+ mono-neutrophil; NK cell; DZ GC cell; Glia 1 (DHH+); cycling ENCC/glia; Fetal arterial EC; CX3CR1+ CD8 Tmem; Pre-B; I cells (CCK+); Glia 2 (ELN+); CLC+ Mast cell; venous capillary; FDC; Immature pericyte; ENCC/glia Progenitor; ILC2; Stromal 2 (CH25H+); NK T cell; Pericyte; Cycling B cell; LEC3 (ADGRG3+); LZ GC cell; Germ; CLDN10+ cells; Mature arterial EC; Neuroblast; LEC5 (CLDN11+); Branch A3 (IPAN/IN); K cells (GIP+); RBC; EC cells (NPW+); Megakaryocyte; CD8 Tmem; cycling neuroblast; EECs; Stromal 2 (NPY+); myofibroblast; Stromal 4 (MMP1+); Branch A4 (IN); Contractile pericyte (PLN+); Treg; Naive B; Proximal progenitor; Th1; LYVE1+ Macrophage; TRGV5/7 gdT; LEC4 (STAB2+); Branch B1 (eMN); arterial capillary; Mast cell; CD4-positive, alpha-beta T cell; enterocyte of epithelium of large intestine; paneth cell of colon; transit amplifying cell of colon; intestinal tuft cell; mast cell; intestinal crypt stem cell of large intestine; neutrophil; monocyte; plasma cell; Nerve; CD8+ T; Lymphatic",135.27022475172774260991
