sample,sample_type,label,description,link,extraction_site,x_dimension,y_dimension,z_dimension,creator,creator_first_name,creator_last_name,as_id,unique_cell_type_count
https://entity.api.sennetconsortium.org/entities/323803cb6aa2670da631051a7484d726,Tissue Block,"Registered 6/27/2024, Lorena Rosas, TMC - University of Pittsburgh","10 x 10 x 10 millimeter, 10 millimeter, 1 Sections",https://data.sennetconsortium.org/sample?uuid=323803cb6aa2670da631051a7484d726,http://purl.org/ccf/1.5/ff17f643-7838-4585-bad9-3c5fc100b340,10,10,10,Lorena Rosas,Lorena,Rosas,,0
https://gtexportal.org/home/tissue/Colon_Transverse#MDonors_TissueBlock1,Tissue Block,"Registered 8/16/2021, Kristin Ardlie, GTEx","10 x 10 x 4 millimeter, 4 millimeter",https://gtexportal.org/home/tissue/Colon_Transverse,http://purl.org/ccf/1.5/fd7270d4-105a-4058-aece-2d2bb0668da2,10,10,4,Kristin Ardlie,Kristin,Ardlie,,0
https://entity.api.hubmapconsortium.org/entities/1b03bee1f9dc106b25b6120b237ad99a,Tissue Block,"Registered 2/16/2022, Yiing Lin, TMC-CalTech","10 x 16 x 10 millimeter, 10 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/1b03bee1f9dc106b25b6120b237ad99a,http://purl.org/ccf/1.5/794bdabf-3a8f-4fe3-8bd4-8e0e7182ea4d,10,16,10,Andreas Bueckle,Andreas,Bueckle,,0
https://entity.api.hubmapconsortium.org/entities/2dbbe0a335c233801e860414d9b974a9,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 12 millimeter, 12 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/2dbbe0a335c233801e860414d9b974a9,http://purl.org/ccf/1.5/bc516774-fcd9-4022-bc5b-6afd4369dd24,10,10,12,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/7027e24a3ef6e076ea45f4ad9d88b810,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 10 millimeter, 10 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/7027e24a3ef6e076ea45f4ad9d88b810,http://purl.org/ccf/1.5/4ec452bd-a385-4f7e-9910-79955ea29037,10,10,10,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/8914ee0fd2e790f56b722640397bfb4d,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 10 millimeter, 10 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/8914ee0fd2e790f56b722640397bfb4d,http://purl.org/ccf/1.5/4a8c5ff8-62ab-477f-8a57-f2e2fc1ad805,10,10,10,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/b8304e1f4c94f2f8659a6f46719ac792,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 10 millimeter, 10 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/b8304e1f4c94f2f8659a6f46719ac792,http://purl.org/ccf/1.5/f2a0eb6b-7729-40ac-baad-a9f3f0b64e91,10,10,10,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/bdc11d99473448e1824d06f56b0f8195,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 10 millimeter, 10 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/bdc11d99473448e1824d06f56b0f8195,http://purl.org/ccf/1.5/423a19ae-e696-4d07-a125-0abf94e77aec,10,10,10,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/bf7db5748c79ce21ff2fbdea95643a0e,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 12 millimeter, 12 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/bf7db5748c79ce21ff2fbdea95643a0e,http://purl.org/ccf/1.5/6ac1278c-a82d-4f1d-aa17-5c52d9f31dc2,10,10,12,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/ca56e9953739a00c2e5b1979a7831d2d,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 12 millimeter, 12 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/ca56e9953739a00c2e5b1979a7831d2d,http://purl.org/ccf/1.5/82e800f8-4771-43df-999e-85dfb7be684c,10,10,12,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/e43867e45f2036c91a538b07f765ff7d,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","20 x 10 x 12 millimeter, 12 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/e43867e45f2036c91a538b07f765ff7d,http://purl.org/ccf/1.5/61d8f7d6-9097-4de0-9d46-4e41de2f2f4f,20,10,12,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/eeda1db47240d5ef91ad1023e65a6ec4,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 12 millimeter, 12 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/eeda1db47240d5ef91ad1023e65a6ec4,http://purl.org/ccf/1.5/977bfe5b-6761-4145-a554-1e89fd2bf209,10,10,12,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/f1ac23ea89f1364febce7b6435e2f49c,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 10 millimeter, 10 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/f1ac23ea89f1364febce7b6435e2f49c,http://purl.org/ccf/1.5/8d3c5c93-9ec3-42c6-8d21-47c694ac5f23,10,10,10,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/f61c2bb9fdb631b4e110e8aa214dc774,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 12 millimeter, 12 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/f61c2bb9fdb631b4e110e8aa214dc774,http://purl.org/ccf/1.5/9850edfd-89f1-4a67-8c09-307192086c31,10,10,12,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/fba9c5e0758d0edd70b2661df94cbaa9,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 10 millimeter, 10 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/fba9c5e0758d0edd70b2661df94cbaa9,http://purl.org/ccf/1.5/6af30778-5444-4431-8617-2419778ad873,10,10,10,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/fe80275c62a586010d5093d980f80c34,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 12 millimeter, 12 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/fe80275c62a586010d5093d980f80c34,http://purl.org/ccf/1.5/c7265539-ebc3-4a1e-8930-c6347344e707,10,10,12,Hunter Hakimian,Hunter,Hakimian,,0
https://entity.api.hubmapconsortium.org/entities/ff70986a4cf46640b165e38a536aed4f,Tissue Block,"Registered 12/13/2022, Marda Jorgensen, TMC-Florida","10 x 10 x 12 millimeter, 12 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/ff70986a4cf46640b165e38a536aed4f,http://purl.org/ccf/1.5/69658d04-5cec-4b57-92d0-20f69927840c,10,10,12,Hunter Hakimian,Hunter,Hakimian,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032_Donor_TissueBlock1,Tissue Block,"Registered 3/24/2023, Allen Wang, NHLBI/LungMap","5 x 5 x 3 millimeter, 3 millimeter",https://data-browser.lungmap.net/explore/projects/20037472-ea1d-4ddb-9cd3-56a11a6f0f76,http://purl.org/ccf/1.5/da60f474-614a-4e0a-adbe-521ba44c7bf0,5,5,3,Allen Wang,Allen,Wang,,0
