organId,organ,sex,modality,as1_label,as2_label,cosine_sim,as1_dataset_count,as2_dataset_count
UBERON:0000059,large intestine,Male,sc_bulk,transverse colon,descending colon,0.90494339407619365,17,19
UBERON:0000059,large intestine,Female,spatial,transverse colon,descending colon,0.7094714167030884,17,19
UBERON:0000059,large intestine,Male,spatial,transverse colon,descending colon,0.9675243919754691,17,19
UBERON:0000059,large intestine,Female,sc_bulk,transverse colon,descending colon,0.62263607769710685,17,19
UBERON:0000059,large intestine,Male,spatial,rectum,ascending colon,0.9837198418641342,13,18
UBERON:0000059,large intestine,Male,sc_bulk,rectum,ascending colon,0.86141996081421785,13,18
UBERON:0000059,large intestine,Female,sc_bulk,caecum,ascending colon,1.0000000000000001,5,18
UBERON:0000059,large intestine,Female,spatial,caecum,ascending colon,0.9999999999999998,5,18
UBERON:0000059,large intestine,Male,spatial,rectum,descending colon,0.9849517112197309,13,19
UBERON:0000059,large intestine,Male,sc_bulk,rectum,descending colon,0.8902717657234509,13,19
UBERON:0000059,large intestine,Female,sc_bulk,caecum,descending colon,0.8638549322047776,5,19
UBERON:0000059,large intestine,Female,spatial,caecum,descending colon,0.9224812226256441,5,19
UBERON:0000059,large intestine,Female,sc_bulk,ascending colon,descending colon,0.8638549322047777,18,19
UBERON:0000059,large intestine,Male,sc_bulk,ascending colon,descending colon,0.97640125723120925,18,19
UBERON:0000059,large intestine,Female,spatial,ascending colon,descending colon,0.922481222625644,18,19
UBERON:0000059,large intestine,Male,spatial,ascending colon,descending colon,0.9906216712240895,18,19
UBERON:0004539,right kidney,Male,sc_bulk,renal papilla,kidney pyramid,0.36670186206631433,6,112
UBERON:0004538,left kidney,Male,sc_bulk,renal papilla,kidney pyramid,0.36670186206631433,6,112
UBERON:0000059,large intestine,Male,spatial,rectum,transverse colon,0.9503327437886709,13,17
UBERON:0000059,large intestine,Male,sc_bulk,rectum,transverse colon,0.87659952665061475,13,17
UBERON:0000059,large intestine,Female,sc_bulk,caecum,transverse colon,0.91177858131727665,5,17
UBERON:0000059,large intestine,Female,spatial,caecum,transverse colon,0.879770365196477,5,17
UBERON:0000059,large intestine,Female,sc_bulk,ascending colon,transverse colon,0.91177858131727675,18,17
UBERON:0000059,large intestine,Male,spatial,ascending colon,transverse colon,0.9816842926384989,18,17
UBERON:0000059,large intestine,Male,sc_bulk,ascending colon,transverse colon,0.9169866764704814,18,17
UBERON:0000059,large intestine,Female,spatial,ascending colon,transverse colon,0.8797703651964769,18,17
UBERON:0000059,large intestine,Male,spatial,rectum,sigmoid colon,0.9999999999999999,13,19
UBERON:0000059,large intestine,Male,sc_bulk,rectum,sigmoid colon,0.9999999999999998,13,19
UBERON:0000059,large intestine,Male,spatial,descending colon,sigmoid colon,0.9849517112197308,19,19
UBERON:0000059,large intestine,Female,spatial,descending colon,sigmoid colon,0.588722910462506,19,19
UBERON:0000059,large intestine,Male,sc_bulk,descending colon,sigmoid colon,0.89027176572345075,19,19
UBERON:0000059,large intestine,Female,sc_bulk,descending colon,sigmoid colon,0.9213889355436317,19,19
UBERON:0000059,large intestine,Female,sc_bulk,caecum,sigmoid colon,0.7873809259850978,5,19
UBERON:0000059,large intestine,Female,spatial,caecum,sigmoid colon,0.7778282876292474,5,19
UBERON:0000059,large intestine,Male,sc_bulk,ascending colon,sigmoid colon,0.86141996081421785,18,19
UBERON:0000059,large intestine,Female,sc_bulk,ascending colon,sigmoid colon,0.78738092598509785,18,19
UBERON:0000059,large intestine,Female,spatial,ascending colon,sigmoid colon,0.7778282876292475,18,19
UBERON:0000059,large intestine,Male,spatial,ascending colon,sigmoid colon,0.9837198418641342,18,19
UBERON:0000059,large intestine,Female,sc_bulk,transverse colon,sigmoid colon,0.53094977249897458,17,19
UBERON:0000059,large intestine,Male,spatial,transverse colon,sigmoid colon,0.9503327437886709,17,19
UBERON:0000059,large intestine,Female,spatial,transverse colon,sigmoid colon,0.9734216805751224,17,19
UBERON:0000059,large intestine,Male,sc_bulk,transverse colon,sigmoid colon,0.8765995266506149,17,19
UBERON:0004539,right kidney,Female,sc_bulk,kidney capsule,kidney pyramid,0.8879000797633886,9,112
UBERON:0004539,right kidney,Male,sc_bulk,kidney capsule,kidney pyramid,0.49407181432137065,9,112
UBERON:0004538,left kidney,Female,sc_bulk,kidney capsule,kidney pyramid,0.8879000797633886,9,112
UBERON:0004538,left kidney,Male,sc_bulk,kidney capsule,kidney pyramid,0.49407181432137065,9,112
UBERON:0004538,left kidney,Male,sc_bulk,outer cortex of kidney,kidney pyramid,0.782185159069107,152,112
UBERON:0004538,left kidney,Female,sc_bulk,outer cortex of kidney,kidney pyramid,0.9402004383058423,152,112
UBERON:0004539,right kidney,Male,sc_bulk,outer cortex of kidney,kidney pyramid,0.782185159069107,152,112
UBERON:0004538,left kidney,Male,sc_bulk,renal papilla,outer cortex of kidney,0.508257129596555,6,152
UBERON:0004539,right kidney,Male,sc_bulk,renal papilla,outer cortex of kidney,0.508257129596555,6,152
UBERON:0004539,right kidney,Female,sc_bulk,outer cortex of kidney,kidney pyramid,0.9402004383058423,152,112
UBERON:0004538,left kidney,Male,sc_bulk,renal papilla,kidney capsule,0.9249612531937624,6,9
UBERON:0004539,right kidney,Male,sc_bulk,renal papilla,kidney capsule,0.9249612531937624,6,9
UBERON:0004539,right kidney,Male,sc_bulk,renal column,kidney pyramid,0.7133997024433052,21,112
UBERON:0004538,left kidney,Male,sc_bulk,renal column,kidney pyramid,0.7133997024433052,21,112
UBERON:0004539,right kidney,Female,sc_bulk,renal column,kidney pyramid,0.7841318174754989,21,112
UBERON:0004539,right kidney,Male,sc_bulk,renal papilla,renal column,0.13387130985297216,6,21
UBERON:0004538,left kidney,Male,sc_bulk,renal papilla,renal column,0.13387130985297216,6,21
UBERON:0004538,left kidney,Female,sc_bulk,renal column,kidney pyramid,0.7841318174754989,21,112
UBERON:0004539,right kidney,Male,sc_bulk,renal column,kidney capsule,0.15539363607857437,21,9
UBERON:0004538,left kidney,Male,sc_bulk,renal column,kidney capsule,0.15539363607857437,21,9
UBERON:0004539,right kidney,Female,sc_bulk,renal column,kidney capsule,0.6896636384220072,21,9
UBERON:0004538,left kidney,Female,sc_bulk,renal column,kidney capsule,0.6896636384220072,21,9
UBERON:0004538,left kidney,Male,sc_bulk,kidney capsule,outer cortex of kidney,0.5013715856483061,9,152
UBERON:0004539,right kidney,Male,sc_bulk,kidney capsule,outer cortex of kidney,0.5013715856483061,9,152
UBERON:0000948,heart,Female,sc_bulk,heart left ventricle,Posteromedial head of posterior papillary muscle of left ventricle,0.46714181848776383722,70,6
UBERON:0000948,heart,Female,sc_bulk,heart right ventricle,Posteromedial head of posterior papillary muscle of left ventricle,0.53719685148070857622,29,6
UBERON:0000948,heart,Female,sc_bulk,left cardiac atrium,Posteromedial head of posterior papillary muscle of left ventricle,0.26656088172274280622,14,6
UBERON:0000948,heart,Female,sc_bulk,right cardiac atrium,Posteromedial head of posterior papillary muscle of left ventricle,0.27124476485938177333,15,6
UBERON:0000948,heart,Female,sc_bulk,interventricular septum,Posteromedial head of posterior papillary muscle of left ventricle,0.55637742979976396544,14,6
UBERON:0001004,respiratory system,Male,sc_bulk,Left medial basal bronchopulmonary segment,Left anterior basal bronchopulmonary segment,0.500851693109755700425,1,1
UBERON:0001004,respiratory system,Male,sc_bulk,left lung hilus,Left anterior basal bronchopulmonary segment,0.0442224935423446165,3,1
UBERON:0001004,respiratory system,Male,sc_bulk,Medial bronchopulmonary segment,Left anterior basal bronchopulmonary segment,0.06752930669977389483,50,1
UBERON:0001004,respiratory system,Male,sc_bulk,left lung hilus,Right superior segmental bronchus,0.43797663325417799111,3,5
UBERON:0001004,respiratory system,Male,sc_bulk,Left anterior basal bronchopulmonary segment,Right superior segmental bronchus,0.21388914519519952467,1,5
UBERON:0001004,respiratory system,Male,sc_bulk,Medial bronchopulmonary segment,Right superior segmental bronchus,0.55646402073901771,50,5
UBERON:0001004,respiratory system,Male,sc_bulk,Right posterior bronchopulmonary segment,Right superior segmental bronchus,0.43723667898779755333,16,5
UBERON:0001004,respiratory system,Male,sc_bulk,Right anterior bronchopulmonary segment,Right superior segmental bronchus,0.62535333026868022,21,5
UBERON:0001004,respiratory system,Male,sc_bulk,Lateral bronchopulmonary segment,Right superior segmental bronchus,0.57798165775686666222,31,5
UBERON:0001004,respiratory system,Male,sc_bulk,Right posterior bronchopulmonary segment,Left anterior basal bronchopulmonary segment,0.299169084843459515,16,1
UBERON:0001004,respiratory system,Male,sc_bulk,Right anterior bronchopulmonary segment,Left anterior basal bronchopulmonary segment,0.1638398122571639545,21,1
UBERON:0001004,respiratory system,Male,sc_bulk,Lateral bronchopulmonary segment,Left anterior basal bronchopulmonary segment,0.07824066757394388033,31,1
UBERON:0001004,respiratory system,Male,sc_bulk,Inferior lingular bronchopulmonary segment,Left anterior basal bronchopulmonary segment,0.04548862266167344317,5,1
UBERON:0001004,respiratory system,Male,sc_bulk,Superior lingular bronchopulmonary segment,Left anterior basal bronchopulmonary segment,0.07933619720756065567,9,1
UBERON:0001004,respiratory system,Male,sc_bulk,Left anterior bronchopulmonary segment,Left anterior basal bronchopulmonary segment,0.08162303080854255567,14,1
UBERON:0001004,respiratory system,Male,sc_bulk,Left medial basal bronchopulmonary segment,Left posterior bronchopulmonary segment,0.09433251058326925567,1,9
UBERON:0001004,respiratory system,Male,sc_bulk,left lung hilus,Left posterior bronchopulmonary segment,0.54673978668943454,3,9
UBERON:0001004,respiratory system,Male,sc_bulk,Left anterior basal bronchopulmonary segment,Left posterior bronchopulmonary segment,0.09433251058326925567,1,9
UBERON:0001004,respiratory system,Male,sc_bulk,Medial bronchopulmonary segment,Left posterior bronchopulmonary segment,0.70319578582528721111,50,9
UBERON:0004539,right kidney,Female,sc_bulk,renal column,outer cortex of kidney,0.9030719467583146,21,152
UBERON:0004538,left kidney,Female,sc_bulk,renal column,outer cortex of kidney,0.9030719467583146,21,152
UBERON:0004539,right kidney,Male,sc_bulk,renal column,outer cortex of kidney,0.508871484950648,21,152
UBERON:0004538,left kidney,Male,sc_bulk,renal column,outer cortex of kidney,0.508871484950648,21,152
UBERON:0001004,respiratory system,Male,sc_bulk,Right posterior bronchopulmonary segment,Left apical segmental bronchus,0.33586957893797353111,16,10
UBERON:0001004,respiratory system,Male,sc_bulk,Right anterior bronchopulmonary segment,Left apical segmental bronchus,0.6490228418874602,21,10
UBERON:0001004,respiratory system,Male,sc_bulk,Lateral bronchopulmonary segment,Left apical segmental bronchus,0.63263635185727121111,31,10
UBERON:0001004,respiratory system,Male,sc_bulk,Lateral segmental bronchus,Left apical segmental bronchus,0.51353920593324248111,9,10
UBERON:0001004,respiratory system,Male,sc_bulk,Left apical bronchopulmonary segment,Left apical segmental bronchus,0.68969395796007350667,12,10
UBERON:0001004,respiratory system,Male,sc_bulk,Left posterior bronchopulmonary segment,Left apical segmental bronchus,0.69986319684875685556,9,10
UBERON:0001004,respiratory system,Male,sc_bulk,Inferior lingular bronchopulmonary segment,Left apical segmental bronchus,0.52151105880415265333,5,10
UBERON:0001004,respiratory system,Male,sc_bulk,Superior lingular bronchopulmonary segment,Left apical segmental bronchus,0.68192750840721501556,9,10
UBERON:0001004,respiratory system,Male,sc_bulk,Left anterior bronchopulmonary segment,Left apical segmental bronchus,0.63028839301206343667,14,10
UBERON:0001004,respiratory system,Male,sc_bulk,Left medial basal bronchopulmonary segment,Left anterior segmental bronchus,0.048279082762116639,1,8
UBERON:0001004,respiratory system,Male,sc_bulk,Right superior segmental bronchus,Left anterior segmental bronchus,0.46443652711362152667,5,8
UBERON:0001004,respiratory system,Male,sc_bulk,Inferior lingular bronchopulmonary segment,Right superior segmental bronchus,0.44794966842380966778,5,5
UBERON:0001004,respiratory system,Male,sc_bulk,Superior lingular bronchopulmonary segment,Right superior segmental bronchus,0.61246679038588122222,9,5
UBERON:0001004,respiratory system,Male,sc_bulk,Left anterior bronchopulmonary segment,Right superior segmental bronchus,0.53491547719382892222,14,5
UBERON:0001004,respiratory system,Male,sc_bulk,Left medial basal bronchopulmonary segment,Left apical segmental bronchus,0.095136244020596590,1,10
UBERON:0001004,respiratory system,Male,sc_bulk,left lung hilus,Left apical segmental bronchus,0.52500270576021367667,3,10
UBERON:0001004,respiratory system,Male,sc_bulk,Left anterior basal bronchopulmonary segment,Left apical segmental bronchus,0.095136244020596590,1,10
UBERON:0001004,respiratory system,Male,sc_bulk,Medial bronchopulmonary segment,Left apical segmental bronchus,0.60220491045045704667,50,10
UBERON:0001004,respiratory system,Male,sc_bulk,Left anterior bronchopulmonary segment,Left anterior segmental bronchus,0.58872121425610494,14,8
UBERON:0001004,respiratory system,Male,sc_bulk,Left medial basal bronchopulmonary segment,Superior lingular bronchus,0.06642476434878426183,1,2
UBERON:0001004,respiratory system,Male,sc_bulk,Right superior segmental bronchus,Superior lingular bronchus,0.54370446158938023333,5,2
UBERON:0001004,respiratory system,Male,sc_bulk,left lung hilus,Superior lingular bronchus,0.51657528028424359111,3,2
UBERON:0001004,respiratory system,Male,sc_bulk,Medial bronchopulmonary segment,Superior lingular bronchus,0.64243555177394928,50,2
UBERON:0001004,respiratory system,Male,sc_bulk,Right posterior bronchopulmonary segment,Superior lingular bronchus,0.31264061278985566556,16,2
UBERON:0001004,respiratory system,Male,sc_bulk,Right anterior bronchopulmonary segment,Superior lingular bronchus,0.63177452926138948667,21,2
UBERON:0001004,respiratory system,Male,sc_bulk,Lateral bronchopulmonary segment,Superior lingular bronchus,0.65661079188388531222,31,2
UBERON:0001004,respiratory system,Male,sc_bulk,Lateral segmental bronchus,Right superior segmental bronchus,0.48747873636902022556,9,5
UBERON:0001004,respiratory system,Male,sc_bulk,Left apical bronchopulmonary segment,Right superior segmental bronchus,0.61315404805198668889,12,5
UBERON:0001004,respiratory system,Male,sc_bulk,Left posterior bronchopulmonary segment,Right superior segmental bronchus,0.63580152547755536778,9,5
UBERON:0000948,heart,Female,sc_bulk,heart right ventricle,interventricular septum,0.53887119649234152022,29,14
UBERON:0000948,heart,Male,sc_bulk,heart right ventricle,interventricular septum,0.52782448327897517078,29,14
UBERON:0000948,heart,Female,sc_bulk,left cardiac atrium,interventricular septum,0.27448451140515138478,14,14
UBERON:0000948,heart,Male,sc_bulk,left cardiac atrium,interventricular septum,0.31718563771243888022,14,14
UBERON:0001004,respiratory system,Male,sc_bulk,Left medial basal bronchopulmonary segment,Left apical bronchopulmonary segment,0.08782209297456622017,1,12
UBERON:0001004,respiratory system,Male,sc_bulk,left lung hilus,Left apical bronchopulmonary segment,0.52911523429781202444,3,12
UBERON:0001004,respiratory system,Male,sc_bulk,Left anterior basal bronchopulmonary segment,Left apical bronchopulmonary segment,0.08782209297456622017,1,12
UBERON:0001004,respiratory system,Male,sc_bulk,Medial bronchopulmonary segment,Left apical bronchopulmonary segment,0.71377528466885545556,50,12
UBERON:0001004,respiratory system,Male,sc_bulk,Right posterior bronchopulmonary segment,Left apical bronchopulmonary segment,0.37259842075296483556,16,12
UBERON:0001004,respiratory system,Male,sc_bulk,Medial bronchopulmonary segment,Left anterior segmental bronchus,0.57272764955318078556,50,8
UBERON:0001004,respiratory system,Male,sc_bulk,Right posterior bronchopulmonary segment,Left anterior segmental bronchus,0.25974873192944629556,16,8
UBERON:0001004,respiratory system,Male,sc_bulk,Right anterior bronchopulmonary segment,Left anterior segmental bronchus,0.51968070025927165889,21,8
UBERON:0001004,respiratory system,Male,sc_bulk,Lateral bronchopulmonary segment,Left anterior segmental bronchus,0.57246204490613820222,31,8
UBERON:0001004,respiratory system,Male,sc_bulk,Lateral segmental bronchus,Left anterior segmental bronchus,0.42205670195966577333,9,8
UBERON:0001004,respiratory system,Male,sc_bulk,Left apical bronchopulmonary segment,Left anterior segmental bronchus,0.56060875439972079778,12,8
UBERON:0001004,respiratory system,Male,sc_bulk,Left posterior bronchopulmonary segment,Left anterior segmental bronchus,0.57828020028336622778,9,8
UBERON:0001004,respiratory system,Male,sc_bulk,Inferior lingular bronchopulmonary segment,Left anterior segmental bronchus,0.50974857066428790,5,8
UBERON:0001004,respiratory system,Male,sc_bulk,Superior lingular bronchopulmonary segment,Left anterior segmental bronchus,0.58735207567534734444,9,8
UBERON:0001004,respiratory system,Male,sc_bulk,Left apical segmental bronchus,Left anterior segmental bronchus,0.55078401283572156889,10,8
UBERON:0004539,right kidney,Female,sc_bulk,kidney capsule,outer cortex of kidney,0.8589156031500489,9,152
UBERON:0004538,left kidney,Female,sc_bulk,kidney capsule,outer cortex of kidney,0.8589156031500489,9,152
UBERON:0001004,respiratory system,Male,sc_bulk,Lateral segmental bronchus,Superior lingular bronchus,0.55619099127128782556,9,2
UBERON:0001004,respiratory system,Male,sc_bulk,Left apical bronchopulmonary segment,Superior lingular bronchus,0.67550962552608291556,12,2
UBERON:0001004,respiratory system,Male,sc_bulk,Left posterior bronchopulmonary segment,Superior lingular bronchus,0.68250477336616346444,9,2
UBERON:0001004,respiratory system,Male,sc_bulk,Inferior lingular bronchopulmonary segment,Superior lingular bronchus,0.55073345362323470222,5,2
UBERON:0001004,respiratory system,Male,sc_bulk,Superior lingular bronchopulmonary segment,Superior lingular bronchus,0.68048275437907628889,9,2
UBERON:0001004,respiratory system,Male,sc_bulk,Left apical segmental bronchus,Superior lingular bronchus,0.61654340652412377333,10,2
UBERON:0001004,respiratory system,Male,sc_bulk,Left anterior bronchopulmonary segment,Superior lingular bronchus,0.60159469254872346556,14,2
UBERON:0001004,respiratory system,Male,sc_bulk,Left medial basal bronchopulmonary segment,Left posterior basal segmental bronchus,0.50085169310975570035,1,1
UBERON:0004539,right kidney,Female,sc_bulk,kidney pyramid,hilum of kidney,0.7254467602189292,112,8
UBERON:0004538,left kidney,Female,sc_bulk,kidney pyramid,hilum of kidney,0.7254467602189292,112,8
UBERON:0004539,right kidney,Male,sc_bulk,renal papilla,hilum of kidney,0.1338713098529722,6,8
UBERON:0004538,left kidney,Male,sc_bulk,renal papilla,hilum of kidney,0.1338713098529722,6,8
UBERON:0001004,respiratory system,Female,sc_bulk,right lung hilus,Lateral segmental bronchus,0.50739547083168412222,2,9
UBERON:0001004,respiratory system,Female,sc_bulk,Right anterior segmental bronchus,Lateral segmental bronchus,0.62939273378936926667,2,9
UBERON:0001004,respiratory system,Male,sc_bulk,left lung hilus,Left anterior segmental bronchus,0.54290566988989298889,3,8
UBERON:0001004,respiratory system,Male,sc_bulk,Left anterior basal bronchopulmonary segment,Left anterior segmental bronchus,0.048279082762116639,1,8
UBERON:0001004,respiratory system,Male,sc_bulk,left lung hilus,Lateral segmental bronchus,0.39654900597170706222,3,9
UBERON:0001004,respiratory system,Male,sc_bulk,Left anterior basal bronchopulmonary segment,Lateral segmental bronchus,0.20138884690389989533,1,9
UBERON:0001004,respiratory system,Male,sc_bulk,Medial bronchopulmonary segment,Lateral segmental bronchus,0.61245640526119700333,50,9
UBERON:0001004,respiratory system,Female,sc_bulk,Medial bronchopulmonary segment,Lateral segmental bronchus,0.66526794047521197222,50,9
UBERON:0001004,respiratory system,Female,sc_bulk,Right posterior bronchopulmonary segment,Lateral segmental bronchus,0.57730726985086734,16,9
UBERON:0001004,respiratory system,Male,sc_bulk,Right posterior bronchopulmonary segment,Lateral segmental bronchus,0.34499524031231194667,16,9
UBERON:0001004,respiratory system,Male,sc_bulk,Right anterior bronchopulmonary segment,Lateral segmental bronchus,0.58790726119285383333,21,9
UBERON:0001004,respiratory system,Female,sc_bulk,Right anterior bronchopulmonary segment,Lateral segmental bronchus,0.60871345701289993667,21,9
UBERON:0001004,respiratory system,Female,sc_bulk,Lateral bronchopulmonary segment,Lateral segmental bronchus,0.59032677075192373,31,9
UBERON:0001004,respiratory system,Male,sc_bulk,Lateral bronchopulmonary segment,Lateral segmental bronchus,0.58777851822751559778,31,9
UBERON:0001004,respiratory system,Male,sc_bulk,Left apical bronchopulmonary segment,Lateral segmental bronchus,0.63317799735705935556,12,9
UBERON:0001004,respiratory system,Male,sc_bulk,Left posterior bronchopulmonary segment,Lateral segmental bronchus,0.59118864571996333778,9,9
UBERON:0001004,respiratory system,Male,sc_bulk,Medial bronchopulmonary segment,Left posterior basal segmental bronchus,0.06752930669977389533,50,1
