organ,organ_id,as_label,as_volume,rui_location_one_as_count,rui_location_count,rui_locations_with_ct,rui_locations_no_ct,ct_not_in_hra,ct_in_hra,ct_from_hra_only,experimental_ct_count,ct_labels_from_experimental_data,predicted_cells_per_ct
VHFHeart,UBERON:0000948,Posteromedial head of posterior papillary muscle of left ventricle,4401.498768462402,0,1,36,0,8,43,0,51,SMC1_basic; CD8+T_cytox; Mesothelial; Adip1; Adip2; Adipocyte; EC1_cap; Capillary Endothelial; EC2_cap; EC3_cap; CD8+T_trans; T/NK_cycling; Mast; smooth muscle cell; Smooth Muscle; Venous Endothelial; MAIT-like; Purkinje_cell; Endothelial; EC4_immune; hepatocyte; ILC; CD4+T_naive; T; cardiac endothelial cell; cardiac muscle cell; DC; CD16+Mo; EC7_endocardial; Endocardial; CD4+T_Th1; NK_CD56hi; CD8+T_em; Neuronal; CD4+T_Th2; B; CD8+T_te; FB1; Fibroblast; FB4_activated; LYVE1+IGF1+MP; macrophage; LYVE1+MP_cycling; Macrophage; LYVE1+TIMD4+MP; EC5_art; Arterial Endothelial; EC8_ln; Lymphatic Endothelial; FB5; FB3; Pericyte; PC1_vent; B_plasma; EC6_ven; Monocyte/cDC; CD4+T_Tfh; Neut; PC2_atria; PC3_str; NK; SAN_P_cell; gdT; CD4+T_Th17; CD4+T_act; aCM3; NK_CD16hi; vCM3_stressed; fibroblast of cardiac tissue; vCM1; CD14+Mo; CD4+T_reg; NC1_glial; aCM2; NC2_glial_NGF+; Ventricular Cardiomycoyte; vCM2; Atrial Cardiomyocyte; aCM5,382.078125
VHFHeart,UBERON:0000948,heart left ventricle,229312.7801882646,102,8,139,0,10,43,23,53,CD8+T_trans; EC2_cap; EC1_cap; Capillary Endothelial; EC3_cap; T/NK_cycling; CD8+T_cytox; Adipocyte; Adip1; Adip2; Adip3; Adip4; SMC1_basic; ILC; Venous Endothelial; Purkinje_cell; MAIT-like; Mast; Smooth Muscle; smooth muscle cell; T; Meso; Mesothelial; CD4+T_naive; hepatocyte; Neut; cardiac endothelial cell; cardiac muscle cell; DC; EC10_CMC-like; EC4_immune; Endothelial; EC9_FB-like; CD4+T_Th1; NK_CD56hi; CD8+T_em; Neuronal; CD4+T_Th2; B; CD4+T_Tfh; NK; SAN_P_cell; gdT; CD4+T_Th17; CD4+T_act; aCM2; Atrial Cardiomyocyte; aCM1; aCM3; aCM4; aCM5; NK_CD16hi; NC1_glial; NC2_glial_NGF+; vCM1; vCM4; vCM2; Ventricular Cardiomycoyte; vCM3_stressed; CD14+Mo; fibroblast of cardiac tissue; CD4+T_reg; AVN_bundle_cell; CD8+T_te; EC5_art; Arterial Endothelial; EC8_ln; Lymphatic Endothelial; AVN_P_cell; B_plasma; CD16+Mo; Monocyte/cDC; EC7_endocardial; Endocardial; PC3_str; Pericyte; PC1_vent; PC2_atria; PC4_CMC-like; EC6_ven; FB1; FB2; Fibroblast; FB6; FB4_activated; FB5; FB3; macrophage; Macrophage; LYVE1+IGF1+MP; LYVE1+TIMD4+MP; LYVE1+MP_cycling,450.30997576614633379867
VHFHeart,UBERON:0000948,heart right ventricle,78714.75572486871,49,3,86,0,9,43,22,52,Capillary Endothelial; EC1_cap; EC3_cap; EC2_cap; CD8+T_trans; T/NK_cycling; SMC1_basic; CD8+T_cytox; cardiac muscle cell; DC; EC10_CMC-like; EC4_immune; Endothelial; Smooth Muscle; smooth muscle cell; cardiac endothelial cell; CD16+Mo; ILC; CD4+T_naive; EC7_endocardial; Endocardial; NK_CD56hi; B_plasma; EC6_ven; Monocyte/cDC; CD4+T_Tfh; NK; Adipocyte; Adip1; Adip4; Adip2; Mesothelial; Meso; Venous Endothelial; MAIT-like; Purkinje_cell; Mast; SAN_P_cell; gdT; CD4+T_Th17; Macrophage; LYVE1+TIMD4+MP; macrophage; LYVE1+IGF1+MP; MoMP; LYVE1+MP_cycling; T; hepatocyte; Lymphatic Endothelial; EC8_ln; Fibroblast; FB1; FB2; FB4_activated; FB3; FB5; CD8+T_te; EC5_art; Arterial Endothelial; Neut; PC3_str; Pericyte; PC2_atria; PC1_vent; CD4+T_Th2; Atrial Cardiomyocyte; aCM4; aCM3; aCM2; aCM5; aCM1; fibroblast of cardiac tissue; vCM4; Ventricular Cardiomycoyte; vCM1; vCM2; vCM3_stressed; CD14+Mo; NC1_glial; NC2_glial_NGF+; CD4+T_act; NK_CD16hi; CD4+T_reg; CD4+T_Th1; CD8+T_em; Neuronal; B; AVN_P_cell,378.75412790515975123186
VHFHeart,UBERON:0000948,interventricular septum,65894.53465930313,0,2,37,0,8,43,19,51,Venous Endothelial; SMC1_basic; CD8+T_cytox; CD8+T_trans; T/NK_cycling; EC7_endocardial; Endocardial; DC; cardiac endothelial cell; cardiac muscle cell; EC4_immune; Endothelial; hepatocyte; ILC; CD4+T_naive; CD8+T_em; CD4+T_Th2; B; Neuronal; CD16+Mo; MAIT-like; Purkinje_cell; Mast; smooth muscle cell; Smooth Muscle; T; CD8+T_te; EC5_art; Arterial Endothelial; Lymphatic Endothelial; EC8_ln; LYVE1+IGF1+MP; macrophage; LYVE1+MP_cycling; Macrophage; LYVE1+TIMD4+MP; Neut; FB4_activated; FB5; Fibroblast; FB1; FB3; EC1_cap; Capillary Endothelial; EC2_cap; EC3_cap; Mesothelial; Adip1; Adip2; Adipocyte; Pericyte; PC1_vent; PC2_atria; PC3_str; B_plasma; CD4+T_Th1; NK_CD56hi; SAN_P_cell; gdT; CD4+T_Th17; aCM3; aCM2; aCM5; Atrial Cardiomyocyte; aCM1; vCM3_stressed; vCM1; Ventricular Cardiomycoyte; vCM2; NK_CD16hi; fibroblast of cardiac tissue; CD14+Mo; NC1_glial; NC2_glial_NGF+; CD4+T_act; CD4+T_reg; EC6_ven; Monocyte/cDC; CD4+T_Tfh; NK,434.99694806256471742329
VHFHeart,UBERON:0000948,left cardiac atrium,18115.96846829785,49,1,49,0,9,41,22,50,hepatocyte; CD16+Mo; Endocardial; EC7_endocardial; ILC; CD4+T_naive; EC8_ln; Lymphatic Endothelial; Macrophage; macrophage; LYVE1+TIMD4+MP; LYVE1+IGF1+MP; cardiac endothelial cell; B_plasma; EC6_ven; Monocyte/cDC; CD4+T_reg; AVN_P_cell; CD4+T_Tfh; NK; SAN_P_cell; CD4+T_Th2; CD8+T_te; B; FB2; Fibroblast; FB1; FB3; Atrial Cardiomyocyte; aCM4; aCM1; aCM2; aCM3; fibroblast of cardiac tissue; CD4+T_act; vCM4; Ventricular Cardiomycoyte; vCM1; vCM2; vCM5; CD14+Mo; NC1_glial; NK_CD16hi; EC10_CMC-like; EC4_immune; Endothelial; EC2_cap; Capillary Endothelial; EC1_cap; EC3_cap; CD8+T_trans; T/NK_cycling; Arterial Endothelial; EC5_art; Neut; PC1_vent; Pericyte; PC2_atria; SMC1_basic; SMC2_art; CD8+T_cytox; Meso; Mesothelial; Adipocyte; Adip1; Adip2; CD4+T_Th1; NK_CD56hi; CD8+T_em; Neuronal; Venous Endothelial; smooth muscle cell; Smooth Muscle; Mast; MAIT-like; Purkinje_cell; T; cardiac muscle cell; DC,218.29021025847060399089
VHFHeart,UBERON:0000948,right cardiac atrium,33225.9013445354,36,1,36,0,9,38,26,47,EC2_cap; Capillary Endothelial; EC1_cap; EC3_cap; T/NK_cycling; SMC1_basic; SMC2_art; CD8+T_cytox; Mast; Adip1; Adipocyte; Adip3; Adip2; MAIT-like; smooth muscle cell; Smooth Muscle; EC5_art; Arterial Endothelial; Lymphatic Endothelial; EC8_ln; DC; EC10_CMC-like; Endothelial; EC4_immune; hepatocyte; EC7_endocardial; Endocardial; ILC; CD4+T_naive; CD16+Mo; CD4+T_Th1; NK_CD56hi; CD8+T_em; Neuronal; CD4+T_Th2; Venous Endothelial; CD8+T_trans; Mesothelial; Meso; fibroblast of cardiac tissue; aCM2; Atrial Cardiomyocyte; aCM3; aCM1; CD4+T_reg; CD14+Mo; vCM1; vCM3_stressed; Ventricular Cardiomycoyte; NC1_glial; NC2_glial_NGF+; AVN_P_cell; NK_CD16hi; CD4+T_act; CD8+T_te; B; FB3; Fibroblast; FB4_activated; FB2; PC2_atria; Pericyte; PC4_CMC-like; B_plasma; EC6_ven; Monocyte/cDC; CD4+T_Tfh; NK; cardiac endothelial cell; T; cardiac muscle cell; macrophage; LYVE1+IGF1+MP; Macrophage; LYVE1+TIMD4+MP; MoMP,155.37598693166349033488
VHFLargeIntestine,UBERON:0000059,ascending colon,46838.66491802995,0,2,2,0,150,17,37,167,"ILC3; TRDV2/TRGV9 gdT; TRGV5/7 gdT; IgM plasma cell; Mesoderm 2 (ZEB2+); gdT; CD8-positive, alpha-beta T cell; mast cell; monocyte; Mesoderm 1 (HAND1+); K cells (GIP+); Germ; Megakaryocyte; Monocytes; EC cells (TAC1+); Th1; RBC; Progenitor (NEUROG3+); MMP9+ Inflammatory macrophage; enterocyte of epithelium of large intestine; paneth cell of colon; intestinal tuft cell; Enterocyte; B; Endothelial; M2 Macrophage; Neuroendocrine; DC; CD4+ T cell; Plasma; CD7+ Immune; M1 Macrophage; MUC1+ Enterocyte; Cycling TA; Goblet; TA; Neutrophil; ICC; NK; Smooth muscle; CD57+ Enterocyte; Paneth; Stroma; CD66+ Enterocyte; IgG plasma cell; LEC4 (STAB2+); Pericyte; Stromal 1 (CCL11+); EECs; STAT1+ Naive B; Glia 2 (ELN+); Macrophages; GC B cell; FDC; Distal progenitor; Lymphoid DC; cycling neuroblast; SMC (PART1/CAPN3+); Stromal 2 (NPY+); Microfold cell; LEC5 (CLDN11+); cycling EC; CX3CR1+ CD8 Tmem; Mature arterial EC; MAIT cell; myofibroblast (RSPO2+); LEC6 (ADAMTS4+); Stromal 3 (KCNN3+); Branch A4 (IN); Mesothelium (RGS5+); Naive B; Branch B1 (eMN); DZ GC cell; Activated T; Transitional Stromal 3 (C3+); Treg; cDC1; NK cell; TRGV4 gdT; Goblet cell; Stem cells; NK T cell; Fetal arterial EC; Mast cell; Lymphatic; Nerve; CD8+ T; B cell; CD4-positive, alpha-beta T cell; fibroblast; neutrophil; plasma cell; transit amplifying cell of colon; arterial capillary; cycling ENCC/glia; Proximal progenitor; Branch A2 (IPAN/IN); I cells (CCK+); L cells (PYY+); Stromal 3 (C7+); BEST2+ Goblet cell; Tuft; Cycling plasma cell; SMC (PLPP2+); Cycling B cell; Contractile pericyte (PLN+); TRGV2 gdT; Immature pericyte; Mature venous EC; Stromal 2 (CH25H+); Adult Glia; angiogenic pericyte; T reticular; LYVE1+ Macrophage; SELL+ CD8 T; Glia 3 (BCAN+); myofibroblast; LTi-like NCR- ILC3; LTi-like NCR+ ILC3; Tfh; venous capillary; EC cells (NPW+); Branch A3 (IPAN/IN); Pro-B; LEC2 (MADCAM1+); Mesothelium; Mesothelium (PRG4+); mLN Stroma (FMO2+); ILCP; Pre-B; large intestine goblet cell; intestinal enteroendocrine cell; gut endothelial cell; Colonocyte; LEC1 (ACKR4+); Branch B2 (eMN); Memory B; Fetal venous EC; ENCC/glia Progenitor; BEST4+ epithelial; Differentiating glia; Stromal 4 (MMP1+); Glia 1 (DHH+); Immature B; MPO+ mono-neutrophil; Neuroblast; D cells (SST+); CLDN10+ cells; CD8 Tmem; SELL+ CD4 T; cDC2; CLC+ Mast cell; CLP; Branch A1 (iMN); Branch B3 (IPAN); mLTo; pDC; LZ GC cell; β cells (INS+); N cells (NTS+); IgA plasma cell; Th17; Activated CD8 T; ILC2; LEC3 (ADGRG3+); M/X cells (MLN/GHRL+); Activated CD4 T; FCRL4+ Memory B",151.36862064532716287441
VHFLargeIntestine,UBERON:0000059,caecum,31765.15370754535,0,2,2,0,150,17,36,167,"Glia 2 (ELN+); myofibroblast; Activated T; Immature B; Pericyte; N cells (NTS+); Mesothelium (PRG4+); LZ GC cell; Mesoderm 2 (ZEB2+); CLDN10+ cells; SMC (PART1/CAPN3+); cycling neuroblast; Branch B2 (eMN); gdT; ENCC/glia Progenitor; CLC+ Mast cell; CX3CR1+ CD8 Tmem; SELL+ CD4 T; NK T cell; Proximal progenitor; Glia 3 (BCAN+); LEC5 (CLDN11+); Differentiating glia; L cells (PYY+); Stromal 2 (NPY+); I cells (CCK+); SELL+ CD8 T; EC cells (TAC1+); Cycling plasma cell; TRGV5/7 gdT; Mature venous EC; LEC4 (STAB2+); K cells (GIP+); NK cell; β cells (INS+); Megakaryocyte; mLN Stroma (FMO2+); Mesothelium; Stromal 1 (CCL11+); CLP; Mature arterial EC; cycling ENCC/glia; Mesothelium (RGS5+); MPO+ mono-neutrophil; cycling EC; RBC; cDC1; GC B cell; SMC (PLPP2+); Microfold cell; angiogenic pericyte; Fetal arterial EC; ILC2; TRDV2/TRGV9 gdT; LEC6 (ADAMTS4+); Immature pericyte; Activated CD4 T; Treg; Branch A3 (IPAN/IN); Mesoderm 1 (HAND1+); Adult Glia; Glia 1 (DHH+); Fetal venous EC; myofibroblast (RSPO2+); MAIT cell; Th1; Monocytes; cDC2; Pre-B; Branch B3 (IPAN); T reticular; IgM plasma cell; Tuft; Stem cells; Lymphoid DC; Pro-B; pDC; DZ GC cell; EECs; IgG plasma cell; CD57+ Enterocyte; DC; Cycling TA; Endothelial; TA; M2 Macrophage; M1 Macrophage; Neuroendocrine; Enterocyte; Neutrophil; Paneth; MUC1+ Enterocyte; CD4+ T cell; Distal progenitor; Branch B1 (eMN); venous capillary; ILCP; Th17; M/X cells (MLN/GHRL+); Cycling B cell; TRGV4 gdT; EC cells (NPW+); Stromal 3 (KCNN3+); STAT1+ Naive B; Colonocyte; Tfh; LEC1 (ACKR4+); Macrophages; Stromal 3 (C7+); Goblet cell; Stromal 4 (MMP1+); CD8 Tmem; monocyte; Lymphatic; Nerve; CD8+ T; B cell; CD4-positive, alpha-beta T cell; fibroblast; neutrophil; plasma cell; transit amplifying cell of colon; arterial capillary; Mast cell; enterocyte of epithelium of large intestine; paneth cell of colon; intestinal tuft cell; Smooth muscle; Stroma; Plasma; ICC; B; CD66+ Enterocyte; NK; Goblet; CD7+ Immune; large intestine goblet cell; intestinal enteroendocrine cell; gut endothelial cell; Stromal 2 (CH25H+); mLTo; Branch A1 (iMN); BEST4+ epithelial; TRGV2 gdT; MMP9+ Inflammatory macrophage; LEC2 (MADCAM1+); FCRL4+ Memory B; LEC3 (ADGRG3+); Activated CD8 T; Progenitor (NEUROG3+); LYVE1+ Macrophage; Naive B; D cells (SST+); BEST2+ Goblet cell; Branch A4 (IN); IgA plasma cell; LTi-like NCR- ILC3; LTi-like NCR+ ILC3; Memory B; Contractile pericyte (PLN+); Neuroblast; Branch A2 (IPAN/IN); Germ; Transitional Stromal 3 (C3+); ILC3; FDC; CD8-positive, alpha-beta T cell; mast cell",151.35951641672722468124
VHFLargeIntestine,UBERON:0000059,descending colon,140721.8643302251,3,3,3,0,149,17,37,166,"Immature B; FDC; pDC; TRGV5/7 gdT; FCRL4+ Memory B; β cells (INS+); Mesothelium (PRG4+); B cell; CD4-positive, alpha-beta T cell; fibroblast; neutrophil; plasma cell; transit amplifying cell of colon; arterial capillary; Mast cell; enterocyte of epithelium of large intestine; paneth cell of colon; intestinal tuft cell; Endothelial; TA; Smooth muscle; CD66+ Enterocyte; M1 Macrophage; ICC; CD4+ T cell; Neutrophil; Stroma; B; DC; CD57+ Enterocyte; CD7+ Immune; MUC1+ Enterocyte; Enterocyte; CD8-positive, alpha-beta T cell; mast cell; monocyte; Lymphatic; Nerve; CD8+ T; TRGV2 gdT; Mature venous EC; LEC6 (ADAMTS4+); Naive B; BEST4+ epithelial; Activated T; Microfold cell; Stromal 4 (MMP1+); EECs; Immature pericyte; Pro-B; mLTo; CD8 Tmem; Goblet cell; Proximal progenitor; SMC (PART1/CAPN3+); mLN Stroma (FMO2+); LEC2 (MADCAM1+); Progenitor (NEUROG3+); Stromal 3 (KCNN3+); cDC1; Distal progenitor; large intestine goblet cell; gut endothelial cell; intestinal enteroendocrine cell; MPO+ mono-neutrophil; EC cells (TAC1+); M2 Macrophage; LZ GC cell; Adult Glia; Branch A3 (IPAN/IN); STAT1+ Naive B; Cycling B cell; Differentiating glia; Transitional Stromal 3 (C3+); LYVE1+ Macrophage; cycling EC; Th17; ENCC/glia Progenitor; Pre-B; T reticular; Pericyte; TRGV4 gdT; LEC1 (ACKR4+); myofibroblast; Monocytes; IgA plasma cell; Memory B; Germ; CLDN10+ cells; Fetal arterial EC; LEC3 (ADGRG3+); Cycling plasma cell; GC B cell; Colonocyte; Stromal 3 (C7+); cycling neuroblast; Branch B2 (eMN); MAIT cell; TRDV2/TRGV9 gdT; Mesothelium; EC cells (NPW+); Activated CD8 T; SMC (PLPP2+); ILC2; Stromal 2 (NPY+); Stromal 2 (CH25H+); N cells (NTS+); Branch B1 (eMN); K cells (GIP+); Macrophages; SELL+ CD4 T; Branch A1 (iMN); BEST2+ Goblet cell; MMP9+ Inflammatory macrophage; Branch A2 (IPAN/IN); ILC3; cycling ENCC/glia; CLC+ Mast cell; Stromal 1 (CCL11+); myofibroblast (RSPO2+); Mesoderm 2 (ZEB2+); Tuft; LEC4 (STAB2+); Glia 1 (DHH+); Glia 2 (ELN+); Lymphoid DC; CLP; L cells (PYY+); NK cell; cDC2; Tfh; Glia 3 (BCAN+); Branch A4 (IN); Fetal venous EC; angiogenic pericyte; Treg; venous capillary; LTi-like NCR+ ILC3; LTi-like NCR- ILC3; Stem cells; Mesothelium (RGS5+); ILCP; Branch B3 (IPAN); Mesoderm 1 (HAND1+); Th1; NK T cell; LEC5 (CLDN11+); IgG plasma cell; Megakaryocyte; I cells (CCK+); RBC; SELL+ CD8 T; Mature arterial EC; Neuroblast; DZ GC cell; Contractile pericyte (PLN+); D cells (SST+); Plasma; Cycling TA; Neuroendocrine; Goblet; Paneth; NK; M/X cells (MLN/GHRL+); Activated CD4 T; CX3CR1+ CD8 Tmem; cycling stromal",193.86247350520037462414
VHFLargeIntestine,UBERON:0000059,sigmoid colon,30343.709589328162,3,3,3,0,146,17,37,163,"L cells (PYY+); Cycling plasma cell; LEC3 (ADGRG3+); Fetal arterial EC; TRGV5/7 gdT; MMP9+ Inflammatory macrophage; Stromal 4 (MMP1+); Stromal 2 (NPY+); CD8 Tmem; ILC3; Lymphoid DC; Glia 3 (BCAN+); Branch A1 (iMN); ILCP; Microfold cell; Mesothelium (PRG4+); M/X cells (MLN/GHRL+); IgG plasma cell; Stem cells; Adult Glia; Stromal 2 (CH25H+); Transitional Stromal 3 (C3+); Tuft; DZ GC cell; Naive B; ENCC/glia Progenitor; cycling EC; angiogenic pericyte; Stromal 3 (KCNN3+); cycling ENCC/glia; TRDV2/TRGV9 gdT; K cells (GIP+); CLC+ Mast cell; Cycling B cell; cycling neuroblast; mLTo; Stromal 1 (CCL11+); Progenitor (NEUROG3+); Branch A2 (IPAN/IN); myofibroblast (RSPO2+); STAT1+ Naive B; Mesothelium (RGS5+); myofibroblast; Activated T; I cells (CCK+); Glia 1 (DHH+); Differentiating glia; Glia 2 (ELN+); Memory B; LYVE1+ Macrophage; ILC2; pDC; CLP; EC cells (NPW+); mLN Stroma (FMO2+); cDC1; BEST4+ epithelial; GC B cell; Germ; Pericyte; LTi-like NCR- ILC3; CLDN10+ cells; Branch A4 (IN); cDC2; Branch B2 (eMN); D cells (SST+); LEC4 (STAB2+); LEC2 (MADCAM1+); intestinal enteroendocrine cell; gut endothelial cell; large intestine goblet cell; Th17; Tfh; Branch B1 (eMN); LEC6 (ADAMTS4+); NK cell; LEC1 (ACKR4+); MAIT cell; EECs; CX3CR1+ CD8 Tmem; SMC (PLPP2+); Branch B3 (IPAN); NK T cell; Treg; Mature arterial EC; Monocytes; IgA plasma cell; SELL+ CD8 T; SELL+ CD4 T; LZ GC cell; Immature B; Pro-B; Megakaryocyte; N cells (NTS+); Immature pericyte; venous capillary; LEC5 (CLDN11+); transit amplifying cell of colon; arterial capillary; Mast cell; enterocyte of epithelium of large intestine; paneth cell of colon; intestinal tuft cell; CD7+ Immune; Neutrophil; MUC1+ Enterocyte; CD4+ T cell; DC; M1 Macrophage; Smooth muscle; Stroma; CD57+ Enterocyte; Endothelial; M2 Macrophage; Cycling TA; Neuroendocrine; ICC; Goblet; NK; CD66+ Enterocyte; Enterocyte; B; Plasma; TA; Paneth; Mature venous EC; FCRL4+ Memory B; BEST2+ Goblet cell; Mesothelium; Th1; FDC; Activated CD8 T; TRGV2 gdT; Pre-B; Distal progenitor; Contractile pericyte (PLN+); Neuroblast; TRGV4 gdT; Mesoderm 1 (HAND1+); Fetal venous EC; T reticular; Proximal progenitor; SMC (PART1/CAPN3+); Goblet cell; RBC; Colonocyte; Stromal 3 (C7+); Macrophages; EC cells (TAC1+); MPO+ mono-neutrophil; Branch A3 (IPAN/IN); Activated CD4 T; Lymphatic; Nerve; CD8+ T; B cell; CD4-positive, alpha-beta T cell; fibroblast; neutrophil; plasma cell; CD8-positive, alpha-beta T cell; mast cell; monocyte",136.14506136762127410871
