organ,organ_id,as_label,as_volume,rui_location_one_as_count,rui_location_count,rui_locations_with_ct,rui_locations_no_ct,ct_not_in_hra,ct_in_hra,ct_from_hra_only,experimental_ct_count,ct_labels_from_experimental_data,predicted_cells_per_ct
VHFHeart,UBERON:0000948,Posteromedial head of posterior papillary muscle of left ventricle,4401.498768462402,0,1,36,0,5,1,0,6,macrophage; smooth muscle cell; fibroblast of cardiac tissue; cardiac muscle cell; hepatocyte; cardiac endothelial cell,1132.08333333333333333333
VHFHeart,UBERON:0000948,heart left ventricle,229312.7801882646,102,8,139,0,5,1,22,6,smooth muscle cell; fibroblast of cardiac tissue; cardiac muscle cell; hepatocyte; cardiac endothelial cell; macrophage,1145.94306049822064056940
VHFHeart,UBERON:0000948,heart right ventricle,78714.75572486871,49,3,86,0,5,1,22,6,macrophage; smooth muscle cell; fibroblast of cardiac tissue; cardiac muscle cell; hepatocyte; cardiac endothelial cell,1030.09302325581395348837
VHFHeart,UBERON:0000948,interventricular septum,65894.53465930313,0,2,37,0,5,1,19,6,macrophage; smooth muscle cell; fibroblast of cardiac tissue; cardiac muscle cell; hepatocyte; cardiac endothelial cell,1145.40090090090090090090
VHFHeart,UBERON:0000948,left cardiac atrium,18115.96846829785,49,1,49,0,5,1,22,6,macrophage; cardiac muscle cell; cardiac endothelial cell; smooth muscle cell; hepatocyte; fibroblast of cardiac tissue,628.80952380952380952381
VHFHeart,UBERON:0000948,right cardiac atrium,33225.9013445354,36,1,36,0,5,1,26,6,smooth muscle cell; fibroblast of cardiac tissue; cardiac endothelial cell; cardiac muscle cell; macrophage; hepatocyte,432.82857142857142857143
VHFLargeIntestine,UBERON:0000059,ascending colon,46838.66491802995,0,2,2,0,29,10,37,39,"CD4-positive, alpha-beta T cell; CD8-positive, alpha-beta T cell; intestinal tuft cell; gut endothelial cell; enterocyte of epithelium of large intestine; large intestine goblet cell; paneth cell of colon; transit amplifying cell of colon; intestinal enteroendocrine cell; mast cell; monocyte; plasma cell; B cell; Goblet; Stroma; CD7+ Immune; Smooth muscle; Enterocyte; Endothelial; Neuroendocrine; DC; CD66+ Enterocyte; M2 Macrophage; Plasma; MUC1+ Enterocyte; B; TA; Cycling TA; Paneth; M1 Macrophage; CD57+ Enterocyte; NK; ICC; Lymphatic; Nerve; fibroblast; neutrophil; Neutrophil; CD4+ T cell; CD8+ T",536.52173913043478260870
VHFLargeIntestine,UBERON:0000059,caecum,31765.15370754535,0,2,2,0,29,10,36,39,"enterocyte of epithelium of large intestine; large intestine goblet cell; paneth cell of colon; gut endothelial cell; CD8-positive, alpha-beta T cell; intestinal tuft cell; intestinal enteroendocrine cell; CD4-positive, alpha-beta T cell; M1 Macrophage; Endothelial; ICC; Paneth; TA; Goblet; Neuroendocrine; Smooth muscle; CD57+ Enterocyte; DC; CD66+ Enterocyte; Stroma; CD7+ Immune; NK; M2 Macrophage; B; Cycling TA; Enterocyte; Plasma; MUC1+ Enterocyte; transit amplifying cell of colon; plasma cell; B cell; Neutrophil; neutrophil; CD4+ T cell; CD8+ T; Lymphatic; Nerve; fibroblast; mast cell; monocyte",536.52173913043478260870
VHFLargeIntestine,UBERON:0000059,descending colon,140721.8643302251,3,3,3,0,29,10,37,39,"Neutrophil; neutrophil; CD4+ T cell; CD8+ T; Lymphatic; Nerve; fibroblast; mast cell; monocyte; plasma cell; intestinal tuft cell; large intestine goblet cell; Enterocyte; Stroma; CD57+ Enterocyte; Smooth muscle; Endothelial; Plasma; Paneth; M2 Macrophage; MUC1+ Enterocyte; TA; DC; CD66+ Enterocyte; Neuroendocrine; NK; CD7+ Immune; B; Goblet; Cycling TA; ICC; M1 Macrophage; transit amplifying cell of colon; B cell; enterocyte of epithelium of large intestine; paneth cell of colon; CD8-positive, alpha-beta T cell; intestinal enteroendocrine cell; CD4-positive, alpha-beta T cell; gut endothelial cell",823.85046728971962616822
VHFLargeIntestine,UBERON:0000059,sigmoid colon,30343.709589328162,3,3,3,0,29,10,37,39,"neutrophil; Neutrophil; CD4+ T cell; CD8+ T; Lymphatic; Nerve; fibroblast; mast cell; DC; Paneth; CD7+ Immune; Endothelial; M2 Macrophage; NK; CD57+ Enterocyte; Smooth muscle; Enterocyte; ICC; CD66+ Enterocyte; Cycling TA; Stroma; Goblet; Neuroendocrine; B; monocyte; plasma cell; B cell; transit amplifying cell of colon; CD4-positive, alpha-beta T cell; large intestine goblet cell; intestinal enteroendocrine cell; enterocyte of epithelium of large intestine; intestinal tuft cell; CD8-positive, alpha-beta T cell; gut endothelial cell; paneth cell of colon; MUC1+ Enterocyte; Plasma; TA; M1 Macrophage",456.25490196078431372549
VHFLargeIntestine,UBERON:0000059,transverse colon,171672.2417935184,2,2,2,0,29,10,37,39,"mast cell; monocyte; plasma cell; B cell; M2 Macrophage; Endothelial; Stroma; CD7+ Immune; M1 Macrophage; B; Goblet; NK; Neuroendocrine; TA; Plasma; Enterocyte; ICC; Cycling TA; DC; CD66+ Enterocyte; Smooth muscle; MUC1+ Enterocyte; CD57+ Enterocyte; Paneth; large intestine goblet cell; transit amplifying cell of colon; gut endothelial cell; CD8-positive, alpha-beta T cell; CD4-positive, alpha-beta T cell; paneth cell of colon; intestinal enteroendocrine cell; enterocyte of epithelium of large intestine; intestinal tuft cell; CD8+ T; Lymphatic; Nerve; fibroblast; Neutrophil; neutrophil; CD4+ T cell",838.41935483870967741935
VHFLeftKidney,UBERON:0004538,hilum of kidney,8361.985667661724,0,1,1,0,44,1,0,45,Fibroblast; Medullary Fibroblast; Mast; Medullary Thick Ascending Limb; Inner Medullary Collecting Duct; Cortical Vascular Smooth Muscle / Pericyte; Lymphatic Endothelial; Descending Vasa Recta Endothelial ; Renin-positive Juxtaglomerular Granular; Mesangial; Descending Thin Limb Type 2; Macula Densa; Monocyte-derived; Outer Medullary Collecting Duct Principal; Proximal Tubule Epithelial Segment 3; Classical Dendritic; Ascending Vasa Recta Endothelial; B; Non-classical monocyte; Cortical Collecting Duct Intercalated Type A; Natural Killer T; Schwann / Neural; Intercalated Type B; Papillary Tip Epithelial; Proximal Tubule Epithelial Segment 1; Descending Thin Limb Type 3; T; Ascending Thin Limb; Afferent / Efferent Arteriole Endothelial; Connecting Tubule Principal; Outer Medullary Collecting Duct Intercalated Type A; Descending Thin Limb Type 1; Parietal Epithelial; Plasmacytoid Dendritic; Distal Convoluted Tubule Type 1; Vascular Smooth Muscle / Pericyte; Cortical Thick Ascending Limb; Glomerular Capillary Endothelial; Peritubular Capilary Endothelial ; M2 Macrophage; Cortical Collecting Duct Principal; Plasma; Connecting Tubule; Podocyte; Proximal Tubule Epithelial Segment 2,2245.10112359550561797753
VHFLeftKidney,UBERON:0004538,kidney capsule,12774.60216278246,0,2,2,0,45,1,1,46,Distal Convoluted Tubule Type 2; Intercalated Type B; Mast; Classical Dendritic; Plasmacytoid Dendritic; Schwann / Neural; Lymphatic Endothelial; Connecting Tubule Intercalated Type A; Proximal Tubule Epithelial Segment 1; Mesangial; Glomerular Capillary Endothelial; Proximal Tubule Epithelial Segment 2; Renin-positive Juxtaglomerular Granular; Fibroblast; Descending Thin Limb Type 1; Descending Thin Limb Type 3; Outer Medullary Collecting Duct Principal; Vascular Smooth Muscle / Pericyte; T; Cortical Collecting Duct Principal; Outer Medullary Collecting Duct Intercalated Type A; Natural Killer T; Descending Vasa Recta Endothelial ; Connecting Tubule; Inner Medullary Collecting Duct; Connecting Tubule Principal; Ascending Vasa Recta Endothelial; Non-classical monocyte; M2 Macrophage; Ascending Thin Limb; Peritubular Capilary Endothelial ; Monocyte-derived; Descending Thin Limb Type 2; Medullary Thick Ascending Limb; Medullary Fibroblast; Podocyte; Cortical Vascular Smooth Muscle / Pericyte; Macula Densa; Afferent / Efferent Arteriole Endothelial; Distal Convoluted Tubule Type 1; Parietal Epithelial; Cortical Collecting Duct Intercalated Type A; Cortical Thick Ascending Limb; Plasma; Proximal Tubule Epithelial Segment 3; B,1631.109375
VHFLeftKidney,UBERON:0004538,outer cortex of kidney,132321.2564316727,5,10,10,0,46,1,1,47,Plasmacytoid Dendritic; Fibroblast; Parietal Epithelial; Glomerular Capillary Endothelial; Connecting Tubule Principal; M2 Macrophage; Distal Convoluted Tubule Type 2; Cortical Collecting Duct Intercalated Type A; Classical Dendritic; Cortical Vascular Smooth Muscle / Pericyte; Intercalated Type B; Distal Convoluted Tubule Type 1; Connecting Tubule Intercalated Type A; Medullary Fibroblast; Connecting Tubule; Outer Medullary Collecting Duct Intercalated Type A; Vascular Smooth Muscle / Pericyte; B; Descending Vasa Recta Endothelial ; Proximal Tubule Epithelial Segment 1; Proximal Tubule Epithelial Segment 3; Plasma; Mast; Descending Thin Limb Type 2; Macula Densa; Afferent / Efferent Arteriole Endothelial; Outer Medullary Collecting Duct Principal; Medullary Thick Ascending Limb; Monocyte-derived; Ascending Vasa Recta Endothelial; Mesangial; Peritubular Capilary Endothelial ; Lymphatic Endothelial; Papillary Tip Epithelial; Ascending Thin Limb; Cortical Thick Ascending Limb; Descending Thin Limb Type 1; Inner Medullary Collecting Duct; Cortical Collecting Duct Principal; Podocyte; Descending Thin Limb Type 3; Natural Killer T; Renin-positive Juxtaglomerular Granular; Non-classical monocyte; Schwann / Neural; T; Proximal Tubule Epithelial Segment 2,743.24504692387904066736
