organ,as_label,cell_label,cell_id,mean_cell_count,cell_count
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,cardiac endothelial cell,https://purl.org/ccf/ASCTB-TEMP_cardiac-endothelial-cell,1462,52632
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,cardiac muscle cell,https://purl.org/ccf/ASCTB-TEMP_cardiac-muscle-cell,2654.5,95562
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,fibroblast of cardiac tissue,https://purl.org/ccf/ASCTB-TEMP_fibroblast-of-cardiac-tissue,1037.66666666666666666667,37356
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,hepatocyte,https://purl.org/ccf/ASCTB-TEMP_hepatocyte,8.33333333333333333333,300
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,macrophage,https://purl.org/ccf/ASCTB-TEMP_macrophage,550,19800
VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,smooth muscle cell,https://purl.org/ccf/ASCTB-TEMP_smooth-muscle-cell,1080,38880
VHFHeart,heart left ventricle,cardiac endothelial cell,https://purl.org/ccf/ASCTB-TEMP_cardiac-endothelial-cell,1236.85714285714285714286,173160
VHFHeart,heart left ventricle,cardiac muscle cell,https://purl.org/ccf/ASCTB-TEMP_cardiac-muscle-cell,3029.72142857142857142857,424161
VHFHeart,heart left ventricle,fibroblast of cardiac tissue,https://purl.org/ccf/ASCTB-TEMP_fibroblast-of-cardiac-tissue,1026.27142857142857142857,143678
VHFHeart,heart left ventricle,hepatocyte,https://purl.org/ccf/ASCTB-TEMP_hepatocyte,13.80451127819548872180,1836
VHFHeart,heart left ventricle,macrophage,https://purl.org/ccf/ASCTB-TEMP_macrophage,391.38571428571428571429,54794
VHFHeart,heart left ventricle,smooth muscle cell,https://purl.org/ccf/ASCTB-TEMP_smooth-muscle-cell,1192.35,166929
VHFHeart,heart right ventricle,cardiac endothelial cell,https://purl.org/ccf/ASCTB-TEMP_cardiac-endothelial-cell,970.45348837209302325581,83459
VHFHeart,heart right ventricle,cardiac muscle cell,https://purl.org/ccf/ASCTB-TEMP_cardiac-muscle-cell,2815.76744186046511627907,242156
VHFHeart,heart right ventricle,fibroblast of cardiac tissue,https://purl.org/ccf/ASCTB-TEMP_fibroblast-of-cardiac-tissue,1055.25581395348837209302,90752
VHFHeart,heart right ventricle,hepatocyte,https://purl.org/ccf/ASCTB-TEMP_hepatocyte,8.69767441860465116279,748
VHFHeart,heart right ventricle,macrophage,https://purl.org/ccf/ASCTB-TEMP_macrophage,346.69767441860465116279,29816
VHFHeart,heart right ventricle,smooth muscle cell,https://purl.org/ccf/ASCTB-TEMP_smooth-muscle-cell,983.68604651162790697674,84597
VHFHeart,interventricular septum,cardiac endothelial cell,https://purl.org/ccf/ASCTB-TEMP_cardiac-endothelial-cell,1435.89189189189189189189,53128
VHFHeart,interventricular septum,cardiac muscle cell,https://purl.org/ccf/ASCTB-TEMP_cardiac-muscle-cell,2631.18918918918918918919,97354
VHFHeart,interventricular septum,fibroblast of cardiac tissue,https://purl.org/ccf/ASCTB-TEMP_fibroblast-of-cardiac-tissue,1122.75675675675675675676,41542
VHFHeart,interventricular septum,hepatocyte,https://purl.org/ccf/ASCTB-TEMP_hepatocyte,14.16216216216216216216,524
VHFHeart,interventricular septum,macrophage,https://purl.org/ccf/ASCTB-TEMP_macrophage,599.24324324324324324324,22172
VHFHeart,interventricular septum,smooth muscle cell,https://purl.org/ccf/ASCTB-TEMP_smooth-muscle-cell,1069.16216216216216216216,39559
VHFHeart,left cardiac atrium,cardiac endothelial cell,https://purl.org/ccf/ASCTB-TEMP_cardiac-endothelial-cell,528.28571428571428571429,25886
VHFHeart,left cardiac atrium,cardiac muscle cell,https://purl.org/ccf/ASCTB-TEMP_cardiac-muscle-cell,1507.57142857142857142857,73871
VHFHeart,left cardiac atrium,fibroblast of cardiac tissue,https://purl.org/ccf/ASCTB-TEMP_fibroblast-of-cardiac-tissue,697.85714285714285714286,34195
VHFHeart,left cardiac atrium,hepatocyte,https://purl.org/ccf/ASCTB-TEMP_hepatocyte,10.14285714285714285714,497
VHFHeart,left cardiac atrium,macrophage,https://purl.org/ccf/ASCTB-TEMP_macrophage,230.85714285714285714286,11312
VHFHeart,left cardiac atrium,smooth muscle cell,https://purl.org/ccf/ASCTB-TEMP_smooth-muscle-cell,798.14285714285714285714,39109
VHFHeart,right cardiac atrium,cardiac endothelial cell,https://purl.org/ccf/ASCTB-TEMP_cardiac-endothelial-cell,333.66666666666666666667,12012
VHFHeart,right cardiac atrium,cardiac muscle cell,https://purl.org/ccf/ASCTB-TEMP_cardiac-muscle-cell,859.83333333333333333333,30954
VHFHeart,right cardiac atrium,fibroblast of cardiac tissue,https://purl.org/ccf/ASCTB-TEMP_fibroblast-of-cardiac-tissue,899.33333333333333333333,32376
VHFHeart,right cardiac atrium,hepatocyte,https://purl.org/ccf/ASCTB-TEMP_hepatocyte,29.4,882
VHFHeart,right cardiac atrium,macrophage,https://purl.org/ccf/ASCTB-TEMP_macrophage,152.5,5490
VHFHeart,right cardiac atrium,smooth muscle cell,https://purl.org/ccf/ASCTB-TEMP_smooth-muscle-cell,255,9180
VHFLargeIntestine,ascending colon,B cell,https://purl.org/ccf/ASCTB-TEMP_b-cell,48.33333333333333333333,145
VHFLargeIntestine,ascending colon,"CD4-positive, alpha-beta T cell",https://purl.org/ccf/ASCTB-TEMP_cd4-positive-alpha-beta-t-cell,67.66666666666666666667,203
VHFLargeIntestine,ascending colon,"CD8-positive, alpha-beta T cell",https://purl.org/ccf/ASCTB-TEMP_cd8-positive-alpha-beta-t-cell,60,180
VHFLargeIntestine,ascending colon,enterocyte of epithelium of large intestine,https://purl.org/ccf/ASCTB-TEMP_enterocyte-of-epithelium-of-large-intestine,1244,3732
VHFLargeIntestine,ascending colon,fibroblast,https://purl.org/ccf/ASCTB-TEMP_fibroblast,1031.66666666666666666667,3095
VHFLargeIntestine,ascending colon,gut endothelial cell,https://purl.org/ccf/ASCTB-TEMP_gut-endothelial-cell,604,1812
VHFLargeIntestine,ascending colon,intestinal enteroendocrine cell,https://purl.org/ccf/ASCTB-TEMP_intestinal-enteroendocrine-cell,10.66666666666666666667,32
VHFLargeIntestine,ascending colon,intestinal tuft cell,https://purl.org/ccf/ASCTB-TEMP_intestinal-tuft-cell,234.66666666666666666667,704
VHFLargeIntestine,ascending colon,large intestine goblet cell,https://purl.org/ccf/ASCTB-TEMP_large-intestine-goblet-cell,292.33333333333333333333,877
VHFLargeIntestine,ascending colon,mast cell,https://purl.org/ccf/ASCTB-TEMP_mast-cell,2.66666666666666666667,8
VHFLargeIntestine,ascending colon,monocyte,https://purl.org/ccf/ASCTB-TEMP_monocyte,59,177
VHFLargeIntestine,ascending colon,neutrophil,https://purl.org/ccf/ASCTB-TEMP_neutrophil,44.66666666666666666667,134
VHFLargeIntestine,ascending colon,paneth cell of colon,https://purl.org/ccf/ASCTB-TEMP_paneth-cell-of-colon,70,210
VHFLargeIntestine,ascending colon,plasma cell,https://purl.org/ccf/ASCTB-TEMP_plasma-cell,114.5,229
VHFLargeIntestine,ascending colon,transit amplifying cell of colon,https://purl.org/ccf/ASCTB-TEMP_transit-amplifying-cell-of-colon,128,128
VHFLargeIntestine,caecum,B cell,https://purl.org/ccf/ASCTB-TEMP_b-cell,48.33333333333333333333,145
VHFLargeIntestine,caecum,"CD4-positive, alpha-beta T cell",https://purl.org/ccf/ASCTB-TEMP_cd4-positive-alpha-beta-t-cell,67.66666666666666666667,203
VHFLargeIntestine,caecum,"CD8-positive, alpha-beta T cell",https://purl.org/ccf/ASCTB-TEMP_cd8-positive-alpha-beta-t-cell,60,180
VHFLargeIntestine,caecum,enterocyte of epithelium of large intestine,https://purl.org/ccf/ASCTB-TEMP_enterocyte-of-epithelium-of-large-intestine,1244,3732
VHFLargeIntestine,caecum,fibroblast,https://purl.org/ccf/ASCTB-TEMP_fibroblast,1031.66666666666666666667,3095
VHFLargeIntestine,caecum,gut endothelial cell,https://purl.org/ccf/ASCTB-TEMP_gut-endothelial-cell,604,1812
VHFLargeIntestine,caecum,intestinal enteroendocrine cell,https://purl.org/ccf/ASCTB-TEMP_intestinal-enteroendocrine-cell,10.66666666666666666667,32
VHFLargeIntestine,caecum,intestinal tuft cell,https://purl.org/ccf/ASCTB-TEMP_intestinal-tuft-cell,234.66666666666666666667,704
VHFLargeIntestine,caecum,large intestine goblet cell,https://purl.org/ccf/ASCTB-TEMP_large-intestine-goblet-cell,292.33333333333333333333,877
VHFLargeIntestine,caecum,mast cell,https://purl.org/ccf/ASCTB-TEMP_mast-cell,2.66666666666666666667,8
VHFLargeIntestine,caecum,monocyte,https://purl.org/ccf/ASCTB-TEMP_monocyte,59,177
VHFLargeIntestine,caecum,neutrophil,https://purl.org/ccf/ASCTB-TEMP_neutrophil,44.66666666666666666667,134
VHFLargeIntestine,caecum,paneth cell of colon,https://purl.org/ccf/ASCTB-TEMP_paneth-cell-of-colon,70,210
VHFLargeIntestine,caecum,plasma cell,https://purl.org/ccf/ASCTB-TEMP_plasma-cell,114.5,229
VHFLargeIntestine,caecum,transit amplifying cell of colon,https://purl.org/ccf/ASCTB-TEMP_transit-amplifying-cell-of-colon,128,128
VHFLargeIntestine,descending colon,B cell,https://purl.org/ccf/ASCTB-TEMP_b-cell,53,53
VHFLargeIntestine,descending colon,"CD4-positive, alpha-beta T cell",https://purl.org/ccf/ASCTB-TEMP_cd4-positive-alpha-beta-t-cell,101,101
VHFLargeIntestine,descending colon,"CD8-positive, alpha-beta T cell",https://purl.org/ccf/ASCTB-TEMP_cd8-positive-alpha-beta-t-cell,88,88
VHFLargeIntestine,descending colon,enterocyte of epithelium of large intestine,https://purl.org/ccf/ASCTB-TEMP_enterocyte-of-epithelium-of-large-intestine,1151,1151
VHFLargeIntestine,descending colon,fibroblast,https://purl.org/ccf/ASCTB-TEMP_fibroblast,498,498
VHFLargeIntestine,descending colon,gut endothelial cell,https://purl.org/ccf/ASCTB-TEMP_gut-endothelial-cell,485,485
VHFLargeIntestine,descending colon,intestinal enteroendocrine cell,https://purl.org/ccf/ASCTB-TEMP_intestinal-enteroendocrine-cell,53,53
VHFLargeIntestine,descending colon,intestinal tuft cell,https://purl.org/ccf/ASCTB-TEMP_intestinal-tuft-cell,853,853
VHFLargeIntestine,descending colon,large intestine goblet cell,https://purl.org/ccf/ASCTB-TEMP_large-intestine-goblet-cell,632,632
VHFLargeIntestine,descending colon,mast cell,https://purl.org/ccf/ASCTB-TEMP_mast-cell,3,3
VHFLargeIntestine,descending colon,monocyte,https://purl.org/ccf/ASCTB-TEMP_monocyte,46,46
VHFLargeIntestine,descending colon,neutrophil,https://purl.org/ccf/ASCTB-TEMP_neutrophil,83,83
VHFLargeIntestine,descending colon,paneth cell of colon,https://purl.org/ccf/ASCTB-TEMP_paneth-cell-of-colon,110,110
VHFLargeIntestine,descending colon,plasma cell,https://purl.org/ccf/ASCTB-TEMP_plasma-cell,52,52
VHFLargeIntestine,descending colon,transit amplifying cell of colon,https://purl.org/ccf/ASCTB-TEMP_transit-amplifying-cell-of-colon,121,121
VHFLargeIntestine,sigmoid colon,B cell,https://purl.org/ccf/ASCTB-TEMP_b-cell,43,43
VHFLargeIntestine,sigmoid colon,"CD4-positive, alpha-beta T cell",https://purl.org/ccf/ASCTB-TEMP_cd4-positive-alpha-beta-t-cell,81,81
VHFLargeIntestine,sigmoid colon,"CD8-positive, alpha-beta T cell",https://purl.org/ccf/ASCTB-TEMP_cd8-positive-alpha-beta-t-cell,77,77
VHFLargeIntestine,sigmoid colon,enterocyte of epithelium of large intestine,https://purl.org/ccf/ASCTB-TEMP_enterocyte-of-epithelium-of-large-intestine,665,665
VHFLargeIntestine,sigmoid colon,fibroblast,https://purl.org/ccf/ASCTB-TEMP_fibroblast,688,688
VHFLargeIntestine,sigmoid colon,gut endothelial cell,https://purl.org/ccf/ASCTB-TEMP_gut-endothelial-cell,655,655
VHFLargeIntestine,sigmoid colon,intestinal enteroendocrine cell,https://purl.org/ccf/ASCTB-TEMP_intestinal-enteroendocrine-cell,64,64
VHFLargeIntestine,sigmoid colon,intestinal tuft cell,https://purl.org/ccf/ASCTB-TEMP_intestinal-tuft-cell,1128,1128
VHFLargeIntestine,sigmoid colon,large intestine goblet cell,https://purl.org/ccf/ASCTB-TEMP_large-intestine-goblet-cell,521,521
VHFLargeIntestine,sigmoid colon,mast cell,https://purl.org/ccf/ASCTB-TEMP_mast-cell,3,3
VHFLargeIntestine,sigmoid colon,monocyte,https://purl.org/ccf/ASCTB-TEMP_monocyte,90,90
VHFLargeIntestine,sigmoid colon,neutrophil,https://purl.org/ccf/ASCTB-TEMP_neutrophil,58,58
VHFLargeIntestine,sigmoid colon,paneth cell of colon,https://purl.org/ccf/ASCTB-TEMP_paneth-cell-of-colon,81,81
VHFLargeIntestine,sigmoid colon,plasma cell,https://purl.org/ccf/ASCTB-TEMP_plasma-cell,88,88
VHFLargeIntestine,sigmoid colon,transit amplifying cell of colon,https://purl.org/ccf/ASCTB-TEMP_transit-amplifying-cell-of-colon,43,43
VHFLargeIntestine,transverse colon,B cell,https://purl.org/ccf/ASCTB-TEMP_b-cell,94,282
VHFLargeIntestine,transverse colon,"CD4-positive, alpha-beta T cell",https://purl.org/ccf/ASCTB-TEMP_cd4-positive-alpha-beta-t-cell,80.66666666666666666667,242
VHFLargeIntestine,transverse colon,"CD8-positive, alpha-beta T cell",https://purl.org/ccf/ASCTB-TEMP_cd8-positive-alpha-beta-t-cell,104.66666666666666666667,314
VHFLargeIntestine,transverse colon,enterocyte of epithelium of large intestine,https://purl.org/ccf/ASCTB-TEMP_enterocyte-of-epithelium-of-large-intestine,718,2154
VHFLargeIntestine,transverse colon,fibroblast,https://purl.org/ccf/ASCTB-TEMP_fibroblast,1562.66666666666666666667,4688
VHFLargeIntestine,transverse colon,gut endothelial cell,https://purl.org/ccf/ASCTB-TEMP_gut-endothelial-cell,859,2577
VHFLargeIntestine,transverse colon,intestinal enteroendocrine cell,https://purl.org/ccf/ASCTB-TEMP_intestinal-enteroendocrine-cell,26.66666666666666666667,80
VHFLargeIntestine,transverse colon,intestinal tuft cell,https://purl.org/ccf/ASCTB-TEMP_intestinal-tuft-cell,348.66666666666666666667,1046
VHFLargeIntestine,transverse colon,large intestine goblet cell,https://purl.org/ccf/ASCTB-TEMP_large-intestine-goblet-cell,217.66666666666666666667,653
VHFLargeIntestine,transverse colon,mast cell,https://purl.org/ccf/ASCTB-TEMP_mast-cell,5,15
VHFLargeIntestine,transverse colon,monocyte,https://purl.org/ccf/ASCTB-TEMP_monocyte,111.33333333333333333333,334
VHFLargeIntestine,transverse colon,neutrophil,https://purl.org/ccf/ASCTB-TEMP_neutrophil,78,234
VHFLargeIntestine,transverse colon,paneth cell of colon,https://purl.org/ccf/ASCTB-TEMP_paneth-cell-of-colon,40,120
VHFLargeIntestine,transverse colon,plasma cell,https://purl.org/ccf/ASCTB-TEMP_plasma-cell,40.66666666666666666667,122
VHFLargeIntestine,transverse colon,transit amplifying cell of colon,https://purl.org/ccf/ASCTB-TEMP_transit-amplifying-cell-of-colon,80,80
VHFLung,Lateral segmental bronchus,B cell,https://purl.org/ccf/ASCTB-TEMP_b-cell,39.5,158
VHFLung,Lateral segmental bronchus,"CD4-positive, alpha-beta T cell",https://purl.org/ccf/ASCTB-TEMP_cd4-positive-alpha-beta-t-cell,506.5,2026
VHFLung,Lateral segmental bronchus,"CD8-positive, alpha-beta T cell",https://purl.org/ccf/ASCTB-TEMP_cd8-positive-alpha-beta-t-cell,106,424
VHFLung,Lateral segmental bronchus,basal cell,https://purl.org/ccf/ASCTB-TEMP_basal-cell,42.5,170
VHFLung,Lateral segmental bronchus,basophil,https://purl.org/ccf/ASCTB-TEMP_basophil,31.5,126
VHFLung,Lateral segmental bronchus,bronchial smooth muscle cell,https://purl.org/ccf/ASCTB-TEMP_bronchial-smooth-muscle-cell,6,24
VHFLung,Lateral segmental bronchus,capillary endothelial cell,https://purl.org/ccf/ASCTB-TEMP_capillary-endothelial-cell,151,604
VHFLung,Lateral segmental bronchus,classical monocyte,https://purl.org/ccf/ASCTB-TEMP_classical-monocyte,142.5,570
VHFLung,Lateral segmental bronchus,club cell,https://purl.org/ccf/ASCTB-TEMP_club-cell,239.5,958
VHFLung,Lateral segmental bronchus,dendritic cell,https://purl.org/ccf/ASCTB-TEMP_dendritic-cell,12.5,50
VHFLung,Lateral segmental bronchus,"effector CD4-positive, alpha-beta T cell",https://purl.org/ccf/ASCTB-TEMP_effector-cd4-positive-alpha-beta-t-cell,17.5,70
VHFLung,Lateral segmental bronchus,"effector CD8-positive, alpha-beta T cell",https://purl.org/ccf/ASCTB-TEMP_effector-cd8-positive-alpha-beta-t-cell,132.5,530
VHFLung,Lateral segmental bronchus,endothelial cell of artery,https://purl.org/ccf/ASCTB-TEMP_endothelial-cell-of-artery,11,44
VHFLung,Lateral segmental bronchus,endothelial cell of lymphatic vessel,https://purl.org/ccf/ASCTB-TEMP_endothelial-cell-of-lymphatic-vessel,59,236
VHFLung,Lateral segmental bronchus,fibroblast,https://purl.org/ccf/ASCTB-TEMP_fibroblast,406.5,1626
