organ,organ_id,as_label,as_volume,rui_location_one_as_count,rui_location_count,rui_locations_with_ct,rui_locations_no_ct,ct_not_in_hra,ct_in_hra,ct_from_hra_only,experimental_ct_count,ct_labels_from_experimental_data,predicted_cells_per_ct
VHFHeart,UBERON:0000948,Posteromedial head of posterior papillary muscle of left ventricle,4401.498768462402,0,1,36,0,8,42,0,50,NK; Monocyte/cDC; CD4+T_Th1; B; EC4_immune; Endothelial; T; Endocardial; EC7_endocardial; cardiac muscle cell; EC5_art; Arterial Endothelial; Venous Endothelial; CD8+T_trans; CD8+T_te; ILC; T/NK_cycling; Capillary Endothelial; EC3_cap; EC1_cap; EC2_cap; cardiac endothelial cell; smooth muscle cell; Smooth Muscle; Adipocyte; Adip1; Adip2; Fibroblast; FB4_activated; FB1; FB5; FB3; hepatocyte; Neuronal; Lymphatic Endothelial; EC8_ln; Macrophage; LYVE1+IGF1+MP; macrophage; LYVE1+MP_cycling; LYVE1+TIMD4+MP; Mast; Pericyte; PC1_vent; CD4+T_Tfh; gdT; CD8+T_em; CD4+T_Th2; CD4+T_Th17; SAN_P_cell; Ventricular Cardiomycoyte; vCM3_stressed; NK_CD16hi; NC1_glial; CD4+T_act; CD4+T_reg; SMC1_basic; EC6_ven; CD8+T_cytox; Atrial Cardiomyocyte; vCM2; fibroblast of cardiac tissue; aCM5; CD14+Mo; vCM1; NC2_glial_NGF+; aCM2; B_plasma; CD16+Mo; DC; Neut; aCM1; CD4+T_naive; Mesothelial; NK_CD56hi; MAIT-like,391.875
VHFHeart,UBERON:0000948,heart left ventricle,229312.7801882646,102,8,139,0,9,43,23,52,Endothelial; EC4_immune; EC10_CMC-like; EC9_FB-like; T; Venous Endothelial; B; NK; Monocyte/cDC; EC7_endocardial; Endocardial; CD8+T_te; CD4+T_Th1; CD4+T_naive; Mesothelial; Meso; NK_CD56hi; MAIT-like; CD8+T_trans; T/NK_cycling; ILC; EC1_cap; Capillary Endothelial; EC3_cap; EC2_cap; Arterial Endothelial; EC5_art; cardiac endothelial cell; Adip2; Adipocyte; Adip1; Adip3; CD4+T_Tfh; gdT; CD8+T_em; Neut; cardiac muscle cell; Fibroblast; FB4_activated; FB1; FB5; FB2; FB3; hepatocyte; macrophage; LYVE1+MP_cycling; Macrophage; LYVE1+IGF1+MP; LYVE1+TIMD4+MP; Mast; Pericyte; PC1_vent; PC2_atria; PC4_CMC-like; PC3_str; DC; EC6_ven; CD8+T_cytox; B_plasma; smooth muscle cell; Smooth Muscle; SMC1_basic; Lymphatic Endothelial; EC8_ln; Neuronal; SAN_P_cell; Ventricular Cardiomycoyte; vCM3_stressed; vCM1; vCM2; vCM4; Atrial Cardiomyocyte; aCM1; aCM2; aCM5; aCM4; aCM3; fibroblast of cardiac tissue; NC1_glial; NC2_glial_NGF+; NK_CD16hi; CD4+T_act; CD14+Mo; CD4+T_reg; CD16+Mo; AVN_P_cell; Purkinje_cell; CD4+T_Th2; CD4+T_Th17,478.73018356794735409812
VHFHeart,UBERON:0000948,heart right ventricle,78714.75572486871,49,3,86,0,9,42,22,51,EC4_immune; Endothelial; EC10_CMC-like; T; Capillary Endothelial; EC1_cap; EC2_cap; EC3_cap; cardiac endothelial cell; cardiac muscle cell; EC5_art; Arterial Endothelial; MAIT-like; Fibroblast; FB4_activated; FB1; FB3; FB5; Mast; AVN_P_cell; CD4+T_Th1; NK; Monocyte/cDC; Venous Endothelial; B; CD8+T_trans; CD8+T_te; ILC; CD4+T_naive; T/NK_cycling; Mesothelial; Meso; NK_CD56hi; hepatocyte; macrophage; Macrophage; LYVE1+IGF1+MP; MoMP; LYVE1+TIMD4+MP; LYVE1+MP_cycling; Pericyte; PC1_vent; PC2_atria; PC3_str; smooth muscle cell; Smooth Muscle; Adipocyte; Adip1; Adip2; Neuronal; Lymphatic Endothelial; EC8_ln; SMC1_basic; EC6_ven; CD8+T_cytox; B_plasma; CD16+Mo; DC; Neut; CD4+T_Tfh; gdT; CD8+T_em; CD4+T_Th2; CD4+T_Th17; SAN_P_cell; fibroblast of cardiac tissue; Ventricular Cardiomycoyte; vCM3_stressed; vCM2; vCM1; vCM4; Atrial Cardiomyocyte; aCM2; aCM1; aCM5; NC1_glial; NC2_glial_NGF+; NK_CD16hi; CD4+T_act; CD14+Mo; CD4+T_reg; Endocardial; EC7_endocardial,392.43107095827126913196
VHFHeart,UBERON:0000948,interventricular septum,65894.53465930313,0,2,37,0,8,42,19,50,DC; Neut; CD4+T_Tfh; CD8+T_cytox; B_plasma; CD16+Mo; Macrophage; LYVE1+IGF1+MP; macrophage; LYVE1+TIMD4+MP; LYVE1+MP_cycling; Mast; gdT; CD8+T_em; CD4+T_Th2; CD4+T_Th17; SAN_P_cell; Ventricular Cardiomycoyte; vCM3_stressed; vCM1; vCM2; aCM2; Atrial Cardiomyocyte; aCM1; aCM5; fibroblast of cardiac tissue; NC1_glial; NC2_glial_NGF+; NK_CD16hi; CD4+T_act; CD14+Mo; CD4+T_reg; Pericyte; PC1_vent; Smooth Muscle; smooth muscle cell; Adipocyte; Adip1; Adip2; Neuronal; Lymphatic Endothelial; EC8_ln; SMC1_basic; EC6_ven; ILC; T/NK_cycling; CD4+T_naive; Mesothelial; NK_CD56hi; MAIT-like; Capillary Endothelial; EC1_cap; EC3_cap; EC2_cap; cardiac endothelial cell; cardiac muscle cell; EC5_art; Arterial Endothelial; Fibroblast; FB4_activated; FB1; FB5; FB3; hepatocyte; B; EC4_immune; Endothelial; EC7_endocardial; Endocardial; T; Venous Endothelial; NK; Monocyte/cDC; CD4+T_Th1; CD8+T_trans; CD8+T_te,445.85415037425985923361
VHFHeart,UBERON:0000948,left cardiac atrium,18115.96846829785,49,1,49,0,8,40,22,48,T; Endocardial; EC7_endocardial; Endothelial; EC4_immune; EC10_CMC-like; MAIT-like; Capillary Endothelial; EC2_cap; EC1_cap; EC3_cap; cardiac endothelial cell; cardiac muscle cell; Arterial Endothelial; EC5_art; Fibroblast; FB2; FB3; FB1; hepatocyte; Macrophage; LYVE1+IGF1+MP; macrophage; LYVE1+TIMD4+MP; Venous Endothelial; NK; Mesothelial; Meso; NK_CD56hi; Pericyte; PC2_atria; PC1_vent; Monocyte/cDC; CD4+T_Th1; B; CD8+T_trans; CD8+T_te; ILC; T/NK_cycling; CD4+T_naive; CD16+Mo; DC; Neut; CD4+T_Tfh; Adipocyte; Adip1; Adip2; Lymphatic Endothelial; EC8_ln; Neuronal; SMC2_art; SMC1_basic; EC6_ven; CD8+T_cytox; B_plasma; Smooth Muscle; smooth muscle cell; CD8+T_em; NK_CD16hi; fibroblast of cardiac tissue; CD4+T_act; CD14+Mo; NC1_glial; Ventricular Cardiomycoyte; vCM1; vCM2; vCM4; Purkinje_cell; CD4+T_Th2; Atrial Cardiomyocyte; aCM1; aCM3; aCM4; Mast; CD4+T_reg,218.99961494031574894109
VHFHeart,UBERON:0000948,right cardiac atrium,33225.9013445354,36,1,36,0,9,38,26,47,cardiac muscle cell; Arterial Endothelial; EC5_art; Fibroblast; FB4_activated; FB3; FB2; MoMP; macrophage; LYVE1+IGF1+MP; Macrophage; LYVE1+TIMD4+MP; hepatocyte; Mast; cardiac endothelial cell; Pericyte; PC2_atria; PC4_CMC-like; Smooth Muscle; smooth muscle cell; MAIT-like; CD4+T_Tfh; CD8+T_em; CD4+T_Th2; aCM3; Atrial Cardiomyocyte; aCM2; aCM1; NC1_glial; NC2_glial_NGF+; vCM3_stressed; vCM1; vCM4; Ventricular Cardiomycoyte; CD4+T_act; NK_CD16hi; CD14+Mo; CD4+T_reg; fibroblast of cardiac tissue; AVN_P_cell; Neuronal; Lymphatic Endothelial; EC8_ln; SMC2_art; SMC1_basic; EC6_ven; CD8+T_cytox; B_plasma; CD16+Mo; DC; CD4+T_naive; Meso; Mesothelial; NK_CD56hi; Adipocyte; Adip2; Adip1; Endothelial; EC10_CMC-like; EC4_immune; T; Endocardial; EC7_endocardial; Venous Endothelial; NK; Monocyte/cDC; CD4+T_Th1; B; CD8+T_trans; CD8+T_te; ILC; T/NK_cycling; Capillary Endothelial; EC1_cap; EC2_cap,149.30810041407867494824
VHFLargeIntestine,UBERON:0000059,ascending colon,46838.66491802995,0,2,2,0,150,17,37,167,"fibroblast; plasma cell; neutrophil; Lymphatic; Nerve; CD8+ T; Mast cell; arterial capillary; CD4-positive, alpha-beta T cell; enterocyte of epithelium of large intestine; monocyte; paneth cell of colon; transit amplifying cell of colon; intestinal tuft cell; Paneth; SMC (PLPP2+); SELL+ CD4 T; Branch B3 (IPAN); BEST4+ epithelial; angiogenic pericyte; Tfh; Stromal 2 (CH25H+); Distal progenitor; LYVE1+ Macrophage; Memory B; Branch A1 (iMN); Mature arterial EC; Microfold cell; myofibroblast (RSPO2+); Th1; Mature venous EC; STAT1+ Naive B; TRGV4 gdT; Mesothelium (RGS5+); SMC (PART1/CAPN3+); TRGV2 gdT; ILCP; LEC6 (ADAMTS4+); Branch B2 (eMN); Stem cells; Glia 3 (BCAN+); DZ GC cell; IgM plasma cell; Branch A2 (IPAN/IN); Naive B; LEC3 (ADGRG3+); Cycling B cell; SELL+ CD8 T; Fetal arterial EC; Activated CD8 T; Fetal venous EC; Th17; I cells (CCK+); Stromal 1 (CCL11+); LEC1 (ACKR4+); Stromal 3 (C7+); IgG plasma cell; Tuft; Treg; Lymphoid DC; ILC3; cycling ENCC/glia; Stromal 4 (MMP1+); LZ GC cell; cDC2; D cells (SST+); Branch A3 (IPAN/IN); Neuroblast; mLTo; TRGV5/7 gdT; β cells (INS+); IgA plasma cell; CD8 Tmem; Branch A4 (IN); T reticular; Germ; Immature pericyte; mLN Stroma (FMO2+); Progenitor (NEUROG3+); GC B cell; FDC; MMP9+ Inflammatory macrophage; Pericyte; LTi-like NCR- ILC3; LTi-like NCR+ ILC3; Stromal 2 (NPY+); cycling EC; myofibroblast; Adult Glia; Megakaryocyte; cycling neuroblast; Mesothelium; Pre-B; L cells (PYY+); Proximal progenitor; LEC2 (MADCAM1+); EC cells (TAC1+); B cell; CD8-positive, alpha-beta T cell; mast cell; CLC+ Mast cell; large intestine goblet cell; gut endothelial cell; intestinal enteroendocrine cell; NK; Enterocyte; MUC1+ Enterocyte; TA; CD66+ Enterocyte; Smooth muscle; M1 Macrophage; Goblet; Neuroendocrine; CD57+ Enterocyte; DC; M2 Macrophage; B; Neutrophil; Endothelial; Cycling TA; Plasma; CD4+ T cell; Stroma; ICC; CD7+ Immune; Colonocyte; Goblet cell; EECs; Activated T; BEST2+ Goblet cell; Cycling plasma cell; Monocytes; NK cell; Contractile pericyte (PLN+); MAIT cell; ENCC/glia Progenitor; Mesoderm 1 (HAND1+); CX3CR1+ CD8 Tmem; venous capillary; LEC4 (STAB2+); Transitional Stromal 3 (C3+); CLP; Stromal 3 (KCNN3+); Macrophages; Branch B1 (eMN); cDC1; NK T cell; CLDN10+ cells; Glia 2 (ELN+); TRDV2/TRGV9 gdT; Immature B; MPO+ mono-neutrophil; ILC2; FCRL4+ Memory B; Activated CD4 T; K cells (GIP+); pDC; LEC5 (CLDN11+); M/X cells (MLN/GHRL+); RBC; Pro-B; Glia 1 (DHH+); Mesothelium (PRG4+); N cells (NTS+); EC cells (NPW+); Differentiating glia; gdT; Mesoderm 2 (ZEB2+)",151.36862064532716287441
VHFLargeIntestine,UBERON:0000059,caecum,31765.15370754535,0,2,2,0,150,17,36,167,"B cell; CD8-positive, alpha-beta T cell; mast cell; plasma cell; neutrophil; Lymphatic; Nerve; CD8+ T; Mast cell; arterial capillary; CD4-positive, alpha-beta T cell; enterocyte of epithelium of large intestine; monocyte; paneth cell of colon; transit amplifying cell of colon; intestinal tuft cell; M2 Macrophage; B; Neutrophil; Endothelial; Cycling TA; Plasma; CD4+ T cell; Stroma; ICC; CD7+ Immune; Stromal 2 (NPY+); Stromal 3 (C7+); Mature arterial EC; SMC (PART1/CAPN3+); Memory B; Activated CD8 T; Glia 2 (ELN+); L cells (PYY+); mLTo; BEST4+ epithelial; LEC3 (ADGRG3+); Stromal 3 (KCNN3+); Mesothelium (RGS5+); Immature pericyte; Lymphoid DC; SELL+ CD4 T; TRGV4 gdT; angiogenic pericyte; EC cells (TAC1+); SELL+ CD8 T; cycling ENCC/glia; DZ GC cell; Neuroblast; Enterocyte; Fetal arterial EC; FCRL4+ Memory B; LTi-like NCR- ILC3; LTi-like NCR+ ILC3; MPO+ mono-neutrophil; pDC; FDC; T reticular; ILC3; Treg; Paneth; Stromal 4 (MMP1+); MAIT cell; Monocytes; Fetal venous EC; mLN Stroma (FMO2+); TRDV2/TRGV9 gdT; Th1; Germ; cDC1; CLDN10+ cells; cDC2; Pro-B; GC B cell; Activated CD4 T; Naive B; Adult Glia; Glia 3 (BCAN+); Pericyte; Branch A3 (IPAN/IN); CLP; ILC2; Tfh; LEC4 (STAB2+); Distal progenitor; K cells (GIP+); LEC1 (ACKR4+); IgA plasma cell; LYVE1+ Macrophage; Branch B3 (IPAN); NK T cell; Branch B1 (eMN); Pre-B; MMP9+ Inflammatory macrophage; Cycling B cell; Mesoderm 1 (HAND1+); myofibroblast (RSPO2+); Mature venous EC; Stromal 1 (CCL11+); fibroblast; Transitional Stromal 3 (C3+); NK cell; BEST2+ Goblet cell; TRGV2 gdT; CD57+ Enterocyte; DC; Branch B2 (eMN); N cells (NTS+); Mesothelium (PRG4+); cycling neuroblast; gdT; Mesoderm 2 (ZEB2+); LZ GC cell; Branch A1 (iMN); Macrophages; CD8 Tmem; myofibroblast; Proximal progenitor; Goblet cell; Stem cells; Stromal 2 (CH25H+); I cells (CCK+); Glia 1 (DHH+); Differentiating glia; Megakaryocyte; D cells (SST+); Immature B; LEC5 (CLDN11+); M/X cells (MLN/GHRL+); LEC2 (MADCAM1+); β cells (INS+); venous capillary; IgM plasma cell; RBC; Th17; ENCC/glia Progenitor; EC cells (NPW+); CLC+ Mast cell; TRGV5/7 gdT; CX3CR1+ CD8 Tmem; Mesothelium; large intestine goblet cell; gut endothelial cell; intestinal enteroendocrine cell; NK; MUC1+ Enterocyte; TA; CD66+ Enterocyte; Smooth muscle; M1 Macrophage; Goblet; Neuroendocrine; Cycling plasma cell; STAT1+ Naive B; Colonocyte; SMC (PLPP2+); Contractile pericyte (PLN+); ILCP; Branch A4 (IN); LEC6 (ADAMTS4+); cycling EC; Progenitor (NEUROG3+); Activated T; EECs; Branch A2 (IPAN/IN); IgG plasma cell; Tuft; Microfold cell",151.35951641672722468124
VHFLargeIntestine,UBERON:0000059,descending colon,140721.8643302251,3,3,3,0,149,17,37,166,"GC B cell; B cell; CD8-positive, alpha-beta T cell; fibroblast; paneth cell of colon; transit amplifying cell of colon; intestinal tuft cell; NK; Enterocyte; MUC1+ Enterocyte; TA; CD66+ Enterocyte; Paneth; Smooth muscle; M1 Macrophage; Goblet; Neuroendocrine; CD57+ Enterocyte; DC; M2 Macrophage; B; Neutrophil; Endothelial; Cycling TA; Plasma; CD4+ T cell; Stroma; ICC; CD7+ Immune; Goblet cell; Stem cells; RBC; Stromal 2 (NPY+); Cycling B cell; BEST4+ epithelial; Contractile pericyte (PLN+); Tfh; Fetal venous EC; cDC1; cycling EC; ILC2; Pro-B; Memory B; Branch A2 (IPAN/IN); Lymphoid DC; Branch A4 (IN); LEC6 (ADAMTS4+); Progenitor (NEUROG3+); myofibroblast; IgA plasma cell; Mature arterial EC; Mature venous EC; pDC; TRGV4 gdT; K cells (GIP+); LTi-like NCR+ ILC3; LTi-like NCR- ILC3; angiogenic pericyte; SMC (PART1/CAPN3+); Megakaryocyte; TRDV2/TRGV9 gdT; ILCP; Tuft; Branch B1 (eMN); Stromal 3 (KCNN3+); DZ GC cell; FCRL4+ Memory B; NK cell; Glia 3 (BCAN+); L cells (PYY+); Stromal 1 (CCL11+); Pericyte; TRGV2 gdT; STAT1+ Naive B; IgG plasma cell; Glia 2 (ELN+); Differentiating glia; Germ; Stromal 2 (CH25H+); Fetal arterial EC; Mesoderm 1 (HAND1+); Mesothelium (RGS5+); LEC1 (ACKR4+); CD8 Tmem; Distal progenitor; SMC (PLPP2+); Macrophages; EC cells (NPW+); Glia 1 (DHH+); CLDN10+ cells; Pre-B; N cells (NTS+); MPO+ mono-neutrophil; BEST2+ Goblet cell; cycling ENCC/glia; T reticular; cycling neuroblast; CLC+ Mast cell; CLP; FDC; mLN Stroma (FMO2+); SELL+ CD8 T; Treg; CX3CR1+ CD8 Tmem; LEC5 (CLDN11+); LZ GC cell; Mesoderm 2 (ZEB2+); ILC3; LEC2 (MADCAM1+); venous capillary; M/X cells (MLN/GHRL+); cycling stromal; Branch B2 (eMN); Neuroblast; Branch A1 (iMN); Branch A3 (IPAN/IN); TRGV5/7 gdT; Naive B; Activated CD4 T; ENCC/glia Progenitor; Mesothelium; Monocytes; NK T cell; Colonocyte; LYVE1+ Macrophage; myofibroblast (RSPO2+); Microfold cell; Cycling plasma cell; MAIT cell; Transitional Stromal 3 (C3+); Proximal progenitor; LEC4 (STAB2+); Activated T; Adult Glia; I cells (CCK+); Stromal 3 (C7+); D cells (SST+); EECs; mLTo; large intestine goblet cell; gut endothelial cell; intestinal enteroendocrine cell; SELL+ CD4 T; cDC2; Stromal 4 (MMP1+); MMP9+ Inflammatory macrophage; EC cells (TAC1+); Activated CD8 T; Branch B3 (IPAN); Th17; Th1; LEC3 (ADGRG3+); Immature B; mast cell; plasma cell; neutrophil; Lymphatic; Nerve; CD8+ T; Mast cell; arterial capillary; CD4-positive, alpha-beta T cell; enterocyte of epithelium of large intestine; monocyte; Immature pericyte; β cells (INS+); Mesothelium (PRG4+)",193.86247350520037462414
VHFLargeIntestine,UBERON:0000059,sigmoid colon,30343.709589328162,3,3,3,0,146,17,37,163,"B cell; CD8-positive, alpha-beta T cell; mast cell; plasma cell; neutrophil; Lymphatic; Nerve; CD8+ T; Mast cell; arterial capillary; CD4-positive, alpha-beta T cell; enterocyte of epithelium of large intestine; monocyte; paneth cell of colon; transit amplifying cell of colon; intestinal tuft cell; Colonocyte; STAT1+ Naive B; BEST4+ epithelial; LTi-like NCR- ILC3; Branch B3 (IPAN); mLTo; NK cell; Glia 1 (DHH+); cycling ENCC/glia; MMP9+ Inflammatory macrophage; TRGV2 gdT; Mesothelium (RGS5+); cycling EC; SMC (PART1/CAPN3+); Tfh; I cells (CCK+); SMC (PLPP2+); MAIT cell; Distal progenitor; Mature arterial EC; Th1; SELL+ CD4 T; Megakaryocyte; Transitional Stromal 3 (C3+); Memory B; LEC1 (ACKR4+); Neuroblast; Stromal 3 (C7+); NK T cell; D cells (SST+); Mature venous EC; Adult Glia; Enterocyte; BEST2+ Goblet cell; Pericyte; Progenitor (NEUROG3+); Stromal 2 (CH25H+); Branch A2 (IPAN/IN); Glia 2 (ELN+); Branch A4 (IN); LEC3 (ADGRG3+); Monocytes; M/X cells (MLN/GHRL+); TRDV2/TRGV9 gdT; fibroblast; Branch B2 (eMN); FDC; Mesothelium (PRG4+); Activated CD8 T; Th17; Immature pericyte; cDC1; LEC5 (CLDN11+); TRGV5/7 gdT; Stromal 2 (NPY+); LEC2 (MADCAM1+); IgG plasma cell; Macrophages; CX3CR1+ CD8 Tmem; MPO+ mono-neutrophil; CLDN10+ cells; DZ GC cell; IgA plasma cell; cycling neuroblast; Pro-B; RBC; Immature B; Fetal venous EC; B; Neutrophil; Endothelial; Cycling TA; Plasma; CD4+ T cell; Stroma; CD7+ Immune; Cycling plasma cell; TA; EECs; Mesoderm 1 (HAND1+); Activated T; Proximal progenitor; Tuft; pDC; SELL+ CD8 T; Cycling B cell; Branch B1 (eMN); myofibroblast (RSPO2+); ILCP; LZ GC cell; Goblet cell; Stem cells; angiogenic pericyte; Contractile pericyte (PLN+); Microfold cell; TRGV4 gdT; mLN Stroma (FMO2+); cDC2; myofibroblast; Glia 3 (BCAN+); Stromal 3 (KCNN3+); NK; MUC1+ Enterocyte; CD66+ Enterocyte; Smooth muscle; M1 Macrophage; Goblet; Neuroendocrine; CD57+ Enterocyte; DC; M2 Macrophage; Stromal 1 (CCL11+); ENCC/glia Progenitor; ILC3; large intestine goblet cell; gut endothelial cell; intestinal enteroendocrine cell; K cells (GIP+); N cells (NTS+); FCRL4+ Memory B; Differentiating glia; Mesothelium; GC B cell; EC cells (TAC1+); Activated CD4 T; Treg; LYVE1+ Macrophage; Branch A1 (iMN); ICC; Germ; Stromal 4 (MMP1+); EC cells (NPW+); LEC6 (ADAMTS4+); T reticular; Paneth; L cells (PYY+); ILC2; CLC+ Mast cell; LEC4 (STAB2+); Branch A3 (IPAN/IN); CD8 Tmem; Pre-B; Fetal arterial EC; Naive B; Lymphoid DC; venous capillary; CLP",136.14506136762127410871
