organ,organ_id,as_label,as_volume,rui_location_one_as_count,rui_location_count,rui_locations_with_ct,rui_locations_no_ct,ct_not_in_hra,ct_in_hra,ct_from_hra_only,experimental_ct_count,ct_labels_from_experimental_data,predicted_cells_per_ct
VHFHeart,UBERON:0000948,Posteromedial head of posterior papillary muscle of left ventricle,4401.498768462402,0,1,36,0,6,41,0,47,EC8_ln; Lymphatic Endothelial; T/NK_cycling; B; Capillary Endothelial; EC2_cap; EC3_cap; EC1_cap; DC; CD8+T_te; T; CD8+T_cytox; EC4_immune; Endothelial; Arterial Endothelial; EC5_art; FB1; Fibroblast; FB3; FB4_activated; FB5; LYVE1+TIMD4+MP; Macrophage; LYVE1+IGF1+MP; Mast; CD4+T_naive; PC1_vent; Pericyte; SMC1_basic; EC6_ven; Smooth Muscle; Mesothelial; Adipocyte; Adip1; Adip2; Neuronal; Endocardial; EC7_endocardial; NK; CD8+T_em; Monocyte/cDC; CD16+Mo; Venous Endothelial; NK_CD56hi; LYVE1+MP_cycling; Neut; ILC; CD4+T_Tfh; CD4+T_reg; CD4+T_Th2; SAN_P_cell; CD4+T_Th1; CD4+T_Th17; CD8+T_trans; B_plasma; MAIT-like; gdT; vCM1; NC1_glial; CD4+T_act; NK_CD16hi; NC2_glial_NGF+; Ventricular Cardiomycoyte; aCM1; CD14+Mo; Atrial Cardiomyocyte; vCM3_stressed; vCM2; aCM2; aCM5,289.04255319148936170213
VHFHeart,UBERON:0000948,heart left ventricle,229312.7801882646,102,7,138,0,7,43,23,50,Lymphatic Endothelial; EC8_ln; CD8+T_cytox; CD8+T_te; T; T/NK_cycling; B; Capillary Endothelial; EC3_cap; EC1_cap; EC2_cap; EC10_CMC-like; Endothelial; EC4_immune; DC; EC5_art; Arterial Endothelial; FB1; Fibroblast; FB4_activated; FB2; FB5; FB3; LYVE1+TIMD4+MP; Macrophage; LYVE1+IGF1+MP; Mast; CD4+T_naive; PC1_vent; Pericyte; PC2_atria; PC3_str; PC4_CMC-like; SMC1_basic; EC6_ven; Smooth Muscle; Mesothelial; Meso; Adipocyte; Adip2; Adip1; Adip3; Neuronal; Endocardial; EC7_endocardial; Venous Endothelial; NK; ILC; LYVE1+MP_cycling; Neut; CD8+T_em; Monocyte/cDC; CD16+Mo; NK_CD56hi; CD4+T_Th2; CD4+T_Tfh; CD4+T_reg; Purkinje_cell; AVN_P_cell; SAN_P_cell; CD4+T_Th1; CD8+T_trans; CD4+T_Th17; B_plasma; MAIT-like; AVN_bundle_cell; gdT; vCM1; Ventricular Cardiomycoyte; vCM2; vCM4; vCM3_stressed; Atrial Cardiomyocyte; aCM1; aCM2; aCM4; aCM3; aCM5; NK_CD16hi; NC1_glial; NC2_glial_NGF+; CD4+T_act; CD14+Mo,366.82453887784404683013
VHFHeart,UBERON:0000948,heart right ventricle,73521.72645229718,49,2,85,0,6,42,22,48,NK; CD8+T_em; Monocyte/cDC; CD16+Mo; NK_CD56hi; LYVE1+MP_cycling; CD8+T_cytox; EC8_ln; Lymphatic Endothelial; SMC1_basic; EC6_ven; Smooth Muscle; CD8+T_te; T; AVN_P_cell; SAN_P_cell; CD4+T_Th1; Adipocyte; Adip1; Adip2; Neuronal; EC7_endocardial; Endocardial; Venous Endothelial; Atrial Cardiomyocyte; aCM1; aCM5; aCM2; CD4+T_act; CD14+Mo; CD4+T_Th17; CD8+T_trans; B_plasma; MAIT-like; gdT; vCM4; vCM1; Ventricular Cardiomycoyte; vCM2; vCM3_stressed; NC1_glial; NC2_glial_NGF+; NK_CD16hi; Neut; CD4+T_Tfh; T/NK_cycling; B; Capillary Endothelial; EC1_cap; EC2_cap; EC3_cap; EC4_immune; EC10_CMC-like; Endothelial; DC; EC5_art; Arterial Endothelial; Fibroblast; FB1; FB3; FB4_activated; FB5; CD4+T_naive; PC3_str; PC1_vent; Pericyte; PC2_atria; Mesothelial; Meso; CD4+T_reg; CD4+T_Th2; ILC; LYVE1+IGF1+MP; LYVE1+TIMD4+MP; Macrophage; MoMP; Mast,272.97060004135699602243
VHFHeart,UBERON:0000948,interventricular septum,65894.53465930313,0,1,36,0,6,41,19,47,EC4_immune; Endothelial; FB1; Fibroblast; FB3; FB4_activated; FB5; Smooth Muscle; Mesothelial; EC6_ven; CD8+T_em; CD16+Mo; NK_CD56hi; Monocyte/cDC; B_plasma; MAIT-like; CD4+T_Th1; CD4+T_Th17; CD8+T_trans; Mast; CD4+T_naive; Pericyte; PC1_vent; Adipocyte; Adip1; Adip2; Neuronal; Endocardial; EC7_endocardial; Venous Endothelial; NK; T; CD8+T_te; CD8+T_cytox; Lymphatic Endothelial; EC8_ln; T/NK_cycling; B; Capillary Endothelial; EC2_cap; EC3_cap; EC1_cap; gdT; vCM1; Ventricular Cardiomycoyte; vCM2; vCM3_stressed; aCM1; Atrial Cardiomyocyte; aCM2; aCM5; NC1_glial; NC2_glial_NGF+; CD4+T_act; NK_CD16hi; CD14+Mo; Neut; ILC; CD4+T_Tfh; CD4+T_reg; CD4+T_Th2; SAN_P_cell; Arterial Endothelial; EC5_art; LYVE1+TIMD4+MP; Macrophage; LYVE1+IGF1+MP; SMC1_basic; DC; LYVE1+MP_cycling,287.41973659095247184577
VHFHeart,UBERON:0000948,left cardiac atrium,21499.01206134312,49,1,49,0,6,39,22,45,T/NK_cycling; B; Capillary Endothelial; EC1_cap; EC2_cap; EC3_cap; DC; CD8+T_cytox; Lymphatic Endothelial; EC8_ln; T; CD8+T_te; CD16+Mo; SMC2_art; SMC1_basic; EC6_ven; Smooth Muscle; Mesothelial; Meso; Adipocyte; Adip1; Adip2; Neuronal; Ventricular Cardiomycoyte; vCM1; vCM2; vCM4; NK_CD16hi; NC1_glial; CD14+Mo; CD4+T_act; NK_CD56hi; LYVE1+MP_cycling; Neut; ILC; CD4+T_Tfh; CD4+T_reg; CD4+T_Th2; Purkinje_cell; CD4+T_Th1; CD8+T_trans; B_plasma; MAIT-like; aCM1; Atrial Cardiomyocyte; aCM4; aCM3; Macrophage; LYVE1+IGF1+MP; LYVE1+TIMD4+MP; Mast; CD4+T_naive; Pericyte; PC1_vent; PC2_atria; NK; CD8+T_em; Venous Endothelial; Arterial Endothelial; EC5_art; Endothelial; EC10_CMC-like; EC4_immune; Fibroblast; FB2; FB1; FB3; Endocardial; EC7_endocardial; Monocyte/cDC,162.53917378917378917379
VHFHeart,UBERON:0000948,right cardiac atrium,33225.9013445354,36,1,36,0,6,38,26,44,MAIT-like; T; CD8+T_cytox; Adipocyte; Adip2; Adip1; Atrial Cardiomyocyte; aCM3; aCM2; aCM1; vCM3_stressed; vCM1; Ventricular Cardiomycoyte; vCM4; NC1_glial; NC2_glial_NGF+; CD4+T_act; NK_CD16hi; CD14+Mo; CD4+T_reg; CD4+T_Tfh; CD4+T_Th2; AVN_P_cell; CD4+T_Th1; CD8+T_trans; Lymphatic Endothelial; EC8_ln; T/NK_cycling; B; Neuronal; Venous Endothelial; NK; CD8+T_em; Monocyte/cDC; CD16+Mo; NK_CD56hi; LYVE1+MP_cycling; ILC; SMC1_basic; SMC2_art; EC6_ven; B_plasma; DC; Endothelial; EC4_immune; EC10_CMC-like; CD8+T_te; Capillary Endothelial; EC1_cap; EC2_cap; Fibroblast; FB4_activated; FB2; FB3; EC5_art; Arterial Endothelial; Mast; Macrophage; LYVE1+TIMD4+MP; MoMP; LYVE1+IGF1+MP; CD4+T_naive; Pericyte; PC4_CMC-like; PC2_atria; Endocardial; EC7_endocardial; Smooth Muscle; Mesothelial; Meso,110.67420749279538904899
VHFLargeIntestine,UBERON:0000059,ascending colon,47324.75753238545,0,3,11,0,136,31,37,167,"CD8-positive, alpha-beta T cell; CD8+ T; enterocyte of epithelium of large intestine; large intestine goblet cell; monocyte; paneth cell of colon; Colonocyte; Goblet cell; Enterocyte; NK cell; TA; Activated T; Mesoderm 1 (HAND1+); neutrophil; Neutrophil; intestinal crypt stem cell of large intestine; Stroma; Nerve; Cycling TA; ICC; Neuroendocrine; CD66+ Enterocyte; MUC1+ Enterocyte; LTi-like NCR+ ILC3; LTi-like NCR- ILC3; ENCC/glia Progenitor; CLC+ Mast cell; mLN Stroma (FMO2+); Immature pericyte; mLTo; venous capillary; LEC4 (STAB2+); IgA plasma cell; Branch B1 (eMN); GC B cell; Differentiating glia; cycling stromal; Stromal 1 (ADAMDEC1+); Immature B; MPO+ mono-neutrophil; ILC2; FCRL4+ Memory B; Activated CD4 T; pDC; LEC5 (CLDN11+); EECs; Cycling plasma cell; CLP; BEST2+ Goblet cell; Stromal 3 (KCNN3+); Monocytes; Contractile pericyte (PLN+); Transitional Stromal 3 (C3+); Macrophages; Paneth; SMC (PLPP2+); SELL+ CD4 T; Branch B3 (IPAN); BEST4+ epithelial; angiogenic pericyte; Tfh; Stromal 2 (CH25H+); Distal progenitor; LYVE1+ Macrophage; Memory B; Branch A1 (iMN); Mature arterial EC; Microfold cell; myofibroblast (RSPO2+); Th1; Mature venous EC; STAT1+ Naive B; TRGV4 gdT; Mesothelium (RGS5+); SMC (PART1/CAPN3+); TRGV2 gdT; ILCP; LEC6 (ADAMTS4+); Branch B2 (eMN); Stem cells; Glia 3 (BCAN+); IgM plasma cell; Branch A2 (IPAN/IN); Naive B; Cycling B cell; SELL+ CD8 T; Fetal arterial EC; Fetal venous EC; Th17; I cells (CCK+); Stromal 1 (CCL11+); LEC1 (ACKR4+); Stromal 3 (C7+); Tuft; Treg; ILC3; cycling ENCC/glia; Stromal 4 (MMP1+); LZ GC cell; cDC2; cDC1; LEC2 (MADCAM1+); Pericyte; EC cells (TAC1+); CLDN10+ cells; T reticular; TRDV2/TRGV9 gdT; plasma cell; Plasma; transit amplifying cell of colon; arterial capillary; intestinal tuft cell; epithelial cell of large intestine; M2 Macrophage; Lymphatic; B cell; B; DC; cycling EC; CX3CR1+ CD8 Tmem; Stromal 2 (NPY+); �� cells (INS+); gdT; TRGV5/7 gdT; Endothelial; Mast cell; mast cell; NK; fibroblast; CD4-positive, alpha-beta T cell; CD4+ T cell; Mesoderm 2 (ZEB2+); Goblet; Smooth muscle; RBC; DZ GC cell; LEC3 (ADGRG3+); Activated CD8 T; Pro-B; Glia 1 (DHH+); Mesothelium (PRG4+); N cells (NTS+); cycling neuroblast; Megakaryocyte; EC cells (NPW+); gut endothelial cell; intestinal enteroendocrine cell; M1 Macrophage; CD7+ Immune; CD57+ Enterocyte; Proximal progenitor; MAIT cell; L cells (PYY+); Lymphoid DC; IgG plasma cell; Pre-B; D cells (SST+); CD8 Tmem; Germ; MMP9+ Inflammatory macrophage; myofibroblast; NK T cell; Glia 2 (ELN+); Adult Glia; Branch A3 (IPAN/IN); Mesothelium; K cells (GIP+); FDC; Neuroblast; Progenitor (NEUROG3+); Branch A4 (IN); M/X cells (MLN/GHRL+)",100.01490803060530988972
VHFLargeIntestine,UBERON:0000059,caecum,22571.84589429639,0,2,2,0,134,31,36,165,"enterocyte of epithelium of large intestine; large intestine goblet cell; monocyte; paneth cell of colon; Plasma; plasma cell; transit amplifying cell of colon; CD4-positive, alpha-beta T cell; CD4+ T cell; CD8-positive, alpha-beta T cell; CD8+ T; TRGV2 gdT; Naive B; TRGV4 gdT; NK T cell; ILC3; Transitional Stromal 3 (C3+); Stromal 2 (NPY+); myofibroblast; gut endothelial cell; intestinal enteroendocrine cell; BEST4+ epithelial; Colonocyte; BEST2+ Goblet cell; Cycling plasma cell; Neuroblast; TA; Goblet cell; Mesothelium (RGS5+); Adult Glia; L cells (PYY+); Lymphoid DC; Stem cells; EC cells (TAC1+); Stromal 3 (KCNN3+); mLTo; Proximal progenitor; LEC1 (ACKR4+); venous capillary; Tuft; Branch A3 (IPAN/IN); Branch A2 (IPAN/IN); cDC2; LYVE1+ Macrophage; LTi-like NCR+ ILC3; LTi-like NCR- ILC3; SELL+ CD8 T; Cycling B cell; EECs; SMC (PLPP2+); mLN Stroma (FMO2+); Fetal arterial EC; Contractile pericyte (PLN+); Treg; NK cell; Glia 2 (ELN+); Progenitor (NEUROG3+); Stromal 3 (C7+); myofibroblast (RSPO2+); Mature venous EC; Glia 3 (BCAN+); Activated T; CLDN10+ cells; cycling EC; Monocytes; Mesoderm 1 (HAND1+); MAIT cell; Microfold cell; Mature arterial EC; SMC (PART1/CAPN3+); SELL+ CD4 T; LEC6 (ADAMTS4+); LZ GC cell; Distal progenitor; cDC1; Tfh; Activated CD8 T; Stromal 2 (CH25H+); Memory B; gdT; epithelial cell of large intestine; arterial capillary; intestinal tuft cell; Branch A1 (iMN); RBC; Stromal 1 (CCL11+); EC cells (NPW+); T reticular; D cells (SST+); Branch B2 (eMN); Pro-B; CLC+ Mast cell; Branch B1 (eMN); angiogenic pericyte; MPO+ mono-neutrophil; Stromal 4 (MMP1+); MMP9+ Inflammatory macrophage; LEC5 (CLDN11+); IgA plasma cell; Macrophages; LEC4 (STAB2+); Pericyte; Enterocyte; Branch B3 (IPAN); CLP; N cells (NTS+); cycling ENCC/glia; Glia 1 (DHH+); Branch A4 (IN); Fetal venous EC; ENCC/glia Progenitor; Mesothelium (PRG4+); Germ; I cells (CCK+); ILC2; Megakaryocyte; LEC3 (ADGRG3+); Pre-B; Immature pericyte; ICC; IgG plasma cell; CD8 Tmem; CX3CR1+ CD8 Tmem; cycling neuroblast; Th1; TRDV2/TRGV9 gdT; ILCP; FDC; M/X cells (MLN/GHRL+); TRGV5/7 gdT; Th17; pDC; M1 Macrophage; CD7+ Immune; CD57+ Enterocyte; STAT1+ Naive B; fibroblast; neutrophil; Neutrophil; intestinal crypt stem cell of large intestine; Stroma; Nerve; Cycling TA; Neuroendocrine; CD66+ Enterocyte; MUC1+ Enterocyte; Goblet; Paneth; Smooth muscle; mast cell; NK; Endothelial; Mast cell; M2 Macrophage; Lymphatic; B cell; B; DC; DZ GC cell; FCRL4+ Memory B; GC B cell; Activated CD4 T; Differentiating glia; Immature B; LEC2 (MADCAM1+); �� cells (INS+); IgM plasma cell; Mesothelium; Mesoderm 2 (ZEB2+); K cells (GIP+)",150.70760503924543235934
VHFLargeIntestine,UBERON:0000059,descending colon,136105.177158006,3,3,3,0,133,30,37,163,"Mast cell; neutrophil; Neutrophil; intestinal crypt stem cell of large intestine; Stroma; Nerve; DC; fibroblast; mast cell; NK; Endothelial; Lymphatic; B cell; B; M2 Macrophage; Cycling TA; TA; ICC; Neuroendocrine; Enterocyte; CD66+ Enterocyte; MUC1+ Enterocyte; Goblet; Smooth muscle; CD4+ T cell; CD4-positive, alpha-beta T cell; CD8-positive, alpha-beta T cell; CD8+ T; MMP9+ Inflammatory macrophage; cDC2; mLN Stroma (FMO2+); Branch A1 (iMN); Branch A3 (IPAN/IN); TRGV5/7 gdT; Th1; Branch B3 (IPAN); Th17; Stromal 4 (MMP1+); SELL+ CD4 T; LEC2 (MADCAM1+); Immature B; Activated CD8 T; SELL+ CD8 T; M/X cells (MLN/GHRL+); LEC5 (CLDN11+); EC cells (TAC1+); Mesothelium (PRG4+); LEC3 (ADGRG3+); Branch B2 (eMN); Immature pericyte; LZ GC cell; GC B cell; enterocyte of epithelium of large intestine; large intestine goblet cell; monocyte; paneth cell of colon; plasma cell; Plasma; transit amplifying cell of colon; arterial capillary; intestinal tuft cell; CX3CR1+ CD8 Tmem; Neuroblast; CD57+ Enterocyte; ILC3; venous capillary; Mesoderm 2 (ZEB2+); �� cells (INS+); cycling stromal; FDC; Treg; Glia 1 (DHH+); CLDN10+ cells; Pre-B; N cells (NTS+); MPO+ mono-neutrophil; BEST2+ Goblet cell; cycling ENCC/glia; T reticular; cycling neuroblast; Paneth; CLC+ Mast cell; CLP; epithelial cell of large intestine; Naive B; Activated CD4 T; ENCC/glia Progenitor; Mesothelium; Monocytes; gut endothelial cell; intestinal enteroendocrine cell; M1 Macrophage; CD7+ Immune; Goblet cell; NK T cell; Colonocyte; LYVE1+ Macrophage; myofibroblast (RSPO2+); Microfold cell; Cycling plasma cell; MAIT cell; Transitional Stromal 3 (C3+); Proximal progenitor; LEC4 (STAB2+); Activated T; Adult Glia; I cells (CCK+); Stromal 3 (C7+); D cells (SST+); EECs; mLTo; Stem cells; RBC; Stromal 2 (NPY+); Cycling B cell; BEST4+ epithelial; Contractile pericyte (PLN+); Tfh; Fetal venous EC; cDC1; cycling EC; ILC2; Pro-B; Memory B; Branch A2 (IPAN/IN); Lymphoid DC; Branch A4 (IN); LEC6 (ADAMTS4+); Progenitor (NEUROG3+); myofibroblast; IgA plasma cell; Mature arterial EC; Mature venous EC; pDC; TRGV4 gdT; K cells (GIP+); LTi-like NCR- ILC3; LTi-like NCR+ ILC3; angiogenic pericyte; SMC (PART1/CAPN3+); Megakaryocyte; TRDV2/TRGV9 gdT; ILCP; Tuft; Branch B1 (eMN); Stromal 3 (KCNN3+); DZ GC cell; FCRL4+ Memory B; NK cell; Glia 3 (BCAN+); L cells (PYY+); Stromal 1 (CCL11+); Pericyte; TRGV2 gdT; STAT1+ Naive B; IgG plasma cell; Glia 2 (ELN+); Differentiating glia; Germ; Stromal 2 (CH25H+); Fetal arterial EC; Mesoderm 1 (HAND1+); Mesothelium (RGS5+); LEC1 (ACKR4+); CD8 Tmem; Distal progenitor; SMC (PLPP2+); Macrophages; EC cells (NPW+)",192.48668138337012509198
VHFLargeIntestine,UBERON:0000059,hepatic flexure of colon,93679.70294812713,0,1,9,0,117,16,37,133,"CD8-positive, alpha-beta T cell; enterocyte of epithelium of large intestine; large intestine goblet cell; monocyte; paneth cell of colon; plasma cell; transit amplifying cell of colon; arterial capillary; CLDN10+ cells; cycling EC; Monocytes; Mesoderm 1 (HAND1+); MAIT cell; Microfold cell; Mature arterial EC; SMC (PART1/CAPN3+); SELL+ CD4 T; LEC6 (ADAMTS4+); LZ GC cell; cDC1; Tfh; Activated CD8 T; Stromal 2 (CH25H+); Memory B; TRGV4 gdT; NK T cell; ILC3; Transitional Stromal 3 (C3+); Stromal 2 (NPY+); myofibroblast; gut endothelial cell; intestinal enteroendocrine cell; BEST4+ epithelial; Colonocyte; BEST2+ Goblet cell; Cycling plasma cell; Neuroblast; TA; Goblet cell; B cell; fibroblast; mast cell; Mast cell; neutrophil; intestinal crypt stem cell of large intestine; CD4-positive, alpha-beta T cell; intestinal tuft cell; Branch A4 (IN); Germ; Activated CD4 T; Treg; CX3CR1+ CD8 Tmem; STAT1+ Naive B; mLN Stroma (FMO2+); Pericyte; IgA plasma cell; Activated T; DZ GC cell; SELL+ CD8 T; RBC; Stromal 1 (CCL11+); Branch B1 (eMN); Macrophages; Mesothelium (RGS5+); Stem cells; Progenitor (NEUROG3+); TRGV2 gdT; cDC2; LEC1 (ACKR4+); Megakaryocyte; Fetal venous EC; ILCP; Pro-B; LYVE1+ Macrophage; LEC4 (STAB2+); angiogenic pericyte; Adult Glia; CD8 Tmem; Immature B; K cells (GIP+); cycling ENCC/glia; Mesothelium (PRG4+); Th17; Th1; M/X cells (MLN/GHRL+); MMP9+ Inflammatory macrophage; Paneth; Stromal 4 (MMP1+); myofibroblast (RSPO2+); MPO+ mono-neutrophil; CLP; Distal progenitor; venous capillary; Naive B; gdT; ENCC/glia Progenitor; Stromal 3 (KCNN3+); LTi-like NCR+ ILC3; LTi-like NCR- ILC3; Lymphoid DC; TRDV2/TRGV9 gdT; Branch A3 (IPAN/IN); Contractile pericyte (PLN+); L cells (PYY+); EC cells (TAC1+); mLTo; Proximal progenitor; Tuft; Branch A2 (IPAN/IN); Cycling B cell; EECs; Stromal 1 (ADAMDEC1+); Fetal arterial EC; GC B cell; Enterocyte; Glia 3 (BCAN+); Branch B2 (eMN); cycling neuroblast; NK cell; Immature pericyte; EC cells (NPW+); Glia 2 (ELN+); T reticular; Pre-B; cycling stromal; TRGV5/7 gdT; FCRL4+ Memory B; IgG plasma cell; Mature venous EC; LEC5 (CLDN11+); LEC3 (ADGRG3+); CLC+ Mast cell; N cells (NTS+); Branch A1 (iMN)",73.70089910089910089910
