organ,organ_id,as_label,as_volume,rui_location_one_as_count,rui_location_count,rui_locations_with_ct,rui_locations_no_ct,ct_not_in_hra,ct_in_hra,ct_from_hra_only,experimental_ct_count,ct_labels_from_experimental_data,predicted_cells_per_ct
VHFHeart,UBERON:0000948,Posteromedial head of posterior papillary muscle of left ventricle,4401.498768462402,0,1,36,0,6,40,0,46,Smooth Muscle; CD8+T_cytox; Adipocyte; Adip1; Adip2; CD16+Mo; Capillary Endothelial; EC2_cap; EC3_cap; EC1_cap; Fibroblast; FB1; Venous Endothelial; Endocardial; EC7_endocardial; MAIT-like; NK; CD4+T_Th2; CD8+T_trans; EC4_immune; Endothelial; CD4+T_naive; CD8+T_em; NK_CD56hi; gdT; DC; Lymphatic Endothelial; EC8_ln; T; Monocyte/cDC; ILC; CD4+T_Tfh; CD4+T_Th1; CD8+T_te; Arterial Endothelial; EC5_art; SMC1_basic; Mesothelial; SAN_P_cell; CD4+T_reg; CD4+T_Th17; vCM1; NC2_glial_NGF+; Ventricular Cardiomycoyte; CD4+T_act; NK_CD16hi; NC1_glial; CD14+Mo; Atrial Cardiomyocyte; aCM1; vCM3_stressed; aCM5; vCM2; aCM2; FB4_activated; FB3; FB5; Macrophage; LYVE1+TIMD4+MP; LYVE1+IGF1+MP; LYVE1+MP_cycling; Mast; T/NK_cycling; Pericyte; PC1_vent; B_plasma; EC6_ven; B; Neut; Neuronal,295.32608695652173913043
VHFHeart,UBERON:0000948,heart left ventricle,229312.7801882646,102,7,138,0,7,42,23,49,MAIT-like; CD8+T_trans; EC4_immune; EC10_CMC-like; EC9_FB-like; Endothelial; CD8+T_cytox; Smooth Muscle; NK_CD56hi; gdT; AVN_P_cell; Purkinje_cell; DC; ILC; Pericyte; PC1_vent; PC3_str; PC2_atria; PC4_CMC-like; B_plasma; B; EC6_ven; Neut; Adip1; Adipocyte; Adip2; Adip3; Venous Endothelial; Endocardial; EC7_endocardial; NK; CD4+T_Th2; CD16+Mo; CD8+T_em; CD4+T_naive; EC8_ln; Lymphatic Endothelial; CD4+T_Tfh; Fibroblast; FB1; FB2; FB4_activated; FB3; FB5; Macrophage; LYVE1+IGF1+MP; LYVE1+TIMD4+MP; LYVE1+MP_cycling; Mast; T/NK_cycling; Neuronal; CD4+T_Th1; Capillary Endothelial; EC3_cap; EC2_cap; EC1_cap; T; Monocyte/cDC; CD8+T_te; Arterial Endothelial; EC5_art; SMC1_basic; Mesothelial; Meso; CD4+T_Th17; vCM4; Ventricular Cardiomycoyte; vCM1; vCM2; vCM3_stressed; CD4+T_act; NC2_glial_NGF+; NC1_glial; CD14+Mo; Atrial Cardiomyocyte; aCM2; aCM3; aCM4; aCM1; aCM5; NK_CD16hi; SAN_P_cell; CD4+T_reg; AVN_bundle_cell,375.21747480952683570939
VHFHeart,UBERON:0000948,heart right ventricle,78646.79879643944,49,2,85,0,6,41,22,47,Adipocyte; Adip1; Adip2; Smooth Muscle; Venous Endothelial; CD8+T_cytox; CD8+T_trans; EC10_CMC-like; EC4_immune; Endothelial; Endocardial; EC7_endocardial; NK; MAIT-like; CD4+T_Th2; CD16+Mo; Capillary Endothelial; EC1_cap; EC2_cap; EC3_cap; Fibroblast; FB3; FB1; FB4_activated; FB5; Mast; Macrophage; LYVE1+IGF1+MP; LYVE1+TIMD4+MP; MoMP; LYVE1+MP_cycling; PC1_vent; Pericyte; PC3_str; PC2_atria; T/NK_cycling; B_plasma; Neuronal; EC6_ven; B; Neut; EC8_ln; Lymphatic Endothelial; T; Monocyte/cDC; Arterial Endothelial; EC5_art; SMC1_basic; gdT; AVN_P_cell; ILC; CD4+T_Tfh; CD4+T_Th1; Ventricular Cardiomycoyte; vCM3_stressed; vCM1; vCM2; vCM4; SAN_P_cell; CD4+T_reg; CD4+T_Th17; Atrial Cardiomyocyte; aCM1; aCM2; aCM5; CD4+T_naive; CD8+T_em; NK_CD56hi; DC; CD8+T_te; CD14+Mo; NC1_glial; NC2_glial_NGF+; CD4+T_act; NK_CD16hi; Mesothelial; Meso,279.31312779278326134850
VHFHeart,UBERON:0000948,interventricular septum,65894.51634256751,0,1,36,0,6,40,19,46,Macrophage; LYVE1+TIMD4+MP; LYVE1+IGF1+MP; LYVE1+MP_cycling; Mast; T/NK_cycling; Pericyte; PC1_vent; B_plasma; EC6_ven; Adipocyte; Adip1; Adip2; Venous Endothelial; Endocardial; EC7_endocardial; CD8+T_trans; EC4_immune; Endothelial; Smooth Muscle; CD8+T_cytox; MAIT-like; NK; Capillary Endothelial; EC2_cap; EC3_cap; EC1_cap; CD4+T_Th2; SAN_P_cell; CD4+T_reg; CD4+T_Th17; vCM1; Ventricular Cardiomycoyte; vCM2; vCM3_stressed; CD4+T_act; NK_CD16hi; B; Neut; Neuronal; SMC1_basic; Mesothelial; Atrial Cardiomyocyte; aCM1; aCM5; aCM2; NC2_glial_NGF+; NC1_glial; CD14+Mo; Lymphatic Endothelial; EC8_ln; T; Monocyte/cDC; CD4+T_naive; CD8+T_em; NK_CD56hi; gdT; DC; ILC; CD4+T_Tfh; CD4+T_Th1; CD8+T_te; Arterial Endothelial; EC5_art; CD16+Mo; Fibroblast; FB1; FB4_activated; FB3; FB5,293.80390243902439024390
VHFHeart,UBERON:0000948,left cardiac atrium,126833.3328924186,49,1,49,0,6,38,22,44,EC10_CMC-like; Endothelial; EC4_immune; Smooth Muscle; CD8+T_cytox; Adip1; Adipocyte; Adip2; Venous Endothelial; PC1_vent; Pericyte; PC2_atria; B_plasma; EC6_ven; MAIT-like; NK; CD4+T_Th2; CD16+Mo; EC1_cap; Capillary Endothelial; EC2_cap; EC3_cap; FB2; Fibroblast; FB1; FB3; EC7_endocardial; Endocardial; LYVE1+TIMD4+MP; LYVE1+IGF1+MP; Macrophage; Mast; T/NK_cycling; NC1_glial; CD4+T_act; NK_CD16hi; CD14+Mo; CD4+T_reg; aCM1; Atrial Cardiomyocyte; aCM4; aCM3; vCM1; Ventricular Cardiomycoyte; vCM4; vCM2; B; Neut; Neuronal; Lymphatic Endothelial; EC8_ln; T; Monocyte/cDC; CD4+T_naive; CD8+T_em; NK_CD56hi; Purkinje_cell; DC; ILC; CD4+T_Tfh; CD4+T_Th1; CD8+T_te; EC5_art; Arterial Endothelial; SMC1_basic; SMC2_art; Meso; Mesothelial; CD8+T_trans,165.64924506387921022067
VHFHeart,UBERON:0000948,right cardiac atrium,33225.89437462366,36,1,36,0,6,37,26,43,CD8+T_trans; Endothelial; EC10_CMC-like; EC4_immune; Venous Endothelial; EC7_endocardial; Endocardial; Smooth Muscle; CD8+T_cytox; Adipocyte; Adip1; Adip2; Mast; T/NK_cycling; Pericyte; PC2_atria; PC4_CMC-like; B_plasma; Macrophage; LYVE1+TIMD4+MP; LYVE1+IGF1+MP; MoMP; CD8+T_em; NK_CD56hi; AVN_P_cell; DC; ILC; B; Lymphatic Endothelial; EC8_ln; T; Monocyte/cDC; CD4+T_naive; Neuronal; CD4+T_Tfh; CD4+T_Th1; CD8+T_te; MAIT-like; NK; CD4+T_Th2; CD16+Mo; Mesothelial; Meso; CD4+T_reg; Atrial Cardiomyocyte; aCM1; aCM3; aCM2; Ventricular Cardiomycoyte; vCM4; vCM1; vCM3_stressed; NC2_glial_NGF+; NC1_glial; CD14+Mo; NK_CD16hi; CD4+T_act; EC1_cap; Capillary Endothelial; EC2_cap; FB2; Fibroblast; FB4_activated; FB3; EC6_ven; Arterial Endothelial; EC5_art; SMC1_basic; SMC2_art,112.35532475131655939146
VHFLargeIntestine,UBERON:0000059,ascending colon,199550.5974311454,0,2,2,0,149,19,37,168,"CD8-positive, alpha-beta T cell; mast cell; plasma cell; fibroblast; Pro-B; Th1; MAIT cell; SMC (PART1/CAPN3+); NK cell; RBC; STAT1+ Naive B; myofibroblast; Pre-B; ICC; MUC1+ Enterocyte; DC; NK; Branch B3 (IPAN); Glia 3 (BCAN+); NK T cell; LEC1 (ACKR4+); FCRL4+ Memory B; CD8 Tmem; Mature venous EC; TRDV2/TRGV9 gdT; Branch A3 (IPAN/IN); D cells (SST+); LEC3 (ADGRG3+); CLC+ Mast cell; MMP9+ Inflammatory macrophage; Progenitor (NEUROG3+); CLP; mLTo; mLN Stroma (FMO2+); LEC2 (MADCAM1+); Neuroendocrine; M1 Macrophage; CD7+ Immune; B; Paneth; CD57+ Enterocyte; Cycling B cell; LTi-like NCR- ILC3; LTi-like NCR+ ILC3; Pericyte; Proximal progenitor; Immature pericyte; T reticular; cDC1; CX3CR1+ CD8 Tmem; cycling ENCC/glia; I cells (CCK+); Megakaryocyte; gut endothelial cell; Smooth muscle; Stroma; Endothelial; Enterocyte; CD66+ Enterocyte; M2 Macrophage; Cycling TA; Goblet; pDC; Adult Glia; Germ; K cells (GIP+); Microfold cell; Th17; Neuroblast; Fetal arterial EC; TRGV5/7 gdT; ILCP; Mesoderm 2 (ZEB2+); ILC3; Branch A1 (iMN); LZ GC cell; SELL+ CD4 T; Activated CD8 T; Mesothelium; N cells (NTS+); Differentiating glia; IgA plasma cell; Immature B; Activated CD4 T; M/X cells (MLN/GHRL+); IgM plasma cell; cDC2; gdT; Mast cell; monocyte; TA; Stromal 1 (CCL11+); Colonocyte; BEST4+ epithelial; Goblet cell; L cells (PYY+); Cycling plasma cell; Activated T; Branch B1 (eMN); Tfh; Tuft; Stromal 3 (KCNN3+); Transitional Stromal 3 (C3+); Stromal 3 (C7+); Lymphoid DC; myofibroblast (RSPO2+); SMC (PLPP2+); LEC4 (STAB2+); angiogenic pericyte; Mesothelium (RGS5+); Stromal 2 (CH25H+); venous capillary; Mesoderm 1 (HAND1+); LEC6 (ADAMTS4+); Branch A4 (IN); FDC; EECs; IgG plasma cell; DZ GC cell; cycling EC; Branch B2 (eMN); Contractile pericyte (PLN+); TRGV4 gdT; SELL+ CD8 T; GC B cell; ENCC/glia Progenitor; intestinal tuft cell; TRGV2 gdT; Stem cells; BEST2+ Goblet cell; LYVE1+ Macrophage; cycling neuroblast; ILC2; CLDN10+ cells; Mature arterial EC; Fetal venous EC; MPO+ mono-neutrophil; Monocytes; Stromal 2 (NPY+); Memory B; Glia 2 (ELN+); Distal progenitor; Branch A2 (IPAN/IN); EC cells (TAC1+); EC cells (NPW+); LEC5 (CLDN11+); �� cells (INS+); Naive B; Mesothelium (PRG4+); Macrophages; Glia 1 (DHH+); Stromal 4 (MMP1+); intestinal enteroendocrine cell; Plasma; CD4+ T cell; Neutrophil; Treg; large intestine goblet cell; paneth cell of colon; transit amplifying cell of colon; B cell; neutrophil; CD8+ T; Lymphatic; Nerve; arterial capillary; intestinal crypt stem cell of large intestine; CD4-positive, alpha-beta T cell; enterocyte of epithelium of large intestine",151.31717665209565440987
VHFLargeIntestine,UBERON:0000059,caecum,157014.4399779199,0,2,2,0,149,19,36,168,"transit amplifying cell of colon; intestinal tuft cell; Mast cell; monocyte; CD8-positive, alpha-beta T cell; fibroblast; mast cell; plasma cell; B cell; neutrophil; CD8+ T; Lymphatic; Nerve; arterial capillary; intestinal crypt stem cell of large intestine; CD4-positive, alpha-beta T cell; enterocyte of epithelium of large intestine; large intestine goblet cell; paneth cell of colon; Endothelial; Treg; LEC4 (STAB2+); MMP9+ Inflammatory macrophage; Branch B3 (IPAN); Tuft; Stem cells; ENCC/glia Progenitor; Pericyte; Branch A4 (IN); ICC; Branch A2 (IPAN/IN); ILCP; Mesoderm 2 (ZEB2+); TRGV2 gdT; CX3CR1+ CD8 Tmem; LZ GC cell; NK T cell; Goblet; Smooth muscle; Stroma; Plasma; CD4+ T cell; CD66+ Enterocyte; M2 Macrophage; Cycling TA; B; DC; Neuroendocrine; M1 Macrophage; Neutrophil; CD7+ Immune; MUC1+ Enterocyte; NK; STAT1+ Naive B; BEST2+ Goblet cell; IgM plasma cell; Mesothelium; IgA plasma cell; Pre-B; CLP; N cells (NTS+); Mesothelium (PRG4+); ILC2; IgG plasma cell; cycling neuroblast; CD57+ Enterocyte; K cells (GIP+); I cells (CCK+); Glia 1 (DHH+); Differentiating glia; Megakaryocyte; D cells (SST+); M/X cells (MLN/GHRL+); TRGV5/7 gdT; Th17; Distal progenitor; gdT; gut endothelial cell; intestinal enteroendocrine cell; Activated T; LEC1 (ACKR4+); Adult Glia; Contractile pericyte (PLN+); mLTo; NK cell; Glia 2 (ELN+); Progenitor (NEUROG3+); L cells (PYY+); Goblet cell; Colonocyte; Glia 3 (BCAN+); EECs; TA; Microfold cell; RBC; Branch A3 (IPAN/IN); Cycling B cell; Mesoderm 1 (HAND1+); myofibroblast (RSPO2+); Mature venous EC; Stromal 1 (CCL11+); Branch A1 (iMN); Macrophages; CD8 Tmem; myofibroblast; Proximal progenitor; Stromal 2 (NPY+); Stromal 3 (C7+); Mature arterial EC; SMC (PART1/CAPN3+); Memory B; Mesothelium (RGS5+); Immature pericyte; Lymphoid DC; SELL+ CD4 T; TRGV4 gdT; angiogenic pericyte; EC cells (TAC1+); SELL+ CD8 T; cycling ENCC/glia; DZ GC cell; Neuroblast; Enterocyte; Fetal arterial EC; FCRL4+ Memory B; LTi-like NCR- ILC3; LTi-like NCR+ ILC3; MPO+ mono-neutrophil; pDC; FDC; T reticular; ILC3; Paneth; Stromal 4 (MMP1+); MAIT cell; Monocytes; Fetal venous EC; mLN Stroma (FMO2+); TRDV2/TRGV9 gdT; Th1; Germ; cDC1; CLDN10+ cells; cDC2; Pro-B; GC B cell; Activated CD4 T; Naive B; Stromal 2 (CH25H+); Activated CD8 T; BEST4+ epithelial; LEC3 (ADGRG3+); Tfh; EC cells (NPW+); LEC6 (ADAMTS4+); LYVE1+ Macrophage; Branch B2 (eMN); cycling EC; CLC+ Mast cell; Branch B1 (eMN); Cycling plasma cell; Transitional Stromal 3 (C3+); Stromal 3 (KCNN3+); SMC (PLPP2+); Immature B; LEC5 (CLDN11+); LEC2 (MADCAM1+); �� cells (INS+); venous capillary",151.30664023785926660059
VHFLargeIntestine,UBERON:0000059,descending colon,512008.4585746418,3,3,3,0,148,18,37,166,"CLC+ Mast cell; Branch A1 (iMN); Pro-B; LTi-like NCR- ILC3; LTi-like NCR+ ILC3; TRGV4 gdT; mLN Stroma (FMO2+); CD8 Tmem; Progenitor (NEUROG3+); Megakaryocyte; N cells (NTS+); MMP9+ Inflammatory macrophage; Distal progenitor; GC B cell; cycling neuroblast; ILCP; Activated CD8 T; ILC2; TRDV2/TRGV9 gdT; Mesothelium; Fetal arterial EC; Immature pericyte; LEC2 (MADCAM1+); Th17; Neuroblast; DZ GC cell; T reticular; EC cells (NPW+); CLDN10+ cells; Germ; K cells (GIP+); Mesoderm 2 (ZEB2+); LZ GC cell; Glia 1 (DHH+); Branch B3 (IPAN); Branch A3 (IPAN/IN); Stromal 4 (MMP1+); venous capillary; gut endothelial cell; intestinal enteroendocrine cell; Smooth muscle; Stroma; Enterocyte; Endothelial; Goblet; M2 Macrophage; CD66+ Enterocyte; Cycling TA; TA; Plasma; CD4+ T cell; ICC; DC; MUC1+ Enterocyte; NK; Neuroendocrine; M1 Macrophage; B; Neutrophil; CD7+ Immune; CD57+ Enterocyte; Cycling B cell; SELL+ CD8 T; Macrophages; Colonocyte; Cycling plasma cell; LEC3 (ADGRG3+); Contractile pericyte (PLN+); Microfold cell; SELL+ CD4 T; Stem cells; Goblet cell; IgA plasma cell; Mesoderm 1 (HAND1+); Activated T; EECs; TRGV2 gdT; Branch B1 (eMN); Branch A4 (IN); Branch A2 (IPAN/IN); BEST2+ Goblet cell; Th1; cycling EC; Stromal 2 (CH25H+); Stromal 2 (NPY+); LEC1 (ACKR4+); Tfh; Stromal 1 (CCL11+); Tuft; myofibroblast; Transitional Stromal 3 (C3+); Mature arterial EC; NK cell; LEC5 (CLDN11+); Mesothelium (RGS5+); cDC2; Pericyte; LEC4 (STAB2+); Stromal 3 (C7+); Mature venous EC; Stromal 3 (KCNN3+); LYVE1+ Macrophage; STAT1+ Naive B; angiogenic pericyte; Adult Glia; SMC (PART1/CAPN3+); Glia 3 (BCAN+); Pre-B; Differentiating glia; D cells (SST+); I cells (CCK+); Fetal venous EC; cDC1; MAIT cell; ILC3; Paneth; BEST4+ epithelial; IgG plasma cell; ENCC/glia Progenitor; Treg; Lymphoid DC; mLTo; RBC; Monocytes; SMC (PLPP2+); cycling ENCC/glia; myofibroblast (RSPO2+); LEC6 (ADAMTS4+); Memory B; CLP; Branch B2 (eMN); Naive B; NK T cell; L cells (PYY+); Proximal progenitor; Glia 2 (ELN+); FDC; CX3CR1+ CD8 Tmem; EC cells (TAC1+); pDC; CD8+ T; CD8-positive, alpha-beta T cell; fibroblast; mast cell; plasma cell; B cell; neutrophil; Mesothelium (PRG4+); TRGV5/7 gdT; Immature B; �� cells (INS+); MPO+ mono-neutrophil; M/X cells (MLN/GHRL+); Activated CD4 T; cycling stromal; FCRL4+ Memory B; arterial capillary; CD4-positive, alpha-beta T cell; enterocyte of epithelium of large intestine; large intestine goblet cell; paneth cell of colon; transit amplifying cell of colon; Mast cell; monocyte; Lymphatic; Nerve; intestinal tuft cell",193.83377698905649216208
VHFLargeIntestine,UBERON:0000059,sigmoid colon,281197.3592813057,3,3,3,0,146,18,37,164,"mast cell; plasma cell; B cell; neutrophil; CD8+ T; Lymphatic; Nerve; arterial capillary; CD4-positive, alpha-beta T cell; enterocyte of epithelium of large intestine; large intestine goblet cell; paneth cell of colon; transit amplifying cell of colon; intestinal tuft cell; Mast cell; monocyte; Smooth muscle; Stroma; Goblet; Enterocyte; CD66+ Enterocyte; Endothelial; Plasma; CD4+ T cell; DC; M2 Macrophage; TA; Cycling TA; MUC1+ Enterocyte; ICC; Neuroendocrine; NK; M1 Macrophage; Neutrophil; B; CD7+ Immune; CD57+ Enterocyte; Colonocyte; Microfold cell; Stromal 1 (CCL11+); Stem cells; BEST2+ Goblet cell; angiogenic pericyte; Cycling plasma cell; Goblet cell; Activated T; SMC (PLPP2+); LEC1 (ACKR4+); Tfh; Transitional Stromal 3 (C3+); Pro-B; Macrophages; TRGV2 gdT; NK cell; SMC (PART1/CAPN3+); EECs; Branch B3 (IPAN); Adult Glia; Stromal 2 (NPY+); myofibroblast (RSPO2+); TRGV4 gdT; Mesoderm 1 (HAND1+); Tuft; myofibroblast; Stromal 3 (C7+); STAT1+ Naive B; IgA plasma cell; Mesothelium (RGS5+); ILC3; LEC3 (ADGRG3+); MMP9+ Inflammatory macrophage; GC B cell; T reticular; Branch B2 (eMN); RBC; I cells (CCK+); NK T cell; FDC; K cells (GIP+); CD8 Tmem; ILCP; Mesothelium (PRG4+); Branch A1 (iMN); cycling neuroblast; MPO+ mono-neutrophil; Activated CD8 T; Stromal 4 (MMP1+); CX3CR1+ CD8 Tmem; Th17; Neuroblast; ENCC/glia Progenitor; Th1; cDC2; cycling ENCC/glia; CLDN10+ cells; LZ GC cell; pDC; Glia 1 (DHH+); mLTo; Glia 3 (BCAN+); mLN Stroma (FMO2+); BEST4+ epithelial; IgG plasma cell; Progenitor (NEUROG3+); MAIT cell; CLC+ Mast cell; Lymphoid DC; venous capillary; Immature pericyte; ILC2; Stromal 2 (CH25H+); Pericyte; Monocytes; Cycling B cell; D cells (SST+); SELL+ CD4 T; cycling EC; Germ; cDC1; Mature arterial EC; CLP; LEC5 (CLDN11+); TRDV2/TRGV9 gdT; Memory B; Branch A4 (IN); Contractile pericyte (PLN+); Treg; L cells (PYY+); Stromal 3 (KCNN3+); Pre-B; Naive B; Fetal arterial EC; Proximal progenitor; Mature venous EC; SELL+ CD8 T; Glia 2 (ELN+); LYVE1+ Macrophage; Paneth; Branch A2 (IPAN/IN); TRGV5/7 gdT; LEC4 (STAB2+); Branch B1 (eMN); Fetal venous EC; N cells (NTS+); LEC2 (MADCAM1+); EC cells (NPW+); EC cells (TAC1+); Megakaryocyte; M/X cells (MLN/GHRL+); Immature B; gut endothelial cell; intestinal enteroendocrine cell; FCRL4+ Memory B; Differentiating glia; Mesothelium; Distal progenitor; LEC6 (ADAMTS4+); LTi-like NCR- ILC3; Branch A3 (IPAN/IN); DZ GC cell; CD8-positive, alpha-beta T cell; fibroblast; Activated CD4 T; epithelial cell of large intestine",137.03076832568537474997
