rui_location,organ,organ_label,as_label,as_id,intersection_volume,as_volume,tissue_block_volume,total_collision_percentage
http://purl.org/ccf/1.5/2b922426-d192-47fb-ba8e-1921ea21fe4c,VHMLeftKidney,left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/UBERON_0002189,11,119897.2753511552,11,13
http://purl.org/ccf/1.5/461a8adc-10d3-4518-8dd2-d2daccaa128b,VHFLeftKidney,left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/UBERON_0002189,9.0,132321.2564316647,10,12.600000000000003
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,VHFHeart,heart,Posteromedial head of posterior papillary muscle of left ventricle,http://purl.org/sig/ont/fma/fma7267,631.125,4401.498768462402,7425,8.561999999999998
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,VHFHeart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,3549.1499999999996,229312.7801882646,7425,8.561999999999998
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,VHFHeart,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,883.5749999999999,78646.79879643944,7425,8.561999999999998
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,VHFHeart,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,5531.625,65894.51634256751,7425,8.561999999999998
http://purl.org/ccf/1.5/fdb0d1f7-94d5-4628-b345-dbe4975966fd,VHMHeart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,838.3499999999999,121604.2013831622,2430,8.463000000000001
http://purl.org/ccf/1.5/fdb0d1f7-94d5-4628-b345-dbe4975966fd,VHMHeart,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,1334.0700000000002,28091.74542308158,2430,8.463000000000001
http://purl.org/ccf/1.5/fdb0d1f7-94d5-4628-b345-dbe4975966fd,VHMHeart,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,765.45,73988.23445308174,2430,8.463000000000001
http://purl.org/ccf/1.5/da60f474-614a-4e0a-adbe-521ba44c7bf0,VHMLung,respiratory system,Lateral segmental bronchus,http://purl.org/sig/ont/fma/fma7402,11.7,647.023528433239,75,6.936
http://purl.org/ccf/1.5/da60f474-614a-4e0a-adbe-521ba44c7bf0,VHMLung,respiratory system,Right Lateral Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7361,75,133768.0838236685,75,6.936
http://purl.org/ccf/1.5/9bd653dd-2309-4ecc-b4c8-e9f3de4bf8ca,VHMHeart,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,696.96,31345.343732677,720,6.776
http://purl.org/ccf/1.5/760368bf-6b4c-4d92-aa2b-24e17fd947d3,VHMHeart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,2406.144,121604.2013831622,2496,6.748000000000001
http://purl.org/ccf/1.5/20a0c365-6a97-4224-ae14-16fba10c13f8,VHMHeart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,3397.6319999999996,121604.2013831622,3584,6.636000000000001
http://purl.org/ccf/1.5/2156f837-2ab2-4305-8e7f-8084249e91cd,VHFHeart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,2687.1600000000003,229312.7801882646,2940,6.398
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,VHFHeart,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,2023.1999999999998,78646.79879643944,2400,5.901
http://purl.org/ccf/1.5/9abfed4e-2fde-4d80-a8aa-7439a106d895,VHFHeart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,6972.4800000000005,229312.7801882646,8640,5.649000000000001
