organ,as_label,cell_label,cell_id,mean_cell_count,cell_count
VHFLargeIntestine,ascending colon,B,https://purl.org/ccf/ASCTB-TEMP_b,208,416
VHFLargeIntestine,ascending colon,CD4+ T cell,https://purl.org/ccf/ASCTB-TEMP_cd4-t-cell,876,1752
VHFLargeIntestine,ascending colon,CD57+ Enterocyte,https://purl.org/ccf/ASCTB-TEMP_cd57-enterocyte,1,1
VHFLargeIntestine,ascending colon,CD66+ Enterocyte,https://purl.org/ccf/ASCTB-TEMP_cd66-enterocyte,711.5,1423
VHFLargeIntestine,ascending colon,CD7+ Immune,https://purl.org/ccf/ASCTB-TEMP_cd7-immune,30,60
VHFLargeIntestine,ascending colon,CD8+ T,https://purl.org/ccf/ASCTB-TEMP_cd8-t,812.5,1625
VHFLargeIntestine,ascending colon,Cycling TA,https://purl.org/ccf/ASCTB-TEMP_cycling-ta,904.5,1809
VHFLargeIntestine,ascending colon,DC,https://purl.org/ccf/ASCTB-TEMP_dc,299.5,599
VHFLargeIntestine,ascending colon,Endothelial,https://purl.org/ccf/ASCTB-TEMP_endothelial,1259,2518
VHFLargeIntestine,ascending colon,Enterocyte,https://purl.org/ccf/ASCTB-TEMP_enterocyte,2651,5302
VHFLargeIntestine,ascending colon,Goblet,https://purl.org/ccf/ASCTB-TEMP_goblet,1876.5,3753
VHFLargeIntestine,ascending colon,ICC,https://purl.org/ccf/ASCTB-TEMP_icc,262,524
VHFLargeIntestine,ascending colon,Lymphatic,https://purl.org/ccf/ASCTB-TEMP_lymphatic,498.5,997
VHFLargeIntestine,ascending colon,M1 Macrophage,https://purl.org/ccf/ASCTB-TEMP_m1-macrophage,45.5,91
VHFLargeIntestine,ascending colon,M2 Macrophage,https://purl.org/ccf/ASCTB-TEMP_m2-macrophage,921,1842
VHFLargeIntestine,ascending colon,MUC1+ Enterocyte,https://purl.org/ccf/ASCTB-TEMP_muc1-enterocyte,223.5,447
VHFLargeIntestine,ascending colon,NK,https://purl.org/ccf/ASCTB-TEMP_nk,38.5,77
VHFLargeIntestine,ascending colon,Nerve,https://purl.org/ccf/ASCTB-TEMP_nerve,341,682
VHFLargeIntestine,ascending colon,Neuroendocrine,https://purl.org/ccf/ASCTB-TEMP_neuroendocrine,65,130
VHFLargeIntestine,ascending colon,Neutrophil,https://purl.org/ccf/ASCTB-TEMP_neutrophil,95.5,191
VHFLargeIntestine,ascending colon,Paneth,https://purl.org/ccf/ASCTB-TEMP_paneth,3,3
VHFLargeIntestine,ascending colon,Plasma,https://purl.org/ccf/ASCTB-TEMP_plasma,1369,2738
VHFLargeIntestine,ascending colon,Smooth muscle,https://purl.org/ccf/ASCTB-TEMP_smooth-muscle,2291,4582
VHFLargeIntestine,ascending colon,Stroma,https://purl.org/ccf/ASCTB-TEMP_stroma,2168.5,4337
VHFLargeIntestine,ascending colon,TA,https://purl.org/ccf/ASCTB-TEMP_ta,897.5,1795
VHFLargeIntestine,caecum,B,https://purl.org/ccf/ASCTB-TEMP_b,208,416
VHFLargeIntestine,caecum,CD4+ T cell,https://purl.org/ccf/ASCTB-TEMP_cd4-t-cell,876,1752
VHFLargeIntestine,caecum,CD57+ Enterocyte,https://purl.org/ccf/ASCTB-TEMP_cd57-enterocyte,1,1
VHFLargeIntestine,caecum,CD66+ Enterocyte,https://purl.org/ccf/ASCTB-TEMP_cd66-enterocyte,711.5,1423
VHFLargeIntestine,caecum,CD7+ Immune,https://purl.org/ccf/ASCTB-TEMP_cd7-immune,30,60
VHFLargeIntestine,caecum,CD8+ T,https://purl.org/ccf/ASCTB-TEMP_cd8-t,812.5,1625
VHFLargeIntestine,caecum,Cycling TA,https://purl.org/ccf/ASCTB-TEMP_cycling-ta,904.5,1809
VHFLargeIntestine,caecum,DC,https://purl.org/ccf/ASCTB-TEMP_dc,299.5,599
VHFLargeIntestine,caecum,Endothelial,https://purl.org/ccf/ASCTB-TEMP_endothelial,1259,2518
VHFLargeIntestine,caecum,Enterocyte,https://purl.org/ccf/ASCTB-TEMP_enterocyte,2651,5302
VHFLargeIntestine,caecum,Goblet,https://purl.org/ccf/ASCTB-TEMP_goblet,1876.5,3753
VHFLargeIntestine,caecum,ICC,https://purl.org/ccf/ASCTB-TEMP_icc,262,524
VHFLargeIntestine,caecum,Lymphatic,https://purl.org/ccf/ASCTB-TEMP_lymphatic,498.5,997
VHFLargeIntestine,caecum,M1 Macrophage,https://purl.org/ccf/ASCTB-TEMP_m1-macrophage,45.5,91
VHFLargeIntestine,caecum,M2 Macrophage,https://purl.org/ccf/ASCTB-TEMP_m2-macrophage,921,1842
VHFLargeIntestine,caecum,MUC1+ Enterocyte,https://purl.org/ccf/ASCTB-TEMP_muc1-enterocyte,223.5,447
VHFLargeIntestine,caecum,NK,https://purl.org/ccf/ASCTB-TEMP_nk,38.5,77
VHFLargeIntestine,caecum,Nerve,https://purl.org/ccf/ASCTB-TEMP_nerve,341,682
VHFLargeIntestine,caecum,Neuroendocrine,https://purl.org/ccf/ASCTB-TEMP_neuroendocrine,65,130
VHFLargeIntestine,caecum,Neutrophil,https://purl.org/ccf/ASCTB-TEMP_neutrophil,95.5,191
VHFLargeIntestine,caecum,Paneth,https://purl.org/ccf/ASCTB-TEMP_paneth,3,3
VHFLargeIntestine,caecum,Plasma,https://purl.org/ccf/ASCTB-TEMP_plasma,1369,2738
VHFLargeIntestine,caecum,Smooth muscle,https://purl.org/ccf/ASCTB-TEMP_smooth-muscle,2291,4582
VHFLargeIntestine,caecum,Stroma,https://purl.org/ccf/ASCTB-TEMP_stroma,2168.5,4337
VHFLargeIntestine,caecum,TA,https://purl.org/ccf/ASCTB-TEMP_ta,897.5,1795
VHFLargeIntestine,descending colon,B,https://purl.org/ccf/ASCTB-TEMP_b,2463,4926
VHFLargeIntestine,descending colon,CD4+ T cell,https://purl.org/ccf/ASCTB-TEMP_cd4-t-cell,2491,4982
VHFLargeIntestine,descending colon,CD57+ Enterocyte,https://purl.org/ccf/ASCTB-TEMP_cd57-enterocyte,3,6
VHFLargeIntestine,descending colon,CD66+ Enterocyte,https://purl.org/ccf/ASCTB-TEMP_cd66-enterocyte,1524.5,3049
VHFLargeIntestine,descending colon,CD7+ Immune,https://purl.org/ccf/ASCTB-TEMP_cd7-immune,45.5,91
VHFLargeIntestine,descending colon,CD8+ T,https://purl.org/ccf/ASCTB-TEMP_cd8-t,1445.5,2891
VHFLargeIntestine,descending colon,Cycling TA,https://purl.org/ccf/ASCTB-TEMP_cycling-ta,2928.5,5857
VHFLargeIntestine,descending colon,DC,https://purl.org/ccf/ASCTB-TEMP_dc,811.5,1623
VHFLargeIntestine,descending colon,Endothelial,https://purl.org/ccf/ASCTB-TEMP_endothelial,2424.5,4849
VHFLargeIntestine,descending colon,Enterocyte,https://purl.org/ccf/ASCTB-TEMP_enterocyte,5921.5,11843
VHFLargeIntestine,descending colon,Goblet,https://purl.org/ccf/ASCTB-TEMP_goblet,3522.5,7045
VHFLargeIntestine,descending colon,ICC,https://purl.org/ccf/ASCTB-TEMP_icc,519,1038
VHFLargeIntestine,descending colon,Lymphatic,https://purl.org/ccf/ASCTB-TEMP_lymphatic,763.5,1527
VHFLargeIntestine,descending colon,M1 Macrophage,https://purl.org/ccf/ASCTB-TEMP_m1-macrophage,163,326
VHFLargeIntestine,descending colon,M2 Macrophage,https://purl.org/ccf/ASCTB-TEMP_m2-macrophage,1447,2894
VHFLargeIntestine,descending colon,MUC1+ Enterocyte,https://purl.org/ccf/ASCTB-TEMP_muc1-enterocyte,251.5,503
VHFLargeIntestine,descending colon,NK,https://purl.org/ccf/ASCTB-TEMP_nk,27.5,55
VHFLargeIntestine,descending colon,Nerve,https://purl.org/ccf/ASCTB-TEMP_nerve,729,1458
VHFLargeIntestine,descending colon,Neuroendocrine,https://purl.org/ccf/ASCTB-TEMP_neuroendocrine,307.5,615
VHFLargeIntestine,descending colon,Neutrophil,https://purl.org/ccf/ASCTB-TEMP_neutrophil,187.5,375
VHFLargeIntestine,descending colon,Plasma,https://purl.org/ccf/ASCTB-TEMP_plasma,1729.5,3459
VHFLargeIntestine,descending colon,Smooth muscle,https://purl.org/ccf/ASCTB-TEMP_smooth-muscle,2491,4982
VHFLargeIntestine,descending colon,Stroma,https://purl.org/ccf/ASCTB-TEMP_stroma,2089.5,4179
VHFLargeIntestine,descending colon,TA,https://purl.org/ccf/ASCTB-TEMP_ta,1612.5,3225
VHFLargeIntestine,sigmoid colon,B,https://purl.org/ccf/ASCTB-TEMP_b,3.5,7
VHFLargeIntestine,sigmoid colon,CD4+ T cell,https://purl.org/ccf/ASCTB-TEMP_cd4-t-cell,230,460
