organ,organ_id,as_label,as_volume,rui_location_one_as_count,rui_location_count,rui_locations_with_ct,rui_locations_no_ct,ct_not_in_hra,ct_in_hra,ct_from_hra_only,experimental_ct_count,ct_labels_from_experimental_data,predicted_cells_per_ct
VHFHeart,UBERON:0000948,Posteromedial head of posterior papillary muscle of left ventricle,4401.498768462402,0,1,1,0,4,21,0,25,"endothelial cell; B cell; capillary endothelial cell; CD14-positive monocyte; CD4-positive, alpha-beta cytotoxic T cell; CD8-positive, alpha-beta cytotoxic T cell; dendritic cell; endothelial cell of artery; endothelial cell of lymphatic vessel; epicardial adipocyte; fibroblast; macrophage; mast cell; mature NK T cell; monocyte; native cell; natural killer cell; neural cell; pericyte; smooth muscle cell; vein endothelial cell; CD14-positive, CD16-positive monocyte; activated CD4-positive, alpha-beta T cell; activated CD8-positive, alpha-beta T cell; regular ventricular cardiac myocyte",308.75
VHFHeart,UBERON:0000948,aortic valve,3612.978819642568,0,1,1,0,4,22,2,26,"endothelial cell of lymphatic vessel; epicardial adipocyte; fibroblast; macrophage; mast cell; mature NK T cell; mesothelial cell; monocyte; native cell; natural killer cell; neural cell; pericyte; smooth muscle cell; vein endothelial cell; activated CD4-positive, alpha-beta T cell; regular atrial cardiac myocyte; activated CD8-positive, alpha-beta T cell; CD14-positive, CD16-positive monocyte; endothelial cell; B cell; capillary endothelial cell; CD14-positive monocyte; CD4-positive, alpha-beta cytotoxic T cell; CD8-positive, alpha-beta cytotoxic T cell; dendritic cell; endothelial cell of artery",162.02453987730061349693
VHFHeart,UBERON:0000948,heart left ventricle,229312.7801882646,6,8,7,1,22,24,22,46,"Fibroblast; B cell; capillary endothelial cell; CD14-positive monocyte; CD4-positive, alpha-beta cytotoxic T cell; CD8-positive, alpha-beta cytotoxic T cell; dendritic cell; endothelial cell of artery; endothelial cell of lymphatic vessel; epicardial adipocyte; fibroblast; regular ventricular cardiac myocyte; activated CD4-positive, alpha-beta T cell; B; Neuronal; Monocyte/cDC; Mast; NK; Adipocyte; Mesothelial; Venous Endothelial; Endocardial; Pericyte; Endothelial; Macrophage; T; Smooth Muscle; Atrial Cardiomyocyte; Lymphatic Endothelial; Arterial Endothelial; Ventricular Cardiomycoyte; Capillary Endothelial; activated CD8-positive, alpha-beta T cell; CD14-positive, CD16-positive monocyte; endothelial cell; macrophage; mast cell; mature NK T cell; mesothelial cell; monocyte; native cell; natural killer cell; neural cell; pericyte; smooth muscle cell; vein endothelial cell",660.38633625881948029599
VHFHeart,UBERON:0000948,heart right ventricle,78714.75572486868,1,3,3,0,22,24,22,46,"endothelial cell; neural cell; mesothelial cell; monocyte; native cell; natural killer cell; Fibroblast; B cell; capillary endothelial cell; CD14-positive monocyte; CD4-positive, alpha-beta cytotoxic T cell; pericyte; smooth muscle cell; vein endothelial cell; Macrophage; activated CD4-positive, alpha-beta T cell; activated CD8-positive, alpha-beta T cell; CD14-positive, CD16-positive monocyte; regular ventricular cardiac myocyte; Mast; Atrial Cardiomyocyte; Smooth Muscle; Lymphatic Endothelial; Pericyte; Arterial Endothelial; Ventricular Cardiomycoyte; Neuronal; Venous Endothelial; NK; T; Mesothelial; Endocardial; Capillary Endothelial; Monocyte/cDC; Adipocyte; Endothelial; B; CD8-positive, alpha-beta cytotoxic T cell; dendritic cell; endothelial cell of artery; endothelial cell of lymphatic vessel; epicardial adipocyte; macrophage; mast cell; mature NK T cell; fibroblast",465.64388981890123268909
VHFHeart,UBERON:0000948,interventricular septum,65894.53465930313,0,2,2,0,22,23,19,45,"Arterial Endothelial; Ventricular Cardiomycoyte; Neuronal; Venous Endothelial; NK; T; Mesothelial; Endocardial; Capillary Endothelial; activated CD4-positive, alpha-beta T cell; Monocyte/cDC; Adipocyte; Endothelial; B; vein endothelial cell; Macrophage; activated CD8-positive, alpha-beta T cell; CD14-positive, CD16-positive monocyte; regular ventricular cardiac myocyte; Mast; Atrial Cardiomyocyte; Smooth Muscle; Lymphatic Endothelial; Pericyte; epicardial adipocyte; fibroblast; macrophage; CD14-positive monocyte; CD4-positive, alpha-beta cytotoxic T cell; CD8-positive, alpha-beta cytotoxic T cell; dendritic cell; endothelial cell of artery; endothelial cell of lymphatic vessel; monocyte; native cell; natural killer cell; neural cell; pericyte; smooth muscle cell; mast cell; mature NK T cell; endothelial cell; Fibroblast; B cell; capillary endothelial cell",668.57896588111150193458
VHFHeart,UBERON:0000948,left cardiac atrium,18115.96846829785,0,1,1,0,4,22,22,26,"pericyte; smooth muscle cell; vein endothelial cell; activated CD4-positive, alpha-beta T cell; regular atrial cardiac myocyte; activated CD8-positive, alpha-beta T cell; CD14-positive, CD16-positive monocyte; endothelial cell; B cell; capillary endothelial cell; CD14-positive monocyte; CD4-positive, alpha-beta cytotoxic T cell; CD8-positive, alpha-beta cytotoxic T cell; dendritic cell; endothelial cell of artery; endothelial cell of lymphatic vessel; epicardial adipocyte; fibroblast; macrophage; mast cell; mature NK T cell; mesothelial cell; monocyte; native cell; natural killer cell; neural cell",161.91530208921513269339
VHFHeart,UBERON:0000948,right cardiac atrium,33225.90134453539,2,2,2,0,8,25,26,33,"CD14-positive, CD16-positive monocyte; activated CD8-positive, alpha-beta T cell; Glia; Immune (myeloid); Adipocyte; Immune (lymphocyte); regular atrial cardiac myocyte; activated CD4-positive, alpha-beta T cell; monocyte; native cell; natural killer cell; neural cell; pericyte; smooth muscle cell; vein endothelial cell; endothelial cell; Endothelial cell; Fibroblast; Muscle; B cell; capillary endothelial cell; CD14-positive monocyte; CD4-positive, alpha-beta cytotoxic T cell; CD8-positive, alpha-beta cytotoxic T cell; dendritic cell; endothelial cell of artery; endothelial cell of lymphatic vessel; epicardial adipocyte; fibroblast; mast cell; mature NK T cell; mesothelial cell; macrophage",260.46539440203562340967
VHFLargeIntestine,UBERON:0000059,ascending colon,46838.66491802995,0,2,2,0,20,5,37,25,Neutrophil; CD4+ T cell; CD8+ T; Lymphatic; Nerve; ICC; Goblet; Stroma; CD7+ Immune; Smooth muscle; Enterocyte; DC; CD66+ Enterocyte; M2 Macrophage; Plasma; MUC1+ Enterocyte; B; TA; Cycling TA; Paneth; M1 Macrophage; NK; CD57+ Enterocyte; Endothelial; Neuroendocrine,753.88
VHFLargeIntestine,UBERON:0000059,caecum,31765.15370754535,0,2,2,0,20,5,36,25,Neutrophil; CD4+ T cell; CD8+ T; Lymphatic; Nerve; M2 Macrophage; B; CD57+ Enterocyte; Enterocyte; Plasma; MUC1+ Enterocyte; M1 Macrophage; Endothelial; ICC; Paneth; TA; Goblet; Neuroendocrine; Smooth muscle; Cycling TA; DC; CD66+ Enterocyte; Stroma; CD7+ Immune; NK,753.88
VHFLargeIntestine,UBERON:0000059,descending colon,140721.8643302251,2,2,1,1,20,5,37,25,Enterocyte; Neuroendocrine; TA; MUC1+ Enterocyte; Cycling TA; Endothelial; NK; Goblet; DC; Stroma; M2 Macrophage; Plasma; ICC; Smooth muscle; CD57+ Enterocyte; Paneth; CD66+ Enterocyte; CD7+ Immune; B; M1 Macrophage; Neutrophil; CD4+ T cell; CD8+ T; Lymphatic; Nerve,820.16
